HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,GrainSampleArea,GrainMassWet,GrainMassWetInGrainSample,GrainMassOvenDryInGrainSample,GrainMassAirDry,GrainMassOvenDry,GrainMoisture,GrainProtein,GrainStarch,GrainWGlutDM,GrainOilDM,GrainTestWeight,GrainCarbon,GrainNitrogen,GrainSulfur,BiomassSampleArea,BiomassWet,BiomassAirDry,GrainMassWetInBiomassSample,GrainMassOvenDryInBiomassSample,ResidueMassWetSubsample,ResidueMassOvenDrySubsample,ResidueCarbon,ResidueNitrogen,ResidueSulfur,Comments
2003,138,-117.081011,46.780137,,SW,0,,0,0,,,,,,,,,44.64,2.33,0.18,2.032,1660.7,,747,716,167,161,45.72,0.2121,0.06654,
2003,139,-117.080593,46.779993,,SW,0,,0,0,,,,,,,,,45.51,2.941,0.2065,2.032,1312.7,,456,438,139,136,45.83,0.5028,0.08937,
2003,140,-117.080175,46.780256,,SW,0,,0,0,,,,,,,,,45.38,2.778,0.2017,2.032,1123.7,,468,449,81,78,46.53,0.6314,0.08616,
2003,141,-117.079757,46.780226999999996,,SW,0,,0,0,,,,,,,,,45.98,2.457,0.2303,2.032,1540.7,,611,587,147,141,47.19,0.3825,0.0704,
2003,142,-117.079339,46.780191,,SW,0,,0,0,,,,,,,,,46.04,2.61,0.2438,2.032,1435.7,,556,533,145,140,47.24,0.4849,0.1088,
2003,143,-117.0789031,46.78010382,,SW,0,,0,0,,,,,,,,,45.62,2.905,0.266,2.032,1518.7,,528,507,146,141,47.04,0.5765,0.1028,
2003,144,-117.078503,46.780124,,SW,0,,0,0,,,,,,,,,45.57,2.813,0.2622,2.032,1461.7,,531,509,149,144,47.2,0.5614,0.1081,
2003,145,-117.078085,46.780129,,SW,0,,0,0,,,,,,,,,46.04,2.797,0.2611,2.032,1477.7,,479,457,165,160,47.33,0.6549,0.106,
2003,146,-117.077667,46.780066,,SW,0,,0,0,,,,,,,,,46.22,2.997,0.2701,2.032,1285.7,,467,448,133,128,47.69,0.5532,0.1027,
2003,147,-117.077249,46.78023,,SW,0,,0,0,,,,,,,,,45.6,2.667,0.2543,2.032,737.7,,340,323,87,85,46.98,0.4969,0.1245,
2003,148,-117.076831,46.780004,,SW,0,,0,0,,,,,,,,,45.75,2.359,0.2255,2.032,1416.7,,689,666,194,190,47.19,0.2906,0.072,
2003,149,-117.087103,46.780422,,WW,2.032,,971,933,,,,,,,,,44.71,2.178,0.1859,0,0,,0,0,,,,,,
2003,150,-117.086685,46.780507,,WW,2.032,,1123,1061,,,,,,,,,44.75,2.164,0.1841,0,0,,0,0,,,,,,
2003,151,-117.08622506,46.78045544,,WW,2.032,,1304,1238,,,,,,,,,45.1,1.885,0.1617,0,0,,0,0,,,,,,
2003,152,-117.08583327,46.78037122,,WW,2.032,,1145,1097,,,,,,,,,43.54,2.207,0.1643,0,0,,0,0,,,,,,
2003,153,-117.085431,46.7805,,WW,2.032,,1275,1218,,,,,,,,,42.83,2.176,0.1715,0,0,,0,0,,,,,,
2003,154,-117.085013,46.780348,,WW,2.032,,1022,975,,,,,,,,,43.36,1.975,0.1579,0,0,,0,0,,,,,,
2003,155,-117.084595,46.780437,,WW,2.032,,861,809,,,,,,,,,43.06,2.018,0.158,0,0,,0,0,,,,,,
2003,156,-117.084177,46.78039,,SC,2.032,,484,467,,,,,,,,,60.612,3.4621,0.519,0,0,,0,0,,,,,,
2003,157,-117.083759,46.780453,,SC,0,,0,0,,,,,,,,,60.083,3.5545,0.2686,2.032,915,,209,202,170,165,47.68,0.2592,0.2147,
2003,158,-117.083341,46.780374,,SP,0,,0,0,,,,,,,,,45.23,3.256,0.2275,2,443,,171,162,61,60,47.79,0.3926,0.1042,Reseeded with spring pea (cruisers)
2003,159,-117.082923,46.780443,,SC,0,,0,0,,,,,,,,,60.312,3.4943,0.595,2.032,1100,,261,253,223,217,48.84,0.2996,0.2877,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,160,-117.082505,46.78048,,WB,2.032,,939,875,,,,,,,,,43.81,1.32,0.1556,0,0,,0,0,,,,,,
2003,161,-117.082087,46.780282,,SB,2.032,,907,860,,,,,,,,,44.79,1.721,0.207,0,0,,0,0,,,,,,
2003,162,-117.08164513,46.78040873,,SP,0,,0,0,,,,,,,,,45.31,2.83,0.1868,2,727,,281,266,152,149,47.79,0.3418,0.06558,
2003,163,-117.081251,46.780423,,SP,2,,177,168,,,,,,,,,45.02,3.067,0.2088,0,0,,0,0,,,,,,
2003,164,-117.080833,46.780279,,SW,0,,0,0,,,,,,,,,44.91,2.374,0.1812,2.032,1232.7,,551,528,158,153,47.41,0.3181,0.09089,
2003,165,-117.080415,46.780542,,SW,0,,0,0,,,,,,,,,44.63,2.579,0.1921,2.032,1310.7,,619,593,141,139,47.47,0.3723,0.09895,
2003,166,-117.079997,46.780513,,SW,0,,0,0,,,,,,,,,45.26,2.317,0.2136,2.032,1351.7,,636,608,91,88,48.44,0.3216,0.06902,
2003,167,-117.079579,46.780477,,SW,0,,0,0,,,,,,,,,45.25,2.453,0.2383,2.032,1538.7,,600,576,106,103,47.37,0.3914,0.08346,
2003,168,-117.079161,46.780398,,SW,0,,0,0,,,,,,,,,45.43,2.444,0.232,2.032,1108.7,,480,461,112,108,48.36,0.3505,0.08279,
2003,169,-117.078743,46.78041,,SW,0,,0,0,,,,,,,,,45.44,2.469,0.2379,2.032,1265.7,,554,530,80,79,47.82,0.3682,0.1206,
2003,170,-117.078325,46.780415,,SW,0,,0,0,,,,,,,,,45.51,2.795,0.2622,2.032,1275.7,,477,457,120,116,47.65,0.4412,0.1202,
2003,171,-117.077907,46.780352,,SW,0,,0,0,,,,,,,,,45.9,2.656,0.25,2.032,1122.7,,452,435,154,150,47.96,0.3819,0.1028,
2003,172,-117.077489,46.780516,,SW,0,,0,0,,,,,,,,,45.82,2.172,0.215,2.032,923.7,,440,421,125,123,47.7,0.2783,0.07963,
2003,173,-117.077071,46.78029,,SW,0,,0,0,,,,,,,,,45.54,2.53,0.2428,2.032,1415.7,,498,484,150,146,46.74,0.3268,0.09601,
2003,174,-117.076653,46.780414,,SW,0,,0,0,,,,,,,,,45.62,2.42,0.2316,2.032,1591.7,,667,638,136,131,47.52,0.3126,0.09067,
2003,175,-117.086879,46.780708,,WW,2.032,,1071,1034,,,,,,,,,42.96,2.125,0.1683,0,0,,0,0,,,,,,
2003,176,-117.08647678,46.78080097,,WW,2.032,,1329,1269,,,,,,,,,42.93,1.789,0.1489,0,0,,0,0,,,,,,
2003,177,-117.086043,46.780763,,WW,2.032,,1083,1029,,,,,,,,,43.59,1.895,0.1547,0,0,,0,0,,,,,,
2003,178,-117.085625,46.780668,,WW,2.032,,1368,1290,,,,,,,,,44.4,1.978,0.1648,0,0,,0,0,,,,,,
2003,179,-117.085207,46.780786,,WW,2.032,,1020,971,,,,,,,,,44.26,2.268,0.1866,0,0,,0,0,,,,,,
2003,180,-117.084789,46.780634,,WW,2.032,,752,721,,,,,,,,,44.68,2.365,0.197,0,0,,0,0,,,,,,
2003,181,-117.084371,46.780723,,WW,2.032,,1012,980,,,,,,,,,44.18,1.913,0.1598,0,0,,0,0,,,,,,
2003,182,-117.08392119,46.78065692,,SC,2.032,,376,366,,,,,,,,,58.364,4.5061,0.7298,0,0,,0,0,,,,,,
2003,183,-117.083535,46.780739,,SC,2.032,,354,345,,,,,,,,,59.075,3.9967,0.636,0,0,,0,0,,,,,,
2003,184,-117.083117,46.78066,,SP,2,,300,282,,,,,,,,,45.02,3.082,0.2033,0,0,,0,0,,,,,,Reseeded with spring pea (cruisers)
2003,185,-117.082699,46.780729,,SC,2.032,,428,416,,,,,,,,,58.58,4.3008,0.6463,0,0,,0,0,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,186,-117.082281,46.780766,,WB,0,,0,0,,,,,,,,,43.91,1.365,0.1522,2.032,1965,,1092,1032,172,161,46.24,0.2964,0.1212,
2003,187,-117.081863,46.780568,,SB,2.032,,292,276,,,,,,,,,44.88,1.996,0.234,0,0,,0,0,,,,,,
2003,188,-117.081445,46.780707,,SB,0,,0,0,,,,,,,,,45.55,2.493,0.258,2.032,1504,,431,406,130,122,47.37,0.7613,0.1369,
2003,189,-117.081027,46.780709,,SP,2,,195,186,,,,,,,,,45.11,3.282,0.2138,0,0,,0,0,,,,,,
2003,190,-117.080609,46.780565,,SW,0,,0,0,,,,,,,,,45,2.384,0.1777,2.032,1658.7,,728,696,167,161,47.75,0.3184,0.09717,
2003,191,-117.080191,46.780828,,SW,0,,0,0,,,,,,,,,45.38,2.569,0.194,2.032,1447.7,,672,645,144,140,47.85,0.3529,0.1063,
2003,192,-117.079773,46.780799,,SW,0,,0,0,,,,,,,,,45.46,2.614,0.2408,2.032,1866.7,,718,690,129,125,47.64,0.4038,0.08131,
2003,193,-117.079355,46.780763,,SW,0,,0,0,,,,,,,,,45.15,2.478,0.1862,2.032,1393.7,,528,489,155,148,47.9,0.6259,0.08978,
2003,194,-117.07891312,46.78066353,,SW,0,,0,0,,,,,,,,,44.5,2.309,0.1688,2.032,1046.7,,470,450,129,124,46.97,0.3407,0.07441,
2003,195,-117.078519,46.780696,,SW,0,,0,0,,,,,,,,,44.89,2.265,0.1727,2.032,1380.7,,580,555,154,150,47.43,0.241,0.06751,
2003,196,-117.078101,46.780701,,SW,0,,0,0,,,,,,,,,44.95,2.249,0.1715,2.032,1512.7,,659,630,121,118,46.84,0.216,0.06853,
2003,197,-117.077683,46.780638,,SW,0,,0,0,,,,,,,,,44.63,2.256,0.1726,2.032,1246.7,,590,565,137,131,46.26,0.2469,0.07758,
2003,198,-117.077265,46.780802,,SW,0,,0,0,,,,,,,,,44.39,2.371,0.1826,2.032,1312.7,,584,561,152,148,46.95,0.3857,0.09091,
2003,199,-117.076847,46.780576,,SW,0,,0,0,,,,,,,,,44.45,2.02,0.1583,2.032,,,676,650,168,165,47.13,0.2118,0.08855,
2003,200,-117.0866262,46.7810531,,WW,2.032,,517,497,,,,,,,,,44.43,1.701,0.157,0,0,,0,0,,,,,,
2003,201,-117.086242,46.781049,,WW,2.032,,769,743,,,,,,,,,44.49,2.142,0.1831,0,0,,0,0,,,,,,
2003,202,-117.085824,46.780954,,WW,2.032,,1144,1104,,,,,,,,,44.7,2.017,0.1692,0,0,,0,0,,,,,,
2003,203,-117.085406,46.781072,,WW,2.032,,995,960,,,,,,,,,44.28,2.207,0.1847,0,0,,0,0,,,,,,
2003,204,-117.084988,46.78092,,WW,0,,0,0,,,,,,,,,44.74,2.345,0.181,2.032,2397,,903,871,104,103,47.8,0.3635,0.08417,
2003,205,-117.08457,46.781009,,WW,2.032,,1152,1091,,,,,,,,,44.54,1.919,0.1677,0,0,,0,0,,,,,,
2003,206,-117.084152,46.780962,,WW,2.032,,1156,1115,,,,,,,,,43.97,1.718,0.1517,0,0,,0,0,,,,,,
2003,207,-117.08375497,46.78103938,,WW,2.032,,1185,1150,,,,,,,,,44.27,1.851,0.1575,0,0,,0,0,,,,,,
2003,208,-117.083316,46.780946,,SC,2.032,,230,222,,,,,,,,,59.408,4.1145,0.7138,0,0,,0,0,,,,,,
2003,209,-117.082898,46.781015,,SP,2,,199,189,,,,,,,,,45.24,3.543,0.2495,0,0,,0,0,,,,,,Reseeded with spring pea (cruisers)
2003,210,-117.08248,46.781052,,SC,2.032,,299,289,,,,,,,,,57.422,3.6982,0.6445,0,0,,0,0,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,211,-117.082062,46.780854,,WB,2.032,,1289,1235,,,,,,,,,43.32,1.529,0.1578,0,0,,0,0,,,,,,
2003,212,-117.081644,46.780993,,WB,2.032,,1132,1075,,,,,,,,,43.49,1.361,0.1537,0,0,,0,0,,,,,,
2003,213,-117.081226,46.780995,,SB,2.032,,891,846,,,,,,,,,44.66,1.657,0.177,0,0,,0,0,,,,,,
2003,214,-117.080808,46.780851,,SP,2,,204,192,,,,,,,,,44.85,2.98,0.1955,0,0,,0,0,,,,,,
2003,215,-117.08043771,46.78111806,,SP,2,,215,204,,,,,,,,,45.45,3.267,0.2275,0,0,,0,0,,,,,,
2003,216,-117.079972,46.781085,,SW,0,,0,0,,,,,,,,,45.16,2.533,0.1859,2.032,1630.7,,695,659,105,102,47.6,0.3543,0.09184,
2003,217,-117.079554,46.781049,,SW,0,,0,0,,,,,,,,,44.9,2.708,0.1963,2.032,1779.7,,670,643,152,146,48.15,0.453,0.08248,
2003,218,-117.079136,46.78097,,SW,0,,0,0,,,,,,,,,45.58,2.735,0.2022,2.032,1620.7,,545,522,163,159,47.07,0.5774,0.09493,
2003,219,-117.078718,46.780982,,SW,0,,0,0,,,,,,,,,44.66,2.506,0.1837,2.032,1772.7,,679,651,164,161,47.41,0.415,0.07367,
2003,220,-117.0783,46.780987,,SW,0,,0,0,,,,,,,,,44.53,2.529,0.1851,2.032,1821.7,,712,682,133,128,48.22,0.374,0.07614,
2003,221,-117.077882,46.780924,,SW,0,,0,0,,,,,,,,,44.59,2.436,0.1861,2.032,1608.7,,713,686,162,159,47.43,0.2944,0.09124,
2003,222,-117.077464,46.781088,,SW,0,,0,0,,,,,,,,,44.53,2.549,0.1953,2.032,1773.7,,726,702,133,128,47.25,0.4959,0.1128,
2003,223,-117.077046,46.780862,,SW,0,,0,0,,,,,,,,,45.85,2.086,0.261,2.032,1018.7,,428,411,132,124,46.61,0.3421,0.09166,
2003,224,-117.076628,46.780986,,SW,0,,0,0,,,,,,,,,45.22,2.464,0.2886,2.032,1494.7,,577,552,158,155,46.85,0.4366,0.1046,
2003,225,-117.086295,46.781365,,WW,2.032,,733,703,,,,,,,,,44.58,1.986,0.1763,0,0,,0,0,,,,,,
2003,226,-117.08586126,46.78132062,,WW,2.032,,1122,1075,,,,,,,,,44.54,1.864,0.1668,0,0,,0,0,,,,,,
2003,227,-117.08543278,46.78122203,,WW,2.032,,1046,1006,,,,,,,,,44.55,2.016,0.1707,0,0,,0,0,,,,,,
2003,228,-117.085041,46.781358,,WW,2.032,,885,855,,,,,,,,,45.05,2.146,0.1834,0,0,,0,0,,,,,,
2003,229,-117.084623,46.781206,,WW,2.032,,1092,1053,,,,,,,,,44.56,1.771,0.153,0,0,,0,0,,,,,,
2003,230,-117.084205,46.781295,,WW,2.032,,909,869,,,,,,,,,43.78,1.917,0.1642,0,0,,0,0,,,,,,
2003,231,-117.083787,46.781248,,WW,2.032,,840,801,,,,,,,,,44.36,1.74,0.1525,0,0,,0,0,,,,,,
2003,232,-117.08328225,46.78127044,,SC,2.032,,394,379,,,,,,,,,58.179,4.3987,0.6816,0,0,,0,0,,,,,,
2003,233,-117.082951,46.781232,,SC,2.032,,366,356,,,,,,,,,61.279,3.4614,0.5056,0,0,,0,0,,,,,,
2003,234,-117.082533,46.781301,,SP,0,,0,0,,,,,,,,,45.16,3.377,0.2193,2,708,,280,266,124,121,45.41,0.4342,0.08911,Reseeded with spring pea (cruisers)
2003,235,-117.082115,46.781338,,SC,0,,0,0,,,,,,,,,59.862,4.2721,0.7118,2.032,1316,,374,364,170,164,46.28,0.3574,0.4035,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,236,-117.081697,46.78114,,WB,2.032,,1117,1067,,,,,,,,,43.77,1.376,0.1571,0,0,,0,0,,,,,,
2003,237,-117.08124367,46.78126348,,SB,2.032,,459,434,,,,,,,,,45.33,2.284,0.2473,0,0,,0,0,,,,,,
2003,238,-117.080861,46.781281,,SB,2.032,,946,897,,,,,,,,,44.99,2.12,0.2318,0,0,,0,0,,,,,,
2003,239,-117.08045495,46.78115338,,SP,2,,240,227,,,,,,,,,45.14,3.363,0.2329,0,0,,0,0,,,,,,
2003,240,-117.08011053,46.78144636,,SP,2,,91,87,,,,,,,,,44.79,3.465,0.2507,0,0,,0,0,,,,,,
2003,241,-117.079607,46.781371,,SW,0,,0,0,,,,,,,,,45.59,2.664,0.1934,2.032,1788.7,,731,690,128,122,46.45,0.4047,0.09311,
2003,242,-117.079189,46.781335,,SW,0,,0,0,,,,,,,,,44.4,2.803,0.2028,2.032,2008.7,,757,720,168,164,45.94,0.5436,0.08035,
2003,243,-117.078771,46.781256,,SW,0,,0,0,,,,,,,,,45.53,2.619,0.1904,2.032,1764.7,,635,604,147,141,47.49,0.4832,0.07261,
2003,244,-117.07838882,46.78129255,,SW,0,,0,0,,,,,,,,,44.52,2.566,0.1975,2.032,1656.7,,618,590,147,146,46.94,0.6073,0.09759,
2003,245,-117.077935,46.781273,,SW,0,,0,0,,,,,,,,,44.84,2.497,0.1822,2.032,1817.7,,702,665,124,119,46.71,0.4056,0.07532,
2003,246,-117.077517,46.78121,,SW,0,,0,0,,,,,,,,,44.52,2.406,0.1822,2.032,1764.7,,764,725,105,101,46.58,0.4276,0.07565,
2003,247,-117.077099,46.781374,,SW,0,,0,0,,,,,,,,,44.75,2.453,0.1896,2.032,1481.7,,713,676,161,153,46.85,0.3066,0.08699,
2003,248,-117.07669891,46.78116437,,SW,0,,0,0,,,,,,,,,44.73,2.024,0.256,2.032,2036.7,,915,873,190,185,47.14,0.2265,0.0581,
2003,249,-117.085864,46.781526,,WW,2.032,,1196,1153,,,,,,,,,44.62,2.215,0.1859,0,0,,0,0,,,,,,
2003,250,-117.085446,46.781644,,WW,2.032,,1096,1052,,,,,,,,,45.12,2.268,0.1829,0,0,,0,0,,,,,,
2003,251,-117.085028,46.781492,,WW,2.032,,807,776,,,,,,,,,44.47,1.926,0.167,0,0,,0,0,,,,,,
2003,252,-117.08457853,46.78155584,,WW,2.032,,914,881,,,,,,,,,44.34,1.954,0.1655,0,0,,0,0,,,,,,
2003,253,-117.084192,46.781534,,WW,0,,0,0,,,,,,,,,44.29,2.064,0.1774,2.032,2523,,1002,968,184,184,46.4,0.3458,0.06572,
2003,254,-117.083774,46.781597,,WW,2.032,,1127,1075,,,,,,,,,44.21,2.085,0.1724,0,0,,0,0,,,,,,
2003,255,-117.083356,46.781518,,WW,2.032,,1170,1109,,,,,,,,,44.42,1.715,0.1525,0,0,,0,0,,,,,,
2003,256,-117.082938,46.781587,,SC,0,,0,0,,,,,,,,,58.816,4.6612,0.7,2.032,809,,186,181,152,147,46.52,0.5888,0.1876,
2003,257,-117.08252,46.781624,,SC,2.032,,329,318,,,,,,,,,61.181,3.6443,0.6108,0,0,,0,0,,,,,,
2003,258,-117.082102,46.781426,,SC,2.032,,385,378,,,,,,,,,60.834,4.0224,0.638,0,0,,0,0,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,259,-117.081684,46.781565,,SC,2.032,,293,285,,,,,,,,,60.676,3.9677,0.6116,0,0,,0,0,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,260,-117.081266,46.781567,,WB,0,,0,0,,,,,,,,,43.54,1.337,0.1554,2.032,2068,,1129,1068,127,120,45.7,0.3107,0.08529,
2003,261,-117.080848,46.781423,,SB,0,,0,0,,,,,,,,,45.43,2.095,0.2286,2.032,1751,,660,624,141,134,45.24,0.5522,0.1006,
2003,262,-117.08043,46.781686,,SB,2.032,,568,538,,,,,,,,,45.23,1.885,0.2168,0,0,,0,0,,,,,,
2003,263,-117.080012,46.781657,,SP,0,,0,0,,,,,,,,,44.82,3.06,0.212,2,494,,135,128,136,132,46.65,0.464,0.5878,
2003,264,-117.079594,46.781621,,SW,0,,0,0,,,,,,,,,44.78,2.025,0.2365,2.032,1483.7,,651,619,146,138,46.5,0.3073,0.07561,
2003,265,-117.0791581,46.78153382,,SW,0,,0,0,,,,,,,,,44.84,2.626,0.2817,2.032,1934.7,,756,715,151,145,46.59,0.5704,0.09087,
2003,266,-117.078758,46.781554,,SW,0,,0,0,,,,,,,,,44.86,2.657,0.2752,2.032,1354.7,,584,555,113,112,45.81,0.5018,0.0808,
2003,267,-117.07834,46.781559,,SW,0,,0,0,,,,,,,,,44.89,2.653,0.2889,2.032,1678.7,,637,606,149,146,46.75,0.5371,0.09028,
2003,268,-117.077922,46.781496,,SW,0,,0,0,,,,,,,,,45.36,2.774,0.3096,2.032,1681.7,,808,763,183,177,46.19,0.4469,0.119,
2003,269,-117.077504,46.78166,,SW,0,,0,0,,,,,,,,,44.36,1.918,0.2425,2.032,2414.7,,1046,994,205,199,46.23,0.2268,0.0809,
2003,270,-117.077086,46.781434,,SW,0,,0,0,,,,,,,,,45.01,2.469,0.2939,2.032,1854.7,,857,815,134,129,46.7,0.2971,0.07808,
2003,271,-117.076668,46.781558,,SW,0,,0,0,,,,,,,,,45.17,2.164,0.272,2.032,1758.7,,805,766,150,147,46.55,0.3641,0.08629,
2003,272,-117.08559,46.781812,,WW,2.032,,1081,1042,,,,,,,,,44.42,1.824,0.1625,0,0,,0,0,,,,,,
2003,273,-117.085172,46.78193,,WW,2.032,,728,692,,,,,,,,,44.86,2.614,0.208,0,0,,0,0,,,,,,
2003,274,-117.084754,46.781778,,WW,2.032,,1242,1185,,,,,,,,,44.52,2.342,0.1893,0,0,,0,0,,,,,,
2003,275,-117.08435697,46.78187778,,WW,2.032,,1431,1358,,,,,,,,,44.52,2.07,0.1717,0,0,,0,0,,,,,,
2003,276,-117.083918,46.78182,,WW,2.032,,1095,1055,,,,,,,,,44.54,2.138,0.1784,0,0,,0,0,,,,,,
2003,277,-117.0835,46.781883,,WW,2.032,,980,924,,,,,,,,,44.37,1.879,0.1638,0,0,,0,0,,,,,,
2003,278,-117.083082,46.781804,,WW,2.032,,1217,1160,,,,,,,,,44.06,1.883,0.1658,0,0,,0,0,,,,,,
2003,279,-117.08265008,46.78185937,,SC,2.032,,371,358,,,,,,,,,61.654,3.4284,0.5222,0,0,,0,0,,,,,,
2003,280,-117.082246,46.78191,,SC,2.032,,420,404,,,,,,,,,61.267,3.4494,0.5861,0,0,,0,0,,,,,,
2003,281,-117.08181228,46.78170481,,SC,2.032,,287,280,,,,,,,,,60.72,3.5529,0.2646,0,0,,0,0,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,282,-117.08141,46.781851,,SC,2.032,,310,300,,,,,,,,,60.841,3.6621,0.5806,0,0,,0,0,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,283,-117.080992,46.781853,,WB,0,,0,0,,,,,,,,,44.56,1.322,0.1217,2.032,1452,,772,730,106,99,,,,
2003,284,-117.080574,46.781709,,SB,2.032,,528,499,,,,,,,,,44.5,1.734,0.1976,0,0,,0,0,,,,,,
2003,285,-117.080156,46.781972,,SB,2.032,,610,578,,,,,,,,,44.86,1.771,0.1977,0,0,,0,0,,,,,,
2003,286,-117.079738,46.781943,,SP,2,,198,187,,,,,,,,,44.87,3.121,0.2115,0,0,,0,0,,,,,,
2003,287,-117.07932,46.781907,,SW,0,,0,0,,,,,,,,,45.36,2.521,0.2834,2.032,1636.7,,693,659,129,125,46.91,0.3537,0.08218,
2003,288,-117.07886619,46.78180208,,SW,0,,0,0,,,,,,,,,44.96,2.796,0.2961,2.032,2014.7,,783,743,179,171,46.42,0.5748,0.0871,
2003,289,-117.078484,46.78184,,SW,0,,0,0,,,,,,,,,47.27,2.945,0.3068,2.032,2033.7,,935,890,141,138,46.41,0.4077,0.06136,
2003,290,-117.078066,46.781845,,SW,0,,0,0,,,,,,,,,44.89,2.485,0.2861,2.032,1680.7,,646,613,178,175,46.74,0.5213,0.09245,
2003,291,-117.077648,46.781782,,SW,0,,0,0,,,,,,,,,45.44,2.651,0.3013,2.032,1504.7,,617,583,,139,46.56,0.4293,0.108,
2003,292,-117.07723,46.781946,,SW,0,,0,0,,,,,,,,,45.29,2.808,0.3153,2.032,1935.7,,676,642,210,202,45.93,0.6424,0.1619,
2003,293,-117.076812,46.78172,,SW,0,,0,0,,,,,,,,,45.02,2.47,0.2956,2.032,1309.7,,562,533,157,153,45.96,0.4135,0.1312,
2003,297,-117.085536,46.782098,,WW,2.032,,590,573,,,,,,,,,44.44,2.242,0.193,0,0,,0,0,,,,,,
2003,298,-117.085118,46.782216,,WW,2.032,,1120,1084,,,,,,,,,44.58,1.828,0.1664,0,0,,0,0,,,,,,
2003,299,-117.0847,46.782064,,WW,2.032,,1075,1036,,,,,,,,,44.63,2.009,0.1946,0,0,,0,0,,,,,,
2003,300,-117.084282,46.782153,,WW,2.032,,1203,1164,,,,,,,,,44.5,2.012,0.191,0,0,,0,0,,,,,,
2003,301,-117.083864,46.782106,,WW,2.032,,943,904,,,,,,,,,44.9,2.055,0.1851,0,0,,0,0,,,,,,
2003,302,-117.08343026,46.78215462,,WW,2.032,,1266,1206,,,,,,,,,44.97,2.102,0.2003,0,0,,0,0,,,,,,
2003,303,-117.08301227,46.78207922,,WW,2.032,,1234,1185,,,,,,,,,45.47,1.925,0.1828,0,0,,0,0,,,,,,
2003,304,-117.08261,46.782159,,WW,2.032,,1186,1159,,,,,,,,,44.71,1.9,0.1832,0,0,,0,0,,,,,,
2003,305,-117.082192,46.782196,,SC,2.032,,417,406,,,,,,,,,60.835,3.5707,0.5756,0,0,,0,0,,,,,,
2003,306,-117.081774,46.781998,,SP,0,,0,0,,,,,,,,,44.94,3.314,0.2186,2,548,,208,197,87,86,,,,Reseeded with spring pea (cruisers)
2003,307,-117.081356,46.782137,,SC,0,,0,0,,,,,,,,,61.226,3.5658,0.5736,2.032,1114,,325,317,167,161,47.93,0.246,0.3094,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,308,-117.080938,46.782139,,SC,2.032,,366,353,,,,,,,,,59.658,3.9681,0.5583,0,0,,0,0,,,,,,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit"
2003,309,-117.08049902,46.78197702,,SB,0,,0,0,,,,,,,,,44.87,2.036,0.2245,2.032,1679,,686,650,111,105,46.19,0.4838,0.0949,
2003,310,-117.080102,46.782258,,SB,0,,0,0,,,,,,,,,45.28,1.882,0.1985,2.032,1511,,566,535,144,136,46.1,0.5632,0.1209,
2003,311,-117.079684,46.782229,,SP,0,,0,0,,,,,,,,,44.97,3.235,0.2086,2,719,,194,184,109,107,46.92,0.3418,0.05249,
2003,312,-117.07930181,46.78221346,,SP,2,,234,222,,,,,,,,,44.85,3.32,0.2157,0,0,,0,0,,,,,,
2003,313,-117.078848,46.782114,,SW,0,,0,0,,,,,,,,,45.13,2.483,0.2805,2.032,1885.7,,867,824,200,195,46.14,0.3497,0.08466,
2003,314,-117.07843,46.782126,,SW,0,,0,0,,,,,,,,,44.74,2.28,0.2389,2.032,1848.7,,777,737,153,148,46.82,0.3588,0.08327,
2003,315,-117.07804184,46.78214737,,SW,0,,0,0,,,,,,,,,45.08,2.759,0.3057,2.032,2547.7,,960,910,169,160,46.1,0.5183,0.1907,
2003,316,-117.077594,46.782068,,SW,0,,0,0,,,,,,,,,45.35,2.954,0.3285,2.032,2173.7,,710,673,122,119,46.03,0.5432,0.1607,
2003,323,-117.08513522,46.78249247,,WW,2.032,,957,908,,,,,,,,,44.53,2.261,0.2223,0,0,,0,0,,,,,,
2003,324,-117.084751,46.78235,,WW,2.032,,976,921,,,,,,,,,45.18,2.353,0.2253,0,0,,0,0,,,,,,
2003,325,-117.084333,46.782439,,WW,2.032,,1245,1181,,,,,,,,,45.38,1.96,0.1944,0,0,,0,0,,,,,,
2003,326,-117.083915,46.782392,,WW,2.032,,1313,1250,,,,,,,,,44.98,2.123,0.2031,0,0,,0,0,,,,,,
2003,327,-117.083497,46.782455,,WW,0,,0,0,,,,,,,,,44.96,2.06,0.2071,2.032,2892,,1180,1120,80,77,47.44,0.2787,0.06505,
