"Year","Grain Carbon %","Grain Sulfur %","Grain Nitrogen %","Total Residue Wet Weight (grams)","Residue Sub-Sample Wet Weight (grams)","Residue Sub-Sample Dry Weight (grams)","Residue Nitrogen %","Residue Sulfur %","Residue Carbon %","Grain Harvest Comments","Residue Sample Comments","total grain yield dry(grams/M2)","X","Y","ID2","Crop"
2001,42.61,0.1451,1.789,1011.59,122.36,115.05,0.2968,0.08533,44.8,,,378.686023622047,-117.079601,46.782801,360,"spring wheat"
2001,42.67,0.1679,2.139,839.69,148.06,137.05,0.3182,0.1135,44.12,,,364.709645669291,-117.08165033,46.78282132,377,"spring wheat"
2001,42.71,0.1472,1.824,1129.79,165.36,161.05,0.2779,0.09064,45.06,,,464.266732283465,-117.08129,46.782995,378,"spring wheat"
2001,42.58,0.1456,1.818,1029.99,111.76,107.05,0.3028,0.09745,44.42,,,473.567913385827,-117.080872,46.782997,379,"spring wheat"
2001,42.57,0.1434,1.839,1314.49,188.86,168.05,0.3002,0.09938,43.98,,,459.232283464567,-117.080454,46.782853,380,"spring wheat"
2001,42.56,0.145,1.778,820.19,171.26,162.05,0.279,0.09631,43.88,,,322.878937007874,-117.080036,46.783116,381,"spring wheat"
2001,42.63,0.1506,1.872,584.19,136.86,127.05,0.346,0.1414,42.28,,,277.504921259842,-117.08099,46.783283,401,"spring wheat"
2001,42.75,0.1567,2.04,876.79,107.06,100.05,0.3523,0.1207,43.56,,,405.162401574803,-117.080572,46.783139,402,"spring wheat"
2001,42.93,0.1925,2.522,1835.76,116.46,114.05,0.5264,0.1743,44.27,,,804.47342519685,-117.080679,46.783425,425,"spring wheat"
2001,44.21,0.2386,2.451,,,,,,,,,379.079724409449,-117.08888012,46.77895174,18,"winter barley"
2001,43.51,0.2189,2.225,,,,,,,,,638.08562992126,-117.08870619,46.77911338,42,"winter barley"
2001,43.87,0.2056,1.978,,,,,,,,,630.752952755906,-117.088318,46.779153,43,"winter barley"
2001,44.14,0.2177,2.165,,,,,,,,,518.449803149606,-117.088231,46.779439,68,"winter barley"
2001,44.19,0.2193,2.179,,,,,,,,,434.099409448819,-117.08807304,46.77971682,95,"winter barley"
2001,43.7,0.1933,1.842,,,,,,,,,528.095472440945,-117.087663,46.7797,96,"winter barley"
2001,,,,,,,,,,,,,-117.087699,46.779986,122,"winter barley"
2001,43.78,0.2298,2.367,,,,,,,,,562.987204724409,-117.087281,46.780159,123,"winter barley"
2001,44.16,0.2252,2.237,,,,,,,,,646.845472440945,-117.087103,46.780422,149,"winter barley"
2001,44.13,0.2175,2.231,,,,,,,,,531.83562992126,-117.086879,46.780708,175,"winter barley"
2001,44.17,0.2125,2.159,,,,,,,,,413.577755905512,-117.0866262,46.7810531,200,"winter barley"
2001,43.77,0.1985,1.862,,,,,,,,,387.691929133858,-117.086242,46.781049,201,"winter barley"
2001,43.67,0.2255,2.256,,,,,,,,,167.662401574803,-117.086295,46.781365,225,"winter barley"
2001,44.06,0.2306,2.212,,,,,,,,,406.392716535433,-117.085864,46.781526,249,"winter barley"
2001,44.04,0.2112,2.089,,,,,,,,,248.912401574803,-117.08559,46.781812,272,"winter barley"
2001,44.13,0.234,2.373,,,,,,,,,371.156496062992,-117.085536,46.782098,297,"winter barley"
2001,43.68,0.1775,2.136,681.59,55.56,50.46,0.6169,0.1961,43.23,,,330.408464566929,-117.085118,46.782216,298,"winter barley"
2001,43.67,0.195,2.358,1785.39,54.16,50.46,1.048,0.2522,42.37,,,520.861220472441,-117.08513522,46.78249247,323,"winter barley"
2001,43.49,0.1809,2.134,695.09,56.86,52.57,0.8981,0.2142,42.05,,,329.375,-117.084617,46.782636,348,"winter barley"
2001,43.68,0.2298,2.777,2105.39,66.36,61.29,0.8058,0.1942,43.88,,,378.587598425197,-117.08422983,46.78296597,371,"winter barley"
2001,43.88,0.2273,2.698,,,,,,,"This sample should have been in the WP strip but is WB due to ringing the field with WB",,427.750984251969,-117.08390985,46.78312585,394,"winter barley"
2001,43.75,0.1982,2.221,,,,,,,"This sample should have been WP but is WB due ringing the field with WB",,567.662401574803,-117.08321056,46.7834571,419,"winter barley"
2001,,,,,,,,,,,,,-117.087646,46.778842,21,"Winter Canola"
2001,,,,,,,,,,,,,-117.08746351,46.77928833,45,"Winter Canola"
2001,,,,,,,,,,,,,-117.087064,46.779278,46,"Winter Canola"
2001,,,,,,,,,,,,,-117.086977,46.779564,71,"Winter Canola"
2001,,,,,,,,,,,,,-117.086827,46.77985,98,"Winter Canola"
2001,,,,,,,,,,,,,-117.086409,46.779935,99,"Winter Canola"
2001,,,,,,,,,,,,,-117.086445,46.780221,125,"Winter Canola"
2001,,,,,,,,,,,,,-117.08622506,46.78045544,151,"Winter Canola"
2001,,,,,,,,,,,,,-117.085625,46.780668,178,"Winter Canola"
2001,,,,,,,,,,,,,-117.085406,46.781072,203,"Winter Canola"
2001,,,,,,,,,,,,,-117.085041,46.781358,228,"Winter Canola"
2001,,,,,,,,,,,,,-117.085028,46.781492,251,"Winter Canola"
2001,,,,,,,,,,,,,-117.084754,46.781778,274,"Winter Canola"
2001,,,,,,,,,,,,,-117.08435697,46.78187778,275,"Winter Canola"
2001,,,,,,,,,,,,,-117.084282,46.782153,300,"Winter Canola"
2001,,,,,,,,,,,,,-117.083915,46.782392,326,"Winter Canola"
2001,,,,,,,,,,,,,-117.083781,46.782678,350,"Winter Canola"
2001,,,,,,,,,,,,,-117.08338,46.783027,373,"Winter Canola"
2001,,,,,,,,,,,,,-117.08308,46.783234,396,"Winter Canola"
2001,,,,,,,,,,,,,-117.08277087,46.78351532,420,"Winter Canola"
2001,43.04,0.2822,3.555,,,,,,,,,118.845,-117.08846626,46.77882662,19,"winter pea"
2001,41.84,0.2657,3.224,,,,,,,,,89.895,-117.088064,46.778867,20,"winter pea"
2001,43.24,0.3236,3.938,,,,,,,,,101.995,-117.0879,46.779128,44,"winter pea"
2001,43.42,0.2488,3.594,,,,,,,,,135.595,-117.087813,46.779414,69,"winter pea"
2001,43.72,0.2376,3.274,,,,,,,,,39.945,-117.087395,46.779587,70,"winter pea"
2001,43.03,0.2296,3.927,,,,,,,,,-77777,-117.087245,46.779873,97,"winter pea"
2001,,,,,,,,,,,,84.22,-117.086863,46.780136,124,"winter pea"
2001,,,,,,,,,,,,140.625,-117.086685,46.780507,150,"winter pea"
2001,,,,,,,,,,"This sample is on the line of two strips it should be a WB but was planted to WP due to driving",,89.445,-117.08647678,46.78080097,176,"winter pea"
2001,,,,,,,,,,,,,-117.085824,46.780954,202,"winter pea"
2001,,,,,,,,,,,,179.445,-117.08586126,46.78132062,226,"winter pea"
2001,,,,,,,,,,"This sample should have been WC, it is WP due to driving (pt is on the line)",,109.995,-117.08543278,46.78122203,227,"winter pea"
2001,,,,,,,,,,,,165.645,-117.085446,46.781644,250,"winter pea"
2001,,,,,,,,,,,,132.645,-117.085172,46.78193,273,"winter pea"
2001,,,,828.93,131.96,124.46,0.767,0.2122,44.5,,,139.265,-117.084751,46.78235,324,"winter pea"
2001,,,,740.83,98.86,93.46,0.6871,0.1802,44.88,,,175.795,-117.084333,46.782439,325,"winter pea"
2001,,,,,,,,,,,,23.995,-117.084199,46.782725,349,"winter pea"
2001,,,,491.43,85.66,84.46,0.9271,0.1726,44.64,,,114.395,-117.083798,46.782964,372,"winter pea"
2001,,,,,,,,,,,,4.245,-117.083498,46.783313,395,"winter pea"
2001,44.59,0.26,3.457,,,,,,,,,286.412401574803,-117.082498,46.778764,13,"winter wheat"
2001,43.3,0.1668,1.986,,,,,,,,,510.52657480315,-117.08163216,46.77868863,14,"winter wheat"
2001,43.67,0.1441,1.649,,,,,,,,,437.445866141732,-117.081244,46.778707,15,"winter wheat"
2001,43,0.1653,1.869,,,,,,,,,502.849409448819,-117.080408,46.778826,16,"winter wheat"
2001,43.27,0.1827,2.114,1782.83,177.06,116.05,0.729,0.1769,42.22,,,703.932086614173,-117.07999,46.778797,17,"winter wheat"
2001,43.6,0.1831,2.206,,,,,,,,,566.77657480315,-117.081794,46.778852,35,"winter wheat"
2001,43.32,0.1522,1.802,,,,,,,,,596.304133858268,-117.08140584,46.77900737,36,"winter wheat"
2001,44.1,0.23,3.054,,,,,,,,,344.876968503937,-117.080958,46.778993,37,"winter wheat"
2001,43.44,0.1619,1.858,,,,,,,,,490.693897637795,-117.08054,46.778849,38,"winter wheat"
2001,43.97,0.2005,2.46,,,,,,,,,441.382874015748,-117.080122,46.779112,39,"winter wheat"
2001,44.02,0.223,2.504,,,,,,,,,400.979330708661,-117.079704,46.779083,40,"winter wheat"
2001,43.61,0.1664,1.935,,,,,,,,,611.166338582677,-117.079286,46.779047,41,"winter wheat"
2001,43.49,0.1664,1.897,,,,,,,,,411.018700787402,-117.08160015,46.77925244,59,"winter wheat"
2001,43.37,0.1577,1.87,,,,,,,,,550.339566929134,-117.081212,46.779279,60,"winter wheat"
2001,43.77,0.1798,1.973,,,,,,,,,561.018700787402,-117.080794,46.779135,61,"winter wheat"
2001,43.63,0.1723,1.935,,,,,,,,,527.406496062992,-117.08039988,46.77941847,62,"winter wheat"
2001,43.58,0.1691,1.969,,,,,,,,,513.282480314961,-117.079958,46.779369,63,"winter wheat"
2001,43.57,0.1529,1.73,,,,,,,,,537.445866141732,-117.07954,46.779333,64,"winter wheat"
2001,43.68,0.1552,1.804,,,,,,,,,643.597440944882,-117.079122,46.779254,65,"winter wheat"
2001,43.35,0.1736,2.013,,,,,,,,,636.166338582677,-117.07873385,46.77928646,66,"winter wheat"
2001,43.32,0.1608,1.883,,,,,,,,,476.81594488189,-117.078286,46.779271,67,"winter wheat"
2001,43.4,0.1641,1.859,,,,,,,,,548.174212598425,-117.081543,46.779563,84,"winter wheat"
2001,43.65,0.157,1.832,,,,,,,,,586.117125984252,-117.081125,46.779565,85,"winter wheat"
2001,44.03,0.232,2.834,,,,,,,,,375.142716535433,-117.080707,46.779421,86,"winter wheat"
2001,43.71,0.1827,2.14,,,,,,,,,465.497047244094,-117.080289,46.779684,87,"winter wheat"
2001,43.65,0.1877,2.146,,,,,,,,,472.928149606299,-117.079871,46.779655,88,"winter wheat"
2001,43.61,0.1646,1.916,,,,,,,,,537.150590551181,-117.07944702,46.77960671,89,"winter wheat"
2001,43.58,0.1567,1.821,,,,,,,,,512.839566929134,-117.079035,46.77954,90,"winter wheat"
2001,43.78,0.1761,2.022,,,,,,,,,443.351377952756,-117.078617,46.779552,91,"winter wheat"
2001,43.29,0.166,1.877,,,,,,,,,672.534448818898,-117.078199,46.779557,92,"winter wheat"
2001,43.66,0.1673,1.922,,,,,,,,,544.581692913386,-117.077781,46.779494,93,"winter wheat"
2001,43.84,0.1676,1.963,,,,,,,,,513.676181102362,-117.077363,46.779658,94,"winter wheat"
2001,43.77,0.1687,1.99,,,,,,,,,446.697834645669,-117.081393,46.779849,111,"winter wheat"
2001,43.63,0.1781,1.997,,,,,,,,,415.300196850394,-117.080975,46.779851,112,"winter wheat"
2001,43.79,0.1598,1.854,,,,,,,,,546.89468503937,-117.08053909,46.77969063,113,"winter wheat"
2001,43.87,0.182,2.114,,,,,,,,,455.113188976378,-117.080139,46.77997,114,"winter wheat"
2001,44.3,0.1551,1.951,,,,,,,,,477.800196850394,-117.07970309,46.77992463,115,"winter wheat"
2001,44.17,0.1519,1.863,,,,,,,,,565.595472440945,-117.079303,46.779905,116,"winter wheat"
2001,44.46,0.1741,2.158,,,,,,,,,531.884842519685,-117.078885,46.779826,117,"winter wheat"
2001,44.31,0.1589,1.876,,,,,,,,,553.04625984252,-117.078467,46.779838,118,"winter wheat"
2001,44.51,0.1792,2.19,,,,,,,,,550.437992125984,-117.07801916,46.77982663,119,"winter wheat"
2001,44.45,0.1629,1.977,,,,,,,,,524.552165354331,-117.077631,46.77978,120,"winter wheat"
2001,44.9,0.2205,2.753,,,,,,,,,322.583661417323,-117.077213,46.779944,121,"winter wheat"
2001,44.82,0.1761,2.098,,,,,,,,,466.235236220472,-117.081011,46.780137,138,"winter wheat"
2001,44.7,0.1901,2.283,,,,,,,,,439.266732283465,-117.080593,46.779993,139,"winter wheat"
2001,44.64,0.1938,2.329,,,,,,,,,404.719488188976,-117.080175,46.780256,140,"winter wheat"
2001,43.74,0.1965,2.186,,,,,,,,,384.739173228346,-117.079757,46.780227,141,"winter wheat"
2001,44.28,0.2628,3.249,,,,,,,,,385.72342519685,-117.079339,46.780191,142,"winter wheat"
2001,43.44,0.1754,1.83,,,,,,,,,545.812007874016,-117.0789031,46.78010382,143,"winter wheat"
2001,43.7,0.1987,2.12,,,,,,,,,465.152559055118,-117.078503,46.780124,144,"winter wheat"
2001,43.47,0.1796,1.964,,,,,,,,,506.737204724409,-117.078085,46.780129,145,"winter wheat"
2001,43.81,0.2061,2.338,,,,,,,,,445.467519685039,-117.077667,46.780066,146,"winter wheat"
2001,44.2,0.2449,2.835,,,,,,,,,302.062007874016,-117.077249,46.78023,147,"winter wheat"
2001,43.6,0.1947,2.024,,,,,,,,,555.457677165354,-117.076831,46.780004,148,"winter wheat"
2001,43.63,0.1846,1.935,,,,,,,,,493.745078740157,-117.080833,46.780279,164,"winter wheat"
2001,43.62,0.1812,2.03,,,,,,,,,577.997047244094,-117.080415,46.780542,165,"winter wheat"
2001,43.69,0.1929,2.234,,,,,,,,,434.542322834646,-117.079997,46.780513,166,"winter wheat"
2001,43.6,0.1855,2.105,,,,,,,,,474.749015748032,-117.079579,46.780477,167,"winter wheat"
2001,43.66,0.1727,1.884,,,,,,,,,474.010826771654,-117.079161,46.780398,168,"winter wheat"
2001,44.47,0.2846,3.499,,,,,,,,,317.367125984252,-117.078743,46.78041,169,"winter wheat"
2001,43.97,0.2191,2.486,,,,,,,,,406.392716535433,-117.078325,46.780415,170,"winter wheat"
2001,43.45,0.1908,2.123,,,,,,,,,418.449803149606,-117.077907,46.780352,171,"winter wheat"
2001,43.66,0.1914,2.081,,,,,,,,,392.121062992126,-117.077489,46.780516,172,"winter wheat"
2001,43.9,0.2001,2.119,,,,,,,,,483.656496062992,-117.077071,46.78029,173,"winter wheat"
2001,43.52,0.1717,1.775,,,,,,,,,424.109251968504,-117.076653,46.780414,174,"winter wheat"
2001,43.41,0.1717,1.878,,,,,,,,,647.485236220472,-117.080609,46.780565,190,"winter wheat"
2001,43.47,0.1947,2.14,,,,,,,,,588.922244094488,-117.080191,46.780828,191,"winter wheat"
2001,43.9,0.2244,2.571,,,,,,,,,426.865157480315,-117.079773,46.780799,192,"winter wheat"
2001,43.44,0.1792,1.917,,,,,,,,,561.067913385827,-117.079355,46.780763,193,"winter wheat"
2001,43.38,0.1534,1.707,,,,,,,,,511.658464566929,-117.07891312,46.78066353,194,"winter wheat"
2001,43.57,0.1495,1.664,,,,,,,,,556.737204724409,-117.078519,46.780696,195,"winter wheat"
2001,43.38,0.1503,1.588,,,,,,,,,510.231299212598,-117.078101,46.780701,196,"winter wheat"
2001,43.59,0.1783,1.904,,,,,,,,,488.08562992126,-117.077683,46.780638,197,"winter wheat"
2001,43.64,0.167,1.735,,,,,,,,,462.002952755905,-117.077265,46.780802,198,"winter wheat"
2001,43.46,0.1718,1.799,,,,,,,,,479.227362204724,-117.076847,46.780576,199,"winter wheat"
2001,43.76,0.2107,2.294,,,,,,,,,437.199803149606,-117.079972,46.781085,216,"winter wheat"
2001,43.87,0.1854,1.959,,,,,,,,,400.241141732283,-117.079554,46.781049,217,"winter wheat"
2001,43.62,0.1702,1.77,,,,,,,,,544.187992125984,-117.079136,46.78097,218,"winter wheat"
2001,43.45,0.1563,1.585,,,,,,,,,632.278543307087,-117.078718,46.780982,219,"winter wheat"
2001,42.79,0.1558,1.7,1550.23,165.56,141.05,,,,,,600.831692913386,-117.0783,46.780987,220,"winter wheat"
2001,43.41,0.1579,1.681,,,,,,,,,561.510826771654,-117.077882,46.780924,221,"winter wheat"
2001,43.41,0.1562,1.66,,,,,,,,,671.058070866142,-117.077464,46.781088,222,"winter wheat"
2001,43.53,0.1783,1.875,,,,,,,,,459.542322834646,-117.077046,46.780862,223,"winter wheat"
2001,43.48,0.1632,1.718,,,,,,,,,560.920275590551,-117.076628,46.780986,224,"winter wheat"
2001,43.75,0.2088,2.425,,,,,,,,,468.646653543307,-117.079607,46.781371,241,"winter wheat"
2001,43.48,0.1721,1.736,,,,,,,,,537.544291338583,-117.079189,46.781335,242,"winter wheat"
2001,43.45,0.1643,1.706,,,,,,,,,527.406496062992,-117.078771,46.781256,243,"winter wheat"
2001,43.76,0.1691,1.768,,,,,,,,,547.632874015748,-117.07838882,46.78129255,244,"winter wheat"
2001,43.86,0.177,1.813,,,,,,,,,529.916338582677,-117.077935,46.781273,245,"winter wheat"
2001,43.42,0.1562,1.638,,,,,,,,,603.193897637795,-117.077517,46.78121,246,"winter wheat"
2001,43.57,0.1565,1.623,,,,,,,,,566.333661417323,-117.077099,46.781374,247,"winter wheat"
2001,43.29,0.1643,1.685,,,,,,,,,665.300196850394,-117.07669891,46.78116437,248,"winter wheat"
2001,43.58,0.1475,1.695,,,,,,,,,516.284448818898,-117.079594,46.781621,264,"winter wheat"
2001,43.3,0.1685,1.873,,,,,,,,,480.70374015748,-117.0791581,46.78153382,265,"winter wheat"
2001,42.56,0.1671,1.906,,,,,,,,,630.802165354331,-117.078758,46.781554,266,"winter wheat"
2001,43.04,0.1711,1.985,,,,,,,,,602.258858267717,-117.07834,46.781559,267,"winter wheat"
2001,43.05,0.1781,1.909,,,,,,,,,499.306102362205,-117.077922,46.781496,268,"winter wheat"
2001,43.61,0.1592,1.755,,,,,,,,,618.991141732283,-117.077504,46.78166,269,"winter wheat"
2001,42.73,0.1631,1.744,,,,,,,,,612.593503937008,-117.077086,46.781434,270,"winter wheat"
2001,43.56,0.1665,1.831,,,,,,,,,651.471456692913,-117.076668,46.781558,271,"winter wheat"
2001,43.37,0.1777,1.925,,,,,,,,,455.60531496063,-117.07932,46.781907,287,"winter wheat"
2001,43.38,0.1675,1.752,,,,,,,,,611.117125984252,-117.07886619,46.78180208,288,"winter wheat"
2001,44.04,0.2328,3.036,,,,,,,,,370.467519685039,-117.078484,46.78184,289,"winter wheat"
2001,43.21,0.1626,1.772,,,,,,,,,461.510826771654,-117.078066,46.781845,290,"winter wheat"
2001,43.56,0.1806,1.966,,,,,,,,,609.148622047244,-117.077648,46.781782,291,"winter wheat"
2001,43.57,0.2101,2.29,,,,,,,,,540.250984251968,-117.07723,46.781946,292,"winter wheat"
2001,43.69,0.1943,2.134,,,,,,,,,431.983267716535,-117.076812,46.78172,293,"winter wheat"
2001,43.62,0.1597,1.775,,,,,,,,,667.219488188976,-117.078848,46.782114,313,"winter wheat"
2001,43.59,0.175,1.903,,,,,,,,,527.947834645669,-117.07843,46.782126,314,"winter wheat"
2001,43.26,0.1823,1.924,,,,,,,,,863.725393700787,-117.07804184,46.78214737,315,"winter wheat"
2001,43.39,0.2232,2.263,,,,,,,,,683.951771653543,-117.077594,46.782068,316,"winter wheat"
2001,,,,,,,,,,,,449.404527559055,-117.07889105,46.78239455,338,"winter wheat"
2002,,,,,,,,,,,,,-117.08163216,46.77868863,14,"spring barley"
2002,,,,,,,,,,,,,-117.081244,46.778707,15,"spring barley"
2002,,,,,,,,,,,,,-117.080958,46.778993,37,"spring barley"
2002,,,,,,,,,,,,,-117.080794,46.779135,61,"spring barley"
2002,45.32,0.1634,1.999,,,,,,,,,450.295275590551,-117.08039988,46.77941847,62,"spring barley"
2002,44.58,0.1469,1.625,,,,,,,,,511.811023622047,-117.080707,46.779421,86,"spring barley"
2002,44.84,0.1508,1.607,,,,,,,,,336.122047244094,-117.080289,46.779684,87,"spring barley"
2002,44.95,0.1636,1.898,,,,,,,,,344.488188976378,-117.08053909,46.77969063,113,"spring barley"
2002,45.05,0.1779,2.127,104,31,31,0.3772,0.1186,44.9,,,204.724409448819,-117.080139,46.77997,114,"spring barley"
2002,45.52,0.1826,2.072,,,,,,,,,321.850393700787,-117.079757,46.780227,141,"spring barley"
2002,45.33,0.1808,2.098,178,62,60,0.3653,0.1064,44.55,,,281.988188976378,-117.079579,46.780477,167,"spring barley"
2002,45.83,0.1579,1.906,240,95,90,0.3479,0.1008,45.26,,,419.291338582677,-117.079355,46.780763,193,"spring barley"
2002,45.25,0.143,1.6,,,,,,,,,466.043307086614,-117.079136,46.78097,218,"spring barley"
2002,44.89,0.1478,1.569,,,,,,,,,523.129921259842,-117.078718,46.780982,219,"spring barley"
2002,45.48,0.1545,1.681,325,151,147,0.3832,0.1419,40.98,,,481.791338582677,-117.078771,46.781256,243,"spring barley"
2002,46.44,0.1562,1.76,,,,,,,,,534.448818897638,-117.07838882,46.78129255,244,"spring barley"
2002,45.92,0.1689,1.929,310,134,131,0.3599,0.1013,46.35,,,500.984251968504,-117.07834,46.781559,267,"spring barley"
2002,45.06,0.1447,1.581,,,,,,,,,489.173228346457,-117.078066,46.781845,290,"spring barley"
2002,,,,,,,,,,,,,-117.077594,46.782068,316,"spring barley"
2002,,,,,,,,,,,,281.988188976378,-117.07999,46.778797,17,"spring canola"
2002,,,,,,,,,,,,,-117.079704,46.779083,40,"spring canola"
2002,,,,,,,,,,,,268.700787401575,-117.07954,46.779333,64,"spring canola"
2002,45.19,0.1699,1.918,,,,,,,,,213.582677165354,-117.07944702,46.77960671,89,"spring canola"
2002,,,,,,,,,,,,276.082677165354,-117.079035,46.77954,90,"spring canola"
2002,,,,,,,,,,,,263.779527559055,-117.077781,46.779494,93,"spring canola"
2002,,,,,,,,,,,,155.511811023622,-117.077363,46.779658,94,"spring canola"
2002,,,,1004,159,119,,,,,,173.228346456693,-117.078885,46.779826,117,"spring canola"
2002,,,,,,,,,,,,123.031496062992,-117.077213,46.779944,121,"spring canola"
2002,,,,,,,,,,,,226.377952755906,-117.0789031,46.78010382,143,"spring canola"
2002,,,,,,,,,,,,169.783464566929,-117.078503,46.780124,144,"spring canola"
2002,,,,,,,,,,,,175.196850393701,-117.076831,46.780004,148,"spring canola"
2002,,,,687,146,141,,,,,,141.240157480315,-117.078325,46.780415,170,"spring canola"
2002,,,,,,,,,,,,196.358267716535,-117.076653,46.780414,174,"spring canola"
2002,,,,1151,151,129,,,,,,235.728346456693,-117.078101,46.780701,196,"spring canola"
2002,,,,1250,207,120,,,,,,254.92125984252,-117.077882,46.780924,221,"spring canola"
2002,,,,,,,,,,,,215.551181102362,-117.077464,46.781088,222,"spring canola"
2002,,,,1277,174,117,,,,,,240.157480314961,-117.077517,46.78121,246,"spring canola"
2002,,,,,,,,,,,,220.964566929134,-117.077099,46.781374,247,"spring canola"
2002,,,,,,,,,,,,228.838582677165,-117.077086,46.781434,270,"spring canola"
2002,,,,,,,,,,,,235.236220472441,-117.076812,46.78172,293,"spring canola"
2002,44.43,0.2705,3.627,,,,,,,,,55,-117.079286,46.779047,41,"spring pea"
2002,44.16,0.2729,3.402,,,,,,,,,63.5,-117.079122,46.779254,65,"spring pea"
2002,44.63,0.2451,3.547,,,,,,,,,58,-117.07873385,46.77928646,66,"spring pea"
2002,45.18,0.2411,3.483,,,,,,,,,38,-117.078286,46.779271,67,"spring pea"
2002,44.31,0.2799,3.652,,,,,,,,,80.5,-117.078617,46.779552,91,"spring pea"
2002,42.9,0.2527,3.344,,,,,,,,,42.5,-117.078199,46.779557,92,"spring pea"
2002,44.1,0.2493,3.744,479,122,115,0.8123,0.08356,46.66,,,81,-117.078467,46.779838,118,"spring pea"
2002,44.19,0.2531,3.578,,,,,,,,,54,-117.07801916,46.77982663,119,"spring pea"
2002,44.14,0.241,3.761,,,,,,,,,62.5,-117.077631,46.77978,120,"spring pea"
2002,45.09,0.2722,3.902,436,149,141,0.8856,0.1267,42.18,,,26,-117.078085,46.780129,145,"spring pea"
2002,44.29,0.269,3.611,,,,,,,,,41.5,-117.077667,46.780066,146,"spring pea"
2002,45.07,0.2842,4.023,,,,,,,,,5,-117.077249,46.78023,147,"spring pea"
2002,44.49,0.2924,4.051,336,120,113,0.6252,0.09736,45.81,,,25,-117.077907,46.780352,171,"spring pea"
2002,45.55,0.2916,4.049,170,79,75,0.8416,0.1221,46.54,,,4.5,-117.077489,46.780516,172,"spring pea"
2002,44.08,0.2684,3.29,,,,,,,,,38,-117.077071,46.78029,173,"spring pea"
2002,44.37,0.2705,3.762,,,,,,,,,17,-117.077683,46.780638,197,"spring pea"
2002,45.21,0.2727,3.498,,,,,,,,,4.5,-117.077265,46.780802,198,"spring pea"
2002,44.37,0.2231,3.078,,,,,,,,,36,-117.076847,46.780576,199,"spring pea"
2002,44.41,0.2584,3.681,291,89,84,0.6489,0.1088,46.76,,,27,-117.077046,46.780862,223,"spring pea"
2002,44.07,0.2264,3.294,,,,,,,,,19,-117.076628,46.780986,224,"spring pea"
2002,42.78,0.2437,3.189,,,,,,,,,14,-117.07669891,46.78116437,248,"spring pea"
2002,43.95,0.2354,3.356,,,,,,,,,45.5,-117.076668,46.781558,271,"spring pea"
2002,43.85,0.2027,2.651,212,56,51,0.378,0.1028,43.16,,,300.196850393701,-117.087514,46.778729,1,"spring wheat"
2002,44.18,0.2192,3.193,335,126,116,0.7652,0.1279,46.6,,,326.771653543307,-117.08706455,46.77869163,2,"spring wheat"
2002,43.48,0.1906,2.684,253,85,79,0.4426,0.1159,45.49,,,417.814960629921,-117.086678,46.778791,3,"spring wheat"
2002,44.05,0.2041,2.761,296,149,138,0.5472,0.1135,46.36,,,411.909448818898,-117.08626,46.778761,4,"spring wheat"
2002,43.28,0.1969,2.793,319,78,70,0.6641,0.1031,47.33,,,420.275590551181,-117.08888012,46.77895174,18,"spring wheat"
2002,43.5,0.2019,2.599,224,82,75,0.4648,0.1201,46.03,,,349.409448818898,-117.08846626,46.77882662,19,"spring wheat"
2002,43.78,0.2182,2.694,159,63,57,0.4819,0.1087,47.37,,,263.779527559055,-117.088064,46.778867,20,"spring wheat"
2002,43.84,0.1805,2.397,233,118,108,0.3065,0.06357,44.65,,,389.763779527559,-117.087646,46.778842,21,"spring wheat"
2002,43.59,0.1749,2.233,211,70,64,0.3552,0.08182,47.9,,,365.157480314961,-117.087228,46.779015,22,"spring wheat"
2002,43.37,0.2102,2.753,247,105,98,0.4454,0.1024,48.07,,,429.133858267717,-117.08683097,46.77900278,23,"spring wheat"
2002,43.57,0.1957,2.696,228,75,69,0.4583,0.08924,47.52,,,325.787401574803,-117.086392,46.779077,24,"spring wheat"
2002,43.59,0.1867,2.512,195,63,58,0.836,0.1276,44.38,,,403.051181102362,-117.085974,46.779047,25,"spring wheat"
2002,43.58,0.1896,2.628,320,104,95,0.6335,0.1139,47.29,,,403.543307086614,-117.08870619,46.77911338,42,"spring wheat"
2002,43.27,0.1895,2.363,251,56,54,0.5447,0.1284,47.89,,,463.582677165354,-117.088318,46.779153,43,"spring wheat"
2002,43.77,0.2064,2.641,143,36,34,0.4344,0.1114,47.84,,,285.925196850394,-117.0879,46.779128,44,"spring wheat"
2002,43.6,0.2084,2.441,323,97,93,0.367,0.1371,43.86,,,295.767716535433,-117.08746351,46.77928833,45,"spring wheat"
2002,43.66,0.2048,2.761,145,56,52,0.312,0.08937,44.38,,,281.003937007874,-117.087064,46.779278,46,"spring wheat"
2002,43.79,0.2088,2.678,226,78,72,0.3905,0.09929,45.25,,,376.476377952756,-117.086646,46.779363,47,"spring wheat"
2002,43.42,0.1948,2.682,361,140,131,0.5422,0.1081,43.19,,,542.814960629921,-117.086228,46.779333,48,"spring wheat"
2002,43.36,0.1858,2.406,535,133,122,0.5354,0.1074,43.66,,,421.259842519685,-117.08581,46.779238,49,"spring wheat"
2002,43.61,0.2004,2.502,204,74,69,0.6648,0.1465,47.46,,,245.570866141732,-117.088231,46.779439,68,"spring wheat"
