HarvestYear,Crop,SampleID,Longitude,Latitude,ID2,GrainYieldDryPerArea,ResidueMassDryPerArea,Comments
2011,GB,CF11GPGB_275_12-L,-117.08435697,46.78187778,275,295.9518599562363,735.0481400437636,""
2011,GB,CF11GPGB_276_13-L,-117.083918,46.78182,276,241.79431072210065,,Residue note: NA
2011,SW,CF11GPSW_277_14-L,-117.0835,46.781883,277,367.0678336980306,,Residue note: NA
2011,SW,CF11GPSW_278_15-L,-117.083082,46.781804,278,385.66739606126913,,Residue note: NA
2011,WW,CF11GPWW_279_16-L,-117.08265008,46.78185937,279,619.2560175054705,,Residue note: NA
2011,WW,CF11GPWW_280_17-L,-117.082246,46.78191,280,793.7636761487964,,Residue note: NA
2011,WW,CF11GPWW_281_18-L,-117.08181228,46.78170481,281,760.9409190371991,,Residue note: NA
2011,WW,CF11GPWW_282_19-L,-117.08141,46.781851,282,780.0875273522976,,Residue note: NA
2011,WW,CF11GPWW_283_20-L,-117.080992,46.781853,283,644.9671772428884,,Residue note: NA
2011,WW,CF11GPWW_284_21-L,-117.080574,46.781709,284,688.7308533916848,,Residue note: NA
2011,WW,CF11GPWW_285_22-L,-117.080156,46.781972,285,544.3107221006564,,Residue note: NA
2011,WW,CF11GPWW_286_23-L,-117.079738,46.781943,286,624.17943107221,,Residue note: NA
2011,SW,CF11GPSW_287_24-L,-117.07932,46.781907,287,510.3938730853391,,Residue note: NA
2011,GB,CF11GPGB_288_25-L,-117.07886619,46.78180208,288,298.14004376367615,,Residue note: NA
2011,GB,CF11GPGB_289_26-L,-117.078484,46.78184,289,324.945295404814,,Residue note: NA
2011,SB,CF11GPSB_290_27-L,-117.078066,46.781845,290,422.86652078774614,,Residue note: NA
2011,WW,CF11GPWW_291_28-L,-117.077648,46.781782,291,328.7746170678337,,Residue note: NA
2011,WW,CF11GPWW_292_29-L,-117.07723,46.781946,292,290.48140043763675,,Residue note: NA
2011,SW,CF11GPSW_293_30-L,-117.076812,46.78172,293,295.9518599562363,,Residue note: NA
2011,GB,CF11GPGB_297_9-M,-117.085536,46.782098,297,,,Residue note: NA | Grain note: Alfalfa
2011,GB,CF11GPGB_298_10-M,-117.085118,46.782216,298,443.6542669584245,,Residue note: NA
2011,GB,CF11GPGB_299_11-M,-117.0847,46.782064,299,229.21225382932167,,Residue note: NA
2011,GB,CF11GPGB_300_12-M,-117.084282,46.782153,300,256.5645514223195,,Residue note: NA
2011,GB,CF11GPGB_301_13-M,-117.083864,46.782106,301,266.41137855579865,,Residue note: NA
2011,SW,CF11GPSW_302_14-M,-117.08343026,46.78215462,302,472.1006564551422,,Residue note: NA
2011,SW,CF11GPSW_303_15-M,-117.08301227,46.78207922,303,302.5164113785558,,Residue note: NA
2011,SW,CF11GPSW_304_16-M,-117.08261,46.782159,304,302.5164113785558,,Residue note: NA
2011,WW,CF11GPWW_305_17-M,-117.082192,46.782196,305,693.1072210065645,,Residue note: NA
2011,WW,CF11GPWW_306_18-M,-117.081774,46.781998,306,807.4398249452954,,Residue note: NA
2011,WW,CF11GPWW_308_19-M,-117.081356,46.782137,307,782.8227571115973,,Residue note: NA
2011,WW,CF11GPWW_308_20-M,-117.080938,46.782139,308,710.6126914660831,,Residue note: NA
2011,WW,CF11GPWW_309_21-M,-117.08049902,46.78197702,309,682.7133479212254,,Residue note: NA
2011,WW,CF11GPWW_310_22-M,-117.080102,46.782258,310,543.2166301969365,,Residue note: NA
2011,WW,CF11GPWW_311_23-M,-117.079684,46.782229,311,673.960612691466,,Residue note: NA
2011,WW,CF11GPWW_312_24-M,-117.07930181,46.78221346,312,517.5054704595186,,Residue note: NA
2011,SW,CF11GPSW_313_25-M,-117.078848,46.782114,313,475.38293216630194,,Residue note: NA
2011,GB,CF11GPGB_314_26-M,-117.07843,46.782126,314,149.890590809628,,Residue note: NA
2011,GB,CF11GPGB_315_27-M,-117.07804184,46.78214737,315,136.2144420131291,,Residue note: NA
2011,SB,CF11GPSB_316_28-M,-117.077594,46.782068,316,676.6958424507659,,Residue note: NA
2011,GB,CF11GPGB_323_10-N,-117.08513522,46.78249247,323,,,Residue note: NA | Grain note: Alfalfa
2011,GB,CF11GPGB_324_11-N,-117.084751,46.78235,324,273.5229759299781,,Residue note: NA
2011,GB,CF11GPGB_325_12-N,-117.084333,46.782439,325,264.2231947483589,,Residue note: NA
2011,GB,CF11GPGB_326_13-N,-117.083915,46.782392,326,276.80525164113783,,Residue note: NA
2011,GB,CF11GPGB_327_14-N,-117.083497,46.782455,327,248.9059080962801,,Residue note: NA
2011,SW,CF11GPSW_328_15-N,-117.083079,46.782376,328,309.0809628008753,,Residue note: NA
2011,SW,CF11GPSW_329_16-N,-117.08264527,46.78243781,329,384.02625820568926,,Residue note: NA
2011,SW,CF11GPSW_330_17-N,-117.082243,46.782482,330,382.3851203501094,,Residue note: NA
2011,WW,CF11GPWW_331_18-N,-117.081825,46.782284,331,641.6849015317287,,Residue note: NA
2011,WW,CF11GPWW_332_19-N,-117.081407,46.782423,332,686.542669584245,,Residue note: NA
2011,WW,CF11GPWW_333_20-N,-117.080989,46.782425,333,760.9409190371991,,Residue note: NA
2011,WW,CF11GPWW_334_21-N,-117.080571,46.782281,334,701.3129102844639,,Residue note: NA
2011,WW,CF11GPWW_335_22-N,-117.080153,46.782544,335,701.8599562363238,,Residue note: NA
2011,WW,CF11GPWW_336_23-N,-117.079735,46.782515,336,439.27789934354485,,Residue note: NA
2011,WW,CF11GPWW_337_24-N,-117.079317,46.782479,337,309.62800875273524,,Residue note: NA
2011,SW,CF11GPSW_338_25-N,-117.07889105,46.78239455,338,420.6783369803063,,Residue note: NA
2011,GB,CF11GPGB_348_11-O,-117.084617,46.782636,348,413.5667396061269,,Residue note: NA
2011,GB,CF11GPGB_349_12-O,-117.084199,46.782725,349,269.6936542669584,,Residue note: NA
2011,GB,CF11GPGB_350_13-O,-117.083781,46.782678,350,315.6455142231947,,Residue note: NA
2011,GB,CF11GPGB_351_14-O,-117.083363,46.782741,351,177.78993435448578,,Residue note: NA
2011,SW,CF11GPSW_352_15-O,-117.08291879,46.78264763,352,497.2647702407002,,Residue note: NA
2011,SW,CF11GPSW_353_16-O,-117.082527,46.782731,353,478.6652078774617,1314.3347921225384,""
2011,SW,CF11GPSW_354_17-O,-117.082109,46.782768,354,462.253829321663,,Residue note: NA
2011,WW,CF11GPWW_355_18-O,-117.081691,46.78257,355,729.2122538293216,,Residue note: NA
2011,WW,CF11GPWW_356_19-O,-117.081273,46.782709,356,817.2866520787746,,Residue note: NA
2011,WW,CF11GPWW_357_20-O,-117.080855,46.782711,357,793.2166301969365,,Residue note: NA
2011,WW,CF11GPWW_358_21-O,-117.08041408,46.78255608,358,615.4266958424507,,Residue note: NA
2011,WW,CF11GPWW_359_22-O,-117.080019,46.78283,359,565.0984682713348,,Residue note: NA
2011,WW,CF11GPWW_360_23-O,-117.079601,46.782801,360,637.308533916849,,Residue note: NA
2011,GB,CF11GPGB_371_12-P,-117.08422983,46.78296597,371,387.85557986870896,,Residue note: NA
2011,GB,CF11GPGB_372_13-P,-117.083798,46.782964,372,268.0525164113785,,Residue note: NA
2011,GB,CF11GPGB_373_14-P,-117.08338,46.783027,373,251.0940919037199,,Residue note: NA
2011,GB,CF11GPGB_374_15-P,-117.082962,46.782948,374,283.91684901531727,,Residue note: NA
2011,SW,CF11GPSW_375_16-P,-117.08252827,46.78300622,375,385.66739606126913,,Residue note: NA
2011,SW,CF11GPSW_376_17-P,-117.082126,46.783054,376,400.43763676148797,,Residue note: NA
2011,WW,CF11GPWW_377_18-P,-117.08165033,46.78282132,377,890.0437636761487,,Residue note: NA
2011,WW,CF11GPWW_378_19-P,-117.08129,46.782995,378,761.487964989059,,Residue note: NA
2011,WW,CF11GPWW_379_20-P,-117.080872,46.782997,379,741.2472647702407,,Residue note: NA
2011,WW,CF11GPWW_380_21-P,-117.080454,46.782853,380,797.0459518599562,,Residue note: NA
2011,WW,CF11GPWW_381_22-P,-117.080036,46.783116,381,611.5973741794311,,Residue note: NA
2011,GB,CF11GPGB_394_13-Q,-117.08390985,46.78312585,394,189.27789934354485,,Residue note: NA
2011,GB,CF11GPGB_395_14-Q,-117.083498,46.783313,395,260.3938730853392,,Residue note: NA
2011,GB,CF11GPGB_396_15-Q,-117.08308,46.783234,396,203.50109409190372,,Residue note: NA
2011,GB,CF11GPGB_397_16-Q,-117.082662,46.783303,397,183.80743982494528,,Residue note: NA
2011,GB,CF11GPGB_398_17-Q,-117.08227546,46.78335797,398,199.12472647702407,,Residue note: NA
2011,SW,CF11GPSW_399_18-Q,-117.081826,46.783142,399,478.6652078774617,1350.3347921225384,""
2011,SW,CF11GPSW_400_19-Q,-117.081408,46.783281,400,429.4310722100656,,Residue note: NA
2011,WW,CF11GPWW_401_20-Q,-117.08099,46.783283,401,513.129102844639,,Residue note: NA
2011,WW,CF11GPWW_402_21-Q,-117.080572,46.783139,402,539.9343544857768,,Residue note: NA
2011,GB,CF11GPGB_419_15-R,-117.08321056,46.7834571,419,218.27133479212253,,Residue note: NA
2011,GB,CF11GPGB_420_16-R,-117.08277087,46.78351532,420,250.54704595185996,,Residue note: NA
2011,GB,CF11GPGB_421_17-R,-117.08236678,46.78355231,421,246.1706783369803,,Residue note: NA
2011,SW,CF11GPSW_422_18-R,-117.081933,46.783428,422,478.6652078774617,,Residue note: NA
2011,SW,CF11GPSW_423_19-R,-117.08148355,46.78355263,423,,,Residue note: NA | Grain note: wet spot
2011,SW,CF11GPSW_424_20-R,-117.081097,46.783569,424,,,Residue note: NA | Grain note: wet spot
2011,WW,CF11GPWW_425_21-R,-117.080679,46.783425,425,507.11159737417944,,Residue note: NA
