"Year","Project","Crop","Sample Location ID","Column","Row2","Point Number","Point/Plot Treatment","Sample Location Easting","Sample Location Northing","Grain Carbon %","Grain Sulfur %","Grain Nitrogen %","Non-Residue Grain Sample Area (square meters)","Non-Residue Grain Wet Weight (grams)","Non-Residue grain dry weight (grams)","Grain Nitrogen %__1","Grain Sulfur %__1","Grain Carbon %__1","Crop__1","Residue Sample Area (square meters)","Residue plus Grain Wet Weight (grams)","Residue sample Grain Wet Weight (grams)","Residue sample Grain Dry Weight (grams)","Total Residue Wet Weight (grams)","Residue Sub-Sample Wet Weight (grams)","Residue Sub-Sample Dry Weight (grams)","Residue Nitrogen %","Residue Sulfur %","Residue Carbon %","Grain Harvest Comments","Residue Sample Comments","total area harvested (M2)","total grain yield wet(grams)","total grain yield dry (grams)","total grain yield wet (grams/M2)","total grain yield dry(grams/M2)","X","Y","ID2","Strip","Field"
2001,"grid points","winter wheat",197,28,"H",,,494069.977149999,5180790.60541998,43.59,0.1783,1.904,2.032,1029.07,991.79,1.904,0.1783,43.59,"winter wheat",0,0,0,0,,,,,,,,,2.032,1029.07,991.79,506.432086614173,488.08562992126,-117.077683,46.780638,197,6,"C"
2001,"grid points","winter wheat",198,29,"H",,,494101.903577,5180808.798,43.64,0.167,1.735,2.032,976.77,938.79,1.735,0.167,43.64,"winter wheat",0,0,0,0,,,,,,,,,2.032,976.77,938.79,480.693897637795,462.002952755905,-117.077265,46.780802,198,6,"C"
2001,"grid points","winter wheat",199,30,"H",,,494133.787453,5180783.65313,43.46,0.1718,1.799,2.032,1008.67,973.79,1.799,0.1718,43.46,"winter wheat",0,0,0,0,,,,,,,,,2.032,1008.67,973.79,496.392716535433,479.227362204724,-117.076847,46.780576,199,7,"C"
2001,"grid points","winter wheat",216,23,"I",,,493895.294181998,5180840.45218,43.76,0.2107,2.294,2.032,907.17,888.39,2.294,0.2107,43.76,"winter wheat",0,0,0,0,,,,,,,,,2.032,907.17,888.39,446.441929133858,437.199803149606,-117.079972,46.781085,216,1,"C"
2001,"grid points","winter wheat",217,24,"I",,,493927.198389,5180836.41940999,43.87,0.1854,1.959,2.032,832.57,813.29,1.959,0.1854,43.87,"winter wheat",0,0,0,0,,,,,,,,,2.032,832.57,813.29,409.729330708661,400.241141732283,-117.079554,46.781049,217,2,"C"
2001,"grid points","winter wheat",218,25,"I",,,493959.097828998,5180827.60857,43.62,0.1702,1.77,2.032,1153.87,1105.79,1.77,0.1702,43.62,"winter wheat",0,0,0,0,,,,,,,,,2.032,1153.87,1105.79,567.849409448819,544.187992125984,-117.079136,46.78097,218,3,"C"
2001,"grid points","winter wheat",219,26,"I",,,493991.007487,5180828.91,43.45,0.1563,1.585,2.032,1339.17,1284.79,1.585,0.1563,43.45,"winter wheat",0,0,0,0,,,,,,,,,2.032,1339.17,1284.79,659.040354330709,632.278543307087,-117.078718,46.780982,219,3,"C"
2001,"grid points","winter wheat",220,27,"I",,,494022.916354999,5180829.43374998,42.79,0.1558,1.7,0,0,0,1.7,0.1558,42.79,"winter wheat",2.032,2796.9,1246.67,1220.89,1550.23,165.56,141.05,,,,,,2.032,1246.67,1220.89,613.518700787402,600.831692913386,-117.0783,46.780987,220,4,"C"
2001,"grid points","winter wheat",221,28,"I",,,494054.817732998,5180822.40135999,43.41,0.1579,1.681,2.032,1168.17,1140.99,1.681,0.1579,43.41,"winter wheat",0,0,0,0,,,,,,,,,2.032,1168.17,1140.99,574.886811023622,561.510826771654,-117.077882,46.780924,221,5,"C"
2001,"grid points","winter wheat",222,29,"I",,,494086.744038,5180840.59387,43.41,0.1562,1.66,2.032,1400.57,1363.59,1.66,0.1562,43.41,"winter wheat",0,0,0,0,,,,,,,,,2.032,1400.57,1363.59,689.256889763779,671.058070866142,-117.077464,46.781088,222,5,"C"
2001,"grid points","winter wheat",223,30,"I",,,494118.627680998,5180815.44892,43.53,0.1783,1.875,2.032,954.57,933.79,1.875,0.1783,43.53,"winter wheat",0,0,0,0,,,,,,,,,2.032,954.57,933.79,469.768700787402,459.542322834646,-117.077046,46.780862,223,6,"C"
2001,"grid points","winter wheat",224,31,"I",,,494150.549497,5180829.19687999,43.48,0.1632,1.718,2.032,1186.87,1139.79,1.718,0.1632,43.48,"winter wheat",0,0,0,0,,,,,,,,,2.032,1186.87,1139.79,584.089566929134,560.920275590551,-117.076628,46.780986,224,7,"C"
2001,"grid points","winter wheat",241,23,"J",,,493923.188832,5180872.20483,43.75,0.2088,2.425,2.032,964.57,952.29,2.425,0.2088,43.75,"winter wheat",0,0,0,0,,,,,,,,,2.032,964.57,952.29,474.689960629921,468.646653543307,-117.079607,46.781371,241,1,"C"
2001,"grid points","winter wheat",242,24,"J",,,493955.092889,5180868.17221,43.48,0.1721,1.736,2.032,1122.47,1092.29,1.736,0.1721,43.48,"winter wheat",0,0,0,0,,,,,,,,,2.032,1122.47,1092.29,552.396653543307,537.544291338583,-117.079189,46.781335,242,2,"C"
2001,"grid points","winter wheat",243,25,"J",,,493986.992199998,5180859.36151,43.45,0.1643,1.706,2.032,1097.97,1071.69,1.706,0.1643,43.45,"winter wheat",0,0,0,0,,,,,,,,,2.032,1097.97,1071.69,540.339566929134,527.406496062992,-117.078771,46.781256,243,3,"C"
2001,"grid points","winter wheat",244,26,"J",,,494016.170361,5180863.39441,43.76,0.1691,1.768,2.032,1164.97,1112.79,1.768,0.1691,43.76,"winter wheat",0,0,0,0,,,,,,,,,2.032,1164.97,1112.79,573.312007874016,547.632874015748,-117.07838882,46.78129255,244,3,"C"
2001,"grid points","winter wheat",245,27,"J",,,494050.810379998,5180861.18699,43.86,0.177,1.813,2.032,1123.77,1076.79,1.813,0.177,43.86,"winter wheat",0,0,0,0,,,,,,,,,2.032,1123.77,1076.79,553.036417322835,529.916338582677,-117.077935,46.781273,245,4,"C"
2001,"grid points","winter wheat",246,28,"J",,,494082.711621,5180854.15474999,43.42,0.1562,1.638,2.032,1255.67,1225.69,1.638,0.1562,43.42,"winter wheat",0,0,0,0,,,,,,,,,2.032,1255.67,1225.69,617.947834645669,603.193897637795,-117.077517,46.78121,246,5,"C"
2001,"grid points","winter wheat",247,29,"J",,,494114.637672999,5180872.3474,43.57,0.1565,1.623,2.032,1206.77,1150.79,1.623,0.1565,43.57,"winter wheat",0,0,0,0,,,,,,,,,2.032,1206.77,1150.79,593.882874015748,566.333661417323,-117.077099,46.781374,247,5,"C"
2001,"grid points","winter wheat",248,30,"J",,,494145.155603,5180849.02348,43.29,0.1643,1.685,2.032,1387.87,1351.89,1.685,0.1643,43.29,"winter wheat",0,0,0,0,,,,,,,,,2.032,1387.87,1351.89,683.006889763779,665.300196850394,-117.07669891,46.78116437,248,6,"C"
2001,"grid points","winter wheat",264,24,"K",,,493924.209313,5180899.98434999,43.58,0.1475,1.695,2.032,1076.77,1049.09,1.695,0.1475,43.58,"winter wheat",0,0,0,0,,,,,,,,,2.032,1076.77,1049.09,529.906496062992,516.284448818898,-117.079594,46.781621,264,1,"C"
2001,"grid points","winter wheat",265,25,"K",,,493957.474071,5180890.26303999,43.3,0.1685,1.873,2.032,1015.37,976.79,1.873,0.1685,43.3,"winter wheat",0,0,0,0,,,,,,,,,2.032,1015.37,976.79,499.689960629921,480.70374015748,-117.0791581,46.78153382,265,2,"C"
2001,"grid points","winter wheat",266,26,"K",,,493988.017731,5180892.47489998,42.56,0.1671,1.906,2.032,1332.97,1281.79,1.906,0.1671,42.56,"winter wheat",0,0,0,0,,,,,,,,,2.032,1332.97,1281.79,655.989173228346,630.802165354331,-117.078758,46.781554,266,2,"C"
2001,"grid points","winter wheat",267,27,"K",,,494019.926261999,5180892.99863,43.04,0.1711,1.985,2.032,1274.27,1223.79,1.985,0.1711,43.04,"winter wheat",0,0,0,0,,,,,,,,,2.032,1274.27,1223.79,627.101377952756,602.258858267717,-117.07834,46.781559,267,3,"C"
2001,"grid points","winter wheat",268,28,"K",,,494051.827297999,5180885.96623,43.05,0.1781,1.909,2.032,1074.87,1014.59,1.909,0.1781,43.05,"winter wheat",0,0,0,0,,,,,,,,,2.032,1074.87,1014.59,528.971456692913,499.306102362205,-117.077922,46.781496,268,4,"C"
2001,"grid points","winter wheat",269,29,"K",,,494083.753275,5180904.15871999,43.61,0.1592,1.755,2.032,1319.37,1257.79,1.755,0.1592,43.61,"winter wheat",0,0,0,0,,,,,,,,,2.032,1319.37,1257.79,649.29625984252,618.991141732283,-117.077504,46.78166,269,4,"C"
2001,"grid points","winter wheat",270,30,"K",,,494115.636567,5180879.01374998,42.73,0.1631,1.744,2.032,1284.07,1244.79,1.744,0.1631,42.73,"winter wheat",0,0,0,0,,,,,,,,,2.032,1284.07,1244.79,631.924212598425,612.593503937008,-117.077086,46.781434,270,5,"C"
2001,"grid points","winter wheat",271,31,"K",,,494147.558052,5180892.76169,43.56,0.1665,1.831,2.032,1375.37,1323.79,1.831,0.1665,43.56,"winter wheat",0,0,0,0,,,,,,,,,2.032,1375.37,1323.79,676.85531496063,651.471456692913,-117.076668,46.781558,271,6,"C"
2001,"grid points","winter wheat",287,24,"L",,,493945.157106,5180931.74412999,43.37,0.1777,1.925,2.032,962.97,925.79,1.925,0.1777,43.37,"winter wheat",0,0,0,0,,,,,,,,,2.032,962.97,925.79,473.902559055118,455.60531496063,-117.07932,46.781907,287,1,"C"
2001,"grid points","winter wheat",288,25,"L",,,493979.786992,5180920.05083999,43.38,0.1675,1.752,2.032,1295.37,1241.79,1.752,0.1675,43.38,"winter wheat",0,0,0,0,,,,,,,,,2.032,1295.37,1241.79,637.485236220472,611.117125984252,-117.07886619,46.78180208,288,2,"C"
2001,"grid points","winter wheat",289,26,"L",,,494008.965211,5180924.23491,44.04,0.2328,3.036,2.032,781.77,752.79,3.036,0.2328,44.04,"winter wheat",0,0,0,0,,,,,,,,,2.032,781.77,752.79,384.729330708661,370.467519685039,-117.078484,46.78184,289,2,"C"
2001,"grid points","winter wheat",290,27,"L",,,494040.873572,5180924.75875,43.21,0.1626,1.772,2.032,974.17,937.79,1.772,0.1626,43.21,"winter wheat",0,0,0,0,,,,,,,,,2.032,974.17,937.79,479.41437007874,461.510826771654,-117.078066,46.781845,290,3,"C"
2001,"grid points","winter wheat",291,28,"L",,,494072.774463,5180917.72645999,43.56,0.1806,1.966,2.032,1289.87,1237.79,1.966,0.1806,43.56,"winter wheat",0,0,0,0,,,,,,,,,2.032,1289.87,1237.79,634.778543307087,609.148622047244,-117.077648,46.781782,291,4,"C"
2001,"grid points","winter wheat",292,29,"L",,,494104.700208,5180935.91906,43.57,0.2101,2.29,2.032,1142.57,1097.79,2.29,0.2101,43.57,"winter wheat",0,0,0,0,,,,,,,,,2.032,1142.57,1097.79,562.288385826772,540.250984251968,-117.07723,46.781946,292,4,"C"
2001,"grid points","winter wheat",293,30,"L",,,494136.583418,5180910.77421,43.69,0.1943,2.134,2.032,915.37,877.79,2.134,0.1943,43.69,"winter wheat",0,0,0,0,,,,,,,,,2.032,915.37,877.79,450.477362204724,431.983267716535,-117.076812,46.78172,293,5,"C"
2001,"grid points","winter wheat",295,33,"L",,,494242.482399998,5180934.45179998,43.33,0.1714,1.969,2.032,1313.77,1286.49,1.969,0.1714,43.33,"winter wheat",0,0,0,0,,,,,,,,,2.032,1313.77,1286.49,646.540354330709,633.115157480315,,,,,
2001,"grid points","winter wheat",313,25,"M",,,493981.209999,5180954.71016998,43.62,0.1597,1.775,2.032,1421.97,1355.79,1.775,0.1597,43.62,"winter wheat",0,0,0,0,,,,,,,,,2.032,1421.97,1355.79,699.788385826772,667.219488188976,-117.078848,46.782114,313,1,"C"
2001,"grid points","winter wheat",314,26,"M",,,494013.118976,5180956.01171998,43.59,0.175,1.903,2.032,1124.07,1072.79,1.903,0.175,43.59,"winter wheat",0,0,0,0,,,,,,,,,2.032,1124.07,1072.79,553.18405511811,527.947834645669,-117.07843,46.782126,314,2,"C"
2001,"grid points","winter wheat",315,27,"M",,,494042.751065,5180958.35647,43.26,0.1823,1.924,2.032,1915.87,1755.09,1.924,0.1823,43.26,"winter wheat",0,0,0,0,,,,,,,,,2.032,1915.87,1755.09,942.849409448819,863.725393700787,-117.07804184,46.78214737,315,2,"C"
2001,"grid points","winter wheat",316,28,"M",,,494076.927894998,5180949.50332,43.39,0.2232,2.263,2.032,1468.17,1389.79,2.263,0.2232,43.39,"winter wheat",0,0,0,0,,,,,,,,,2.032,1468.17,1389.79,722.524606299213,683.951771653543,-117.077594,46.782068,316,3,"C"
2001,"grid points","winter wheat",317,29,"M",,,494107.89522,5180957.0263,43.01,0.2005,2.041,2.032,1279.67,1253.49,2.041,0.2005,43.01,"winter wheat",0,0,0,0,,,,,,,,,2.032,1279.67,1253.49,629.758858267717,616.875,,,,,
2001,"grid points","winter wheat",318,30,"M",,,494138.1671,5180969.1118,43.45,0.1761,1.981,2.032,1676.77,1644.79,1.981,0.1761,43.45,"winter wheat",0,0,0,0,,,,,,,,,2.032,1676.77,1644.79,825.182086614173,809.443897637795,,,,,
2001,"grid points","winter wheat",320,32,"M",,,494187.2426,5180961.6189,43.36,0.1847,2.074,2.032,1729.37,1668.39,2.074,0.1847,43.36,"winter wheat",0,0,0,0,,,,,,,,,2.032,1729.37,1668.39,851.067913385827,821.058070866142,,,,,
2001,"grid points","winter wheat",321,33,"M",,,494239.373599999,5180956.23479999,43.45,0.2065,2.485,2.032,716.27,707.19,2.485,0.2065,43.45,"winter wheat",0,0,0,0,,,,,,,,,2.032,716.27,707.19,352.495078740157,348.02657480315,,,,,
2001,"grid points","winter wheat",322,34,"M",,,494265.946899998,5180965.65469998,43.47,0.1739,1.995,2.032,1307.07,1284.19,1.995,0.1739,43.47,"winter wheat",0,0,0,0,,,,,,,,,2.032,1307.07,1284.19,643.24311023622,631.983267716535,,,,,
2001,"grid points","winter wheat",338,25,"N",,,493977.955288,5180985.88857,,,,2.032,937.77,913.19,,,,"winter wheat",0,0,0,0,,,,,,,,,2.032,937.77,913.19,461.500984251968,449.404527559055,-117.07889105,46.78239455,338,1,"C"
2001,"grid points","winter wheat",339,26,"N",,,494012.172199998,5181001.68389999,43.22,0.2063,2.287,2.032,1459.17,1280.79,2.287,0.2063,43.22,"winter wheat",0,0,0,0,,,,,,,,,2.032,1459.17,1280.79,718.095472440945,630.310039370079,,,,,
2001,"grid points","winter wheat",340,27,"N",,,494040.69,5180988.48,43.17,0.1878,2.157,2.032,1207.57,1131.69,2.157,0.1878,43.17,"winter wheat",0,0,0,0,,,,,,,,,2.032,1207.57,1131.69,594.27657480315,556.93405511811,,,,,
2001,"grid points","winter wheat",341,28,"N",,,494067.8032,5180985.2937,43.22,0.1816,1.926,2.032,1924.97,1754.59,1.926,0.1816,43.22,"winter wheat",0,0,0,0,,,,,,,,,2.032,1924.97,1754.59,947.327755905512,863.479330708661,,,,,
2001,"grid points","winter wheat",342,29,"N",,,494089.4697,5180972.8266,43.14,0.1776,1.972,2.032,1805.37,1679.99,1.972,0.1776,43.14,"winter wheat",0,0,0,0,,,,,,,,,2.032,1805.37,1679.99,888.469488188976,826.766732283465,,,,,
2001,"grid points","winter wheat",343,30,"N",,,494142.5433,5180994.8879,43.2,0.1871,2.141,2.032,825.47,815.09,2.141,0.1871,43.2,"winter wheat",0,0,0,0,,,,,,,,,2.032,825.47,815.09,406.235236220472,401.126968503937,,,,,
2001,"grid points","winter wheat",344,31,"N",,,494164.9106,5180996.5329,43.52,0.2443,2.877,2.032,776.07,764.29,2.877,0.2443,43.52,"winter wheat",0,0,0,0,,,,,,,,,2.032,776.07,764.29,381.924212598425,376.126968503937,,,,,
2001,"grid points","winter wheat",345,32,"N",,,494194.3554,5180975.83569999,43.35,0.1743,1.917,2.032,1217.57,1197.89,1.917,0.1743,43.35,"winter wheat",0,0,0,0,,,,,,,,,2.032,1217.57,1197.89,599.197834645669,589.512795275591,,,,,
2001,"grid points","winter wheat",346,33,"N",,,494238.019199998,5180976.68259998,44.41,0.2813,3.613,2.032,767.97,755.09,3.613,0.2813,44.41,"winter wheat",0,0,0,0,,,,,,,,,2.032,767.97,755.09,377.937992125984,371.599409448819,,,,,
2001,"grid points","winter wheat",347,34,"N",,,494255.8016,5180973.1096,43.23,0.1778,1.898,2.032,1033.37,1018.69,1.898,0.1778,43.23,"winter wheat",0,0,0,0,,,,,,,,,2.032,1033.37,1018.69,508.548228346457,501.323818897638,,,,,
2001,"grid points","winter wheat",361,26,"O",,,494006.396799999,5181027.6923,43.44,0.1945,2.257,2.032,1126.67,1108.89,2.257,0.1945,43.44,"winter wheat",0,0,0,0,,,,,,,,,2.032,1126.67,1108.89,554.463582677165,545.713582677165,,,,,
2001,"grid points","winter wheat",362,27,"O",,,494051.117299998,5181016.75779998,43.73,0.2068,2.427,2.032,779.67,768.89,2.427,0.2068,43.73,"winter wheat",0,0,0,0,,,,,,,,,2.032,779.67,768.89,383.695866141732,378.390748031496,,,,,
2001,"grid points","winter wheat",363,28,"O",,,494056.625899999,5181029.53139999,42.69,0.2025,2.244,2.032,886.37,873.39,2.244,0.2025,42.69,"winter wheat",0,0,0,0,,,,,,,,,2.032,886.37,873.39,436.205708661417,429.817913385827,,,,,
2001,"grid points","winter wheat",364,29,"O",,,494099.281499998,5181014.59889999,43.5,0.1968,2.3,2.032,1036.57,-77777,2.3,0.1968,43.5,"winter wheat",0,0,0,0,,,,,,,,,2.032,1036.57,-77777,510.123031496063,-77777,,,,,
2001,"grid points","winter wheat",365,30,"O",,,494138.5269,5181024.89479998,43.27,0.2101,2.369,2.032,886.77,875.19,2.369,0.2101,43.27,"winter wheat",0,0,0,0,,,,,,,,,2.032,886.77,875.19,436.402559055118,430.70374015748,,,,,
2001,"grid points","winter wheat",366,31,"O",,,494155.938299998,5181032.5453,43.58,0.2254,2.613,2.032,685.97,676.09,2.613,0.2254,43.58,"winter wheat",0,0,0,0,,,,,,,,,2.032,685.97,676.09,337.583661417323,332.721456692913,,,,,
2001,"grid points","winter wheat",367,32,"O",,,494203.6473,5181033.27689998,43.99,0.2047,2.292,2.032,965.97,949.89,2.292,0.2047,43.99,"winter wheat",0,0,0,0,,,,,,,,,2.032,965.97,949.89,475.378937007874,467.465551181102,,,,,
2001,"grid points","winter wheat",368,33,"O",,,494214.0052,5181009.0422,44.24,0.2785,3.348,2.032,511.87,501.49,3.348,0.2785,44.24,"winter wheat",0,0,0,0,,,,,,,,,2.032,511.87,501.49,251.904527559055,246.79625984252,,,,,
2001,"grid points","winter wheat",369,34,"O",,,494259.2785,5181016.88839999,43.45,0.207,2.256,2.032,1112.77,1093.79,2.256,0.207,43.45,"winter wheat",0,0,0,0,,,,,,,,,2.032,1112.77,1093.79,547.623031496063,538.282480314961,,,,,
2001,"grid points","winter wheat",370,11,"P",,,493532.175099999,5181061.74349998,,,,,,,,,,"winter wheat",,,,,,,,,,,,,,,,,,,,,,
2001,"grid points","winter wheat",382,24,"P",,,493948.1767,5181049.6418,43.18,0.1867,1.982,2.032,1405.87,1364.49,1.982,0.1867,43.18,"winter wheat",0,0,0,0,,,,,,,,,2.032,1405.87,1364.49,691.865157480315,671.500984251968,,,,,
2001,"grid points","winter wheat",383,25,"P",,,493978.6471,5181063.16799999,43.6,0.2044,2.157,2.032,867.97,853.99,2.157,0.2044,43.6,"winter wheat",0,0,0,0,,,,,,,,,2.032,867.97,853.99,427.150590551181,420.270669291339,,,,,
2001,"grid points","winter wheat",384,26,"P",,,494007.806999998,5181063.91669998,43.12,0.2045,2.308,0,0,0,2.308,0.2045,43.12,"winter wheat",2.032,3385.7,1284.17,1263.09,2101.53,178.06,178.05,,,,,,2.032,1284.17,1263.09,631.97342519685,621.599409448819,,,,,
2001,"grid points","winter wheat",385,27,"P",,,494045.564399998,5181036.4319,43.76,0.2267,1.928,2.032,959.97,945.29,1.928,0.2267,43.76,"winter wheat",0,0,0,0,,,,,,,,,2.032,959.97,945.29,472.426181102362,465.201771653543,,,,,
2001,"grid points","winter wheat",386,28,"P",,,494076.890799999,5181066.62619998,43.99,0.2472,2.132,2.032,984.47,966.99,2.132,0.2472,43.99,"winter wheat",0,0,0,0,,,,,,,,,2.032,984.47,966.99,484.483267716535,475.880905511811,,,,,
2001,"grid points","winter wheat",387,29,"P",,,494107.6226,5181035.7039,44.23,0.2811,2.471,2.032,1034.57,1018.79,2.471,0.2811,44.23,"winter wheat",0,0,0,0,,,,,,,,,2.032,1034.57,1018.79,509.138779527559,501.373031496063,,,,,
2001,"grid points","winter wheat",388,30,"P",,,494123.3762,5181065.35809998,43.92,0.2528,2.189,2.032,1060.67,1042.59,2.189,0.2528,43.92,"winter wheat",0,0,0,0,,,,,,,,,2.032,1060.67,1042.59,521.983267716535,513.08562992126,,,,,
2001,"grid points","winter wheat",389,31,"P",,,494160.0735,5181046.09819998,44.15,0.2852,2.568,2.032,679.77,671.09,2.568,0.2852,44.15,"winter wheat",0,0,0,0,,,,,,,,,2.032,679.77,671.09,334.532480314961,330.260826771654,,,,,
2001,"grid points","winter wheat",390,32,"P",,,494197.871099999,5181059.2851,43.89,0.2522,2.078,2.032,864.57,850.99,2.078,0.2522,43.89,"winter wheat",0,0,0,0,,,,,,,,,2.032,864.57,850.99,425.477362204724,418.794291338583,,,,,
2001,"grid points","winter wheat",391,33,"P",,,494242.591599999,5181048.352,44.04,0.288,2.472,2.032,890.87,880.59,2.472,0.288,44.04,"winter wheat",0,0,0,0,,,,,,,,,2.032,890.87,880.59,438.420275590551,433.361220472441,,,,,
2001,"grid points","winter wheat",392,34,"P",,,494248.099899998,5181061.12579999,44,0.3063,2.648,2.032,747.77,734.19,2.648,0.3063,44,"winter wheat",0,0,0,0,,,,,,,,,2.032,747.77,734.19,367.997047244094,361.313976377953,,,,,
2001,"grid points","winter wheat",403,22,"Q",,,493894.695106,5181096.24407,,,,,,,,,,"winter wheat",,,,,,,,,,,,,,,,,,,,,,
2001,"grid points","winter wheat",404,23,"Q",,,493908.499706998,5181080.18848,43.23,0.2107,1.693,2.032,1436.87,1357.29,1.693,0.2107,43.23,"winter wheat",0,0,0,0,,,,,,,,,2.032,1436.87,1357.29,707.121062992126,667.957677165354,,,,,
2001,"grid points","winter wheat",405,24,"Q",,,493934.7126,5181095.9933,43.8,0.2247,1.819,0,0,0,1.819,0.2247,43.8,"winter wheat",2.032,2801.9,1192.77,1177.19,1609.13,-77777,-77777,0.3826,0.08642,43.29,,,2.032,1192.77,1177.19,586.99311023622,579.325787401575,,,,,
2001,"grid points","winter wheat",406,25,"Q",,,493975.841799999,5181082.06159999,43.7,0.227,1.823,0,0,0,1.823,0.227,43.7,"winter wheat",2.032,2697.2,1072.07,1054.79,1625.13,154.66,153.05,,,,,,2.032,1072.07,1054.79,527.593503937008,519.089566929134,,,,,
2001,"grid points","winter wheat",407,26,"Q",,,494012.1782,5181084.2477,43.79,0.2267,1.864,2.032,1289.67,1265.29,1.864,0.2267,43.79,"winter wheat",0,0,0,0,,,,,,,,,2.032,1289.67,1265.29,634.680118110236,622.682086614173,,,,,
2001,"grid points","winter wheat",408,27,"Q",,,494021.657899999,5181098.6842,43.79,0.2642,2.229,2.032,1278.37,1258.69,2.229,0.2642,43.79,"winter wheat",0,0,0,0,,,,,,,,,2.032,1278.37,1258.69,629.119094488189,619.43405511811,,,,,
2001,"grid points","winter wheat",409,28,"Q",,,494069.3396,5181072.41199999,43.89,0.2515,2.14,2.032,914.07,900.49,2.14,0.2515,43.89,"winter wheat",0,0,0,0,,,,,,,,,2.032,914.07,900.49,449.837598425197,443.154527559055,,,,,
2001,"grid points","winter wheat",410,29,"Q",,,494096.3053,5181093.0541,43.61,0.2131,1.724,2.032,1014.77,999.69,1.724,0.2131,43.61,"winter wheat",0,0,0,0,,,,,,,,,2.032,1014.77,999.69,499.39468503937,491.97342519685,,,,,
2001,"grid points","winter wheat",411,30,"Q",,,494139.650599999,5181081.23269999,44.32,0.2937,2.688,2.032,880.97,866.49,2.688,0.2937,44.32,"winter wheat",0,0,0,0,,,,,,,,,2.032,880.97,866.49,433.548228346457,426.422244094488,,,,,
2001,"grid points","winter wheat",412,31,"Q",,,494170.1204,5181094.75989998,43.78,0.2353,1.91,2.032,710.17,699.29,1.91,0.2353,43.78,"winter wheat",0,0,0,0,,,,,,,,,2.032,710.17,699.29,349.49311023622,344.138779527559,,,,,
2001,"grid points","winter wheat",413,32,"Q",,,494199.280099998,5181095.50949999,43.41,0.1823,1.557,2.032,749.17,731.49,1.557,0.1823,43.41,"winter wheat",0,0,0,0,,,,,,,,,2.032,749.17,731.49,368.686023622047,359.985236220472,,,,,
2001,"grid points","winter wheat",414,33,"Q",,,494237.0382,5181068.02599999,44.28,0.2884,2.493,2.032,534.77,524.49,2.493,0.2884,44.28,"winter wheat",0,0,0,0,,,,,,,,,2.032,534.77,524.49,263.174212598425,258.115157480315,,,,,
2001,"grid points","winter wheat",415,34,"Q",,,494268.363499998,5181098.22119999,43.43,0.22,1.62,2.032,769.07,755.69,1.62,0.22,43.43,"winter wheat",0,0,0,0,,,,,,,,,2.032,769.07,755.69,378.479330708661,371.89468503937,,,,,
2001,"grid points","winter wheat",426,22,"R",,,493888.5514,5181115.4866,43.45,0.2196,1.794,2.032,1404.37,1320.49,1.794,0.2196,43.45,"winter wheat",0,0,0,0,,,,,,,,,2.032,1404.37,1320.49,691.126968503937,649.847440944882,,,,,
2001,"grid points","winter wheat",427,23,"R",,,493915.124499998,5181124.905,44.08,0.324,2.805,2.032,1059.27,1043.49,2.805,0.324,44.08,"winter wheat",0,0,0,0,,,,,,,,,2.032,1059.27,1043.49,521.294291338583,513.528543307087,,,,,
2001,"grid points","winter wheat",428,24,"R",,,493946.182199998,5181115.5393,44.19,0.2809,2.527,2.032,1303.07,1282.69,2.527,0.2809,44.19,"winter wheat",0,0,0,0,,,,,,,,,2.032,1303.07,1282.69,641.274606299213,631.245078740158,,,,,
2001,"grid points","winter wheat",429,25,"R",,,493966.113699999,5181124.29789999,43.81,0.2696,2.247,2.032,1261.97,1242.79,2.247,0.2696,43.81,"winter wheat",0,0,0,0,,,,,,,,,2.032,1261.97,1242.79,621.048228346457,611.609251968504,,,,,
2001,"grid points","winter wheat",430,26,"R",,,493987.9242,5181103.9406,44.12,0.2839,2.463,2.032,1037.27,1020.29,2.463,0.2839,44.12,"winter wheat",0,0,0,0,,,,,,,,,2.032,1037.27,1020.29,510.467519685039,502.111220472441,,,,,
2001,"grid points","winter wheat",431,27,"R",,,494024.658799998,5181122.7947,43.49,0.2046,1.609,2.032,1108.27,1098.09,1.609,0.2046,43.49,"winter wheat",0,0,0,0,,,,,,,,,2.032,1108.27,1098.09,545.408464566929,540.398622047244,,,,,
2001,"grid points","winter wheat",432,28,"R",,,494083.1316,5181125.2926,43.82,0.2054,1.664,2.032,1302.27,1282.69,1.664,0.2054,43.82,"winter wheat",0,0,0,0,,,,,,,,,2.032,1302.27,1282.69,640.880905511811,631.245078740158,,,,,
2001,"grid points","winter wheat",433,29,"R",,,494096.0912,5181108.167,44.12,0.2968,2.593,2.032,1148.87,1132.59,2.593,0.2968,44.12,"winter wheat",0,0,0,0,,,,,,,,,2.032,1148.87,1132.59,565.388779527559,557.376968503937,,,,,
2001,"grid points","winter wheat",434,30,"R",,,494126.1851,5181127.5838,43.91,0.2135,1.762,2.032,1232.77,1215.49,1.762,0.2135,43.91,"winter wheat",0,0,0,0,,,,,,,,,2.032,1232.77,1215.49,606.678149606299,598.174212598425,,,,,
2001,"grid points","winter wheat",435,31,"R",,,494167.314499998,5181113.6534,43.87,0.2043,1.651,2.032,1444.77,1419.99,1.651,0.2043,43.87,"winter wheat",0,0,0,0,,,,,,,,,2.032,1444.77,1419.99,711.008858267717,698.813976377953,,,,,
