Year,ID2,Crop,Grain Nitrogen %..19,GrainNitrogen,GrainNUbbie,GrainNUnger,GrainNUbbieRmOutlier,GrainNUngerRmOutlier,GrainNFinal
2002,142,WB,1.464,1.464,1.464,1.464,1.464,1.464,1.464
2002,168,WB,1.749,1.749,1.749,1.749,1.749,1.749,1.749
2002,169,WB,1.771,1.771,1.771,1.771,1.771,1.771,1.771
2002,194,WB,2.014,2.014,2.014,2.014,2.014,2.014,2.014
2002,195,WB,1.759,1.759,1.759,1.759,1.759,1.759,1.759
2002,220,WB,1.981,1.981,1.981,1.981,1.981,1.981,1.981
2002,245,WB,1.923,1.923,1.923,1.923,1.923,1.923,1.923
2002,268,WB,1.992,1.992,1.992,1.992,1.992,1.992,1.992
2002,269,WB,1.829,1.829,1.829,1.829,1.829,1.829,1.829
2002,291,WB,1.601,1.601,1.601,1.601,1.601,1.601,1.601
2002,292,WB,NA,0,NA,NA,NA,NA,NA
2002,13,WC,NA,4.171,NA,4.171,NA,4.171,4.171
2002,34,WC,NA,4.0022,NA,4.0022,NA,4.0022,4.0022
2002,58,WC,NA,4.1159,NA,4.1159,NA,4.1159,4.1159
2002,83,WC,NA,3.5078,NA,3.5078,NA,3.5078,3.5078
2002,84,WC,NA,3.944,NA,3.944,NA,3.944,3.944
2002,110,WC,NA,3.5069,NA,3.5069,NA,3.5069,3.5069
2002,111,WC,NA,3.6866,NA,3.6866,NA,3.6866,3.6866
2002,138,WC,NA,3.656,NA,3.656,NA,3.656,3.656
2002,164,WC,NA,3.6966,NA,3.6966,NA,3.6966,3.6966
2002,165,WC,NA,3.6414,NA,3.6414,NA,3.6414,3.6414
2002,190,WC,NA,3.7362,NA,3.7362,NA,3.7362,3.7362
2002,191,WC,NA,3.4482,NA,3.4482,NA,3.4482,3.4482
2002,216,WC,NA,3.9605,NA,3.9605,NA,3.9605,3.9605
2002,241,WC,NA,3.7621000000000002,NA,3.7621000000000002,NA,3.7621000000000002,3.7621000000000002
2002,264,WC,NA,3.4208,NA,3.4208,NA,3.4208,3.4208
2002,287,WC,NA,0,NA,NA,NA,NA,NA
2002,288,WC,NA,3.2718,NA,3.2718,NA,3.2718,3.2718
2002,313,WC,NA,3.9583,NA,3.9583,NA,3.9583,3.9583
2002,338,WC,NA,0,NA,NA,NA,NA,NA
2002,35,WP,2.851,2.851,2.851,2.851,2.851,2.851,2.851
2002,36,WP,3.161,3.161,3.161,3.161,3.161,3.161,3.161
2002,59,WP,3.208,3.208,3.208,3.208,3.208,3.208,3.208
2002,60,WP,3.277,3.277,3.277,3.277,3.277,3.277,3.277
2002,85,WP,3.04,3.04,3.04,3.04,3.04,3.04,3.04
2002,112,WP,2.658,2.658,2.658,2.658,2.658,2.658,2.658
2002,139,WP,2.744,2.744,2.744,2.744,2.744,2.744,2.744
2002,140,WP,2.671,2.671,2.671,2.671,2.671,2.671,2.671
2002,166,WP,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2002,192,WP,2.714,2.714,2.714,2.714,2.714,2.714,2.714
2002,217,WP,2.893,2.893,2.893,2.893,2.893,2.893,2.893
2002,242,WP,3.064,3.064,3.064,3.064,3.064,3.064,3.064
2002,265,WP,3.029,3.029,3.029,3.029,3.029,3.029,3.029
2002,266,WP,3.219,3.219,3.219,3.219,3.219,3.219,3.219
2002,289,WP,2.864,2.864,2.864,2.864,2.864,2.864,2.864
2002,314,WP,2.522,2.522,2.522,2.522,2.522,2.522,2.522
2002,315,WP,NA,0,NA,NA,NA,NA,NA
2002,5,WW,1.943,1.943,1.943,1.943,1.943,1.943,1.943
2002,6,WW,1.94,1.94,1.94,1.94,1.94,1.94,1.94
2002,7,WW,2.184,2.184,2.184,2.184,2.184,2.184,2.184
2002,8,WW,NA,0,NA,NA,NA,NA,NA
2002,9,WW,2.356,2.356,2.356,2.356,2.356,2.356,2.356
2002,10,WW,2.025,2.025,2.025,2.025,2.025,2.025,2.025
2002,11,WW,2.299,2.299,2.299,2.299,2.299,2.299,2.299
2002,12,WW,2.058,2.058,2.058,2.058,2.058,2.058,2.058
2002,26,WW,2.12,2.12,2.12,2.12,2.12,2.12,2.12
2002,27,WW,1.99,1.99,1.99,1.99,1.99,1.99,1.99
2002,28,WW,2.221,2.221,2.221,2.221,2.221,2.221,2.221
2002,29,WW,2.246,2.246,2.246,2.246,2.246,2.246,2.246
2002,30,WW,1.928,1.928,1.928,1.928,1.928,1.928,1.928
2002,31,WW,2.01,2.01,2.01,2.01,2.01,2.01,2.01
2002,32,WW,1.994,1.994,1.994,1.994,1.994,1.994,1.994
2002,33,WW,1.953,1.953,1.953,1.953,1.953,1.953,1.953
2002,50,WW,1.953,1.953,1.953,1.953,1.953,1.953,1.953
2002,51,WW,2.004,2.004,2.004,2.004,2.004,2.004,2.004
2002,52,WW,2.057,2.057,2.057,2.057,2.057,2.057,2.057
2002,53,WW,2.197,2.197,2.197,2.197,2.197,2.197,2.197
2002,54,WW,2.049,2.049,2.049,2.049,2.049,2.049,2.049
2002,55,WW,1.964,1.964,1.964,1.964,1.964,1.964,1.964
2002,56,WW,2.026,2.026,2.026,2.026,2.026,2.026,2.026
2002,57,WW,2.039,2.039,2.039,2.039,2.039,2.039,2.039
2002,76,WW,2.193,2.193,2.193,2.193,2.193,2.193,2.193
2002,77,WW,2.226,2.226,2.226,2.226,2.226,2.226,2.226
2002,78,WW,2.067,2.067,2.067,2.067,2.067,2.067,2.067
2002,79,WW,1.848,1.848,1.848,1.848,1.848,1.848,1.848
2002,80,WW,2.043,2.043,2.043,2.043,2.043,2.043,2.043
2002,81,WW,1.963,1.963,1.963,1.963,1.963,1.963,1.963
2002,82,WW,1.948,1.948,1.948,1.948,1.948,1.948,1.948
2002,103,WW,2.023,2.023,2.023,2.023,2.023,2.023,2.023
2002,104,WW,1.959,1.959,1.959,1.959,1.959,1.959,1.959
2002,105,WW,2.188,2.188,2.188,2.188,2.188,2.188,2.188
2002,106,WW,2.007,2.007,2.007,2.007,2.007,2.007,2.007
2002,107,WW,1.724,1.724,1.724,1.724,1.724,1.724,1.724
2002,108,WW,1.753,1.753,1.753,1.753,1.753,1.753,1.753
2002,109,WW,2.11,2.11,2.11,2.11,2.11,2.11,2.11
2002,130,WW,2.274,2.274,2.274,2.274,2.274,2.274,2.274
2002,131,WW,2.08,2.08,2.08,2.08,2.08,2.08,2.08
2002,132,WW,1.942,1.942,1.942,1.942,1.942,1.942,1.942
2002,133,WW,1.934,1.934,1.934,1.934,1.934,1.934,1.934
2002,134,WW,2.185,2.185,2.185,2.185,2.185,2.185,2.185
2002,135,WW,1.826,1.826,1.826,1.826,1.826,1.826,1.826
2002,136,WW,1.952,1.952,1.952,1.952,1.952,1.952,1.952
2002,137,WW,1.95,1.95,1.95,1.95,1.95,1.95,1.95
2002,156,WW,1.919,1.919,1.919,1.919,1.919,1.919,1.919
2002,157,WW,1.897,1.897,1.897,1.897,1.897,1.897,1.897
2002,158,WW,2.01,2.01,2.01,2.01,2.01,2.01,2.01
2002,159,WW,2.016,2.016,2.016,2.016,2.016,2.016,2.016
2002,160,WW,1.88,1.88,1.88,1.88,1.88,1.88,1.88
2002,161,WW,1.906,1.906,1.906,1.906,1.906,1.906,1.906
2002,162,WW,1.897,1.897,1.897,1.897,1.897,1.897,1.897
2002,163,WW,2.012,2.012,2.012,2.012,2.012,2.012,2.012
2002,182,WW,2.041,2.041,2.041,2.041,2.041,2.041,2.041
2002,183,WW,1.955,1.955,1.955,1.955,1.955,1.955,1.955
2002,184,WW,1.87,1.87,1.87,1.87,1.87,1.87,1.87
2002,185,WW,2.039,2.039,2.039,2.039,2.039,2.039,2.039
2002,186,WW,1.94,1.94,1.94,1.94,1.94,1.94,1.94
2002,187,WW,1.837,1.837,1.837,1.837,1.837,1.837,1.837
2002,188,WW,1.825,1.825,1.825,1.825,1.825,1.825,1.825
2002,189,WW,2.036,2.036,2.036,2.036,2.036,2.036,2.036
2002,208,WW,2.009,2.009,2.009,2.009,2.009,2.009,2.009
2002,209,WW,2.097,2.097,2.097,2.097,2.097,2.097,2.097
2002,210,WW,1.919,1.919,1.919,1.919,1.919,1.919,1.919
2002,211,WW,1.897,1.897,1.897,1.897,1.897,1.897,1.897
2002,212,WW,1.96,1.96,1.96,1.96,1.96,1.96,1.96
2002,213,WW,2.296,2.296,2.296,2.296,2.296,2.296,2.296
2002,214,WW,2.05,2.05,2.05,2.05,2.05,2.05,2.05
2002,215,WW,2.183,2.183,2.183,2.183,2.183,2.183,2.183
2002,232,WW,2.028,2.028,2.028,2.028,2.028,2.028,2.028
2002,233,WW,2.081,2.081,2.081,2.081,2.081,2.081,2.081
2002,234,WW,2.109,2.109,2.109,2.109,2.109,2.109,2.109
2002,235,WW,2.177,2.177,2.177,2.177,2.177,2.177,2.177
2002,236,WW,2.005,2.005,2.005,2.005,2.005,2.005,2.005
2002,237,WW,2.129,2.129,2.129,2.129,2.129,2.129,2.129
2002,238,WW,2.03,2.03,2.03,2.03,2.03,2.03,2.03
2002,239,WW,1.894,1.894,1.894,1.894,1.894,1.894,1.894
2002,240,WW,2.22,2.22,2.22,2.22,2.22,2.22,2.22
2002,256,WW,2.13,2.13,2.13,2.13,2.13,2.13,2.13
2002,257,WW,2.062,2.062,2.062,2.062,2.062,2.062,2.062
2002,258,WW,2.213,2.213,2.213,2.213,2.213,2.213,2.213
2002,259,WW,2.103,2.103,2.103,2.103,2.103,2.103,2.103
2002,260,WW,2.153,2.153,2.153,2.153,2.153,2.153,2.153
2002,261,WW,2.081,2.081,2.081,2.081,2.081,2.081,2.081
2002,262,WW,2.055,2.055,2.055,2.055,2.055,2.055,2.055
2002,263,WW,1.926,1.926,1.926,1.926,1.926,1.926,1.926
2002,279,WW,2.162,2.162,2.162,2.162,2.162,2.162,2.162
2002,280,WW,2.03,2.03,2.03,2.03,2.03,2.03,2.03
2002,281,WW,2.08,2.08,2.08,2.08,2.08,2.08,2.08
2002,282,WW,2.013,2.013,2.013,2.013,2.013,2.013,2.013
2002,283,WW,2.057,2.057,2.057,2.057,2.057,2.057,2.057
2002,284,WW,2.133,2.133,2.133,2.133,2.133,2.133,2.133
2002,285,WW,2.016,2.016,2.016,2.016,2.016,2.016,2.016
2002,286,WW,2.041,2.041,2.041,2.041,2.041,2.041,2.041
2002,305,WW,1.982,1.982,1.982,1.982,1.982,1.982,1.982
2002,306,WW,2.061,2.061,2.061,2.061,2.061,2.061,2.061
2002,307,WW,2.018,2.018,2.018,2.018,2.018,2.018,2.018
2002,308,WW,2.231,2.231,2.231,2.231,2.231,2.231,2.231
2002,309,WW,2.025,2.025,2.025,2.025,2.025,2.025,2.025
2002,310,WW,2.135,2.135,2.135,2.135,2.135,2.135,2.135
2002,311,WW,2.077,2.077,2.077,2.077,2.077,2.077,2.077
2002,312,WW,2.173,2.173,2.173,2.173,2.173,2.173,2.173
2002,331,WW,2.116,2.116,2.116,2.116,2.116,2.116,2.116
2002,332,WW,2.053,2.053,2.053,2.053,2.053,2.053,2.053
2002,333,WW,1.997,1.997,1.997,1.997,1.997,1.997,1.997
2002,334,WW,2.034,2.034,2.034,2.034,2.034,2.034,2.034
2002,335,WW,2.203,2.203,2.203,2.203,2.203,2.203,2.203
2002,336,WW,2.18,2.18,2.18,2.18,2.18,2.18,2.18
2002,337,WW,2.086,2.086,2.086,2.086,2.086,2.086,2.086
2002,355,WW,2.063,2.063,2.063,2.063,2.063,2.063,2.063
2002,356,WW,2.219,2.219,2.219,2.219,2.219,2.219,2.219
2002,357,WW,2.255,2.255,2.255,2.255,2.255,2.255,2.255
2002,358,WW,2.284,2.284,2.284,2.284,2.284,2.284,2.284
2002,359,WW,1.977,1.977,1.977,1.977,1.977,1.977,1.977
2002,360,WW,NA,0,NA,NA,NA,NA,NA
2002,377,WW,2.343,2.343,2.343,2.343,2.343,2.343,2.343
2002,378,WW,2.222,2.222,2.222,2.222,2.222,2.222,2.222
2002,379,WW,2.288,2.288,2.288,2.288,2.288,2.288,2.288
2002,380,WW,2.294,2.294,2.294,2.294,2.294,2.294,2.294
2002,381,WW,NA,0,NA,NA,NA,NA,NA
2002,401,WW,1.756,1.756,1.756,1.756,1.756,1.756,1.756
2002,402,WW,2.179,2.179,2.179,2.179,2.179,2.179,2.179
2002,425,WW,NA,0,NA,NA,NA,NA,NA
2003,10,SB,2.283,2.283,2.283,2.283,2.283,2.283,2.283
2003,31,SB,2.148,2.148,2.148,2.148,2.148,2.148,2.148
2003,55,SB,2.145,2.145,2.145,2.145,2.145,2.145,2.145
2003,56,SB,1.938,1.938,1.938,1.938,1.938,1.938,1.938
2003,81,SB,1.821,1.821,1.821,1.821,1.821,1.821,1.821
2003,108,SB,2.161,2.161,2.161,2.161,2.161,2.161,2.161
2003,135,SB,1.954,1.954,1.954,1.954,1.954,1.954,1.954
2003,161,SB,1.721,1.721,1.721,1.721,1.721,1.721,1.721
2003,187,SB,1.996,1.996,1.996,1.996,1.996,1.996,1.996
2003,188,SB,2.493,2.493,2.493,2.493,2.493,2.493,2.493
2003,213,SB,1.657,1.657,1.657,1.657,1.657,1.657,1.657
2003,237,SB,2.284,2.284,2.284,2.284,2.284,2.284,2.284
2003,238,SB,2.12,2.12,2.12,2.12,2.12,2.12,2.12
2003,261,SB,2.095,2.095,2.095,2.095,2.095,2.095,2.095
2003,262,SB,1.885,1.885,1.885,1.885,1.885,1.885,1.885
2003,284,SB,1.734,1.734,1.734,1.734,1.734,1.734,1.734
2003,285,SB,1.771,1.771,1.771,1.771,1.771,1.771,1.771
2003,309,SB,2.036,2.036,2.036,2.036,2.036,2.036,2.036
2003,310,SB,1.882,1.882,1.882,1.882,1.882,1.882,1.882
2003,336,SB,1.857,1.857,1.857,1.857,1.857,1.857,1.857
2003,360,SB,2.146,2.146,2.146,2.146,2.146,2.146,2.146
2003,26,SC,4.564,4.274,4.564,4.274,4.564,4.274,4.4190000000000005
2003,50,SC,4.288,4.0367,4.288,4.0367,4.288,4.0367,4.16235
2003,76,SC,3.802,3.5719,3.802,3.5719,3.802,3.5719,3.68695
2003,103,SC,3.793,3.631,3.793,3.631,3.793,3.631,3.7119999999999997
2003,104,SC,4.505,4.361,4.505,4.361,4.505,4.361,4.433
2003,130,SC,3.647,3.6064,3.647,3.6064,3.647,3.6064,3.6266999999999996
2003,156,SC,3.514,3.4621,3.514,3.4621,3.514,3.4621,3.48805
2003,157,SC,1.752,3.5545,1.752,3.5545,NA,3.5545,3.5545
2003,182,SC,4.661,4.5061,4.661,4.5061,4.661,4.5061,4.58355
2003,183,SC,4.226,3.9967,4.226,3.9967,4.226,3.9967,4.11135
2003,208,SC,4.273,4.1145,4.273,4.1145,4.273,4.1145,4.19375
2003,232,SC,4.633,4.3987,4.633,4.3987,4.633,4.3987,4.51585
2003,233,SC,3.533,3.4614,3.533,3.4614,3.533,3.4614,3.4972
2003,256,SC,4.76,4.6612,4.76,4.6612,4.76,4.6612,4.7105999999999995
2003,257,SC,3.835,3.6443,3.835,3.6443,3.835,3.6443,3.73965
2003,279,SC,3.606,3.4284,3.606,3.4284,3.606,3.4284,3.5172
2003,280,SC,3.742,3.4494,3.742,3.4494,3.742,3.4494,3.5957
2003,305,SC,3.768,3.5707,3.768,3.5707,3.768,3.5707,3.6693499999999997
2003,331,SC,3.676,3.5053,3.676,3.5053,3.676,3.5053,3.59065
2003,355,SC,3.591,3.591,3.591,3.591,3.591,3.591,3.591
2003,377,SC,3.711,3.604,3.711,3.604,3.711,3.604,3.6574999999999998
2003,378,SC,3.744,3.5541,3.744,3.5541,3.744,3.5541,3.64905
2003,401,SC,3.574,3.3646,3.574,3.3646,3.574,3.3646,3.4692999999999996
2003,425,SC,3.927,3.7775,3.927,3.7775,3.927,3.7775,3.8522499999999997
2003,11,SP,NA,0,NA,NA,NA,NA,NA
2003,12,SP,3.552,3.552,3.552,3.552,3.552,3.552,3.552
2003,32,SP,3.271,3.271,3.271,3.271,3.271,3.271,3.271
2003,33,SP,3.485,3.485,3.485,3.485,3.485,3.485,3.485
2003,57,SP,3.476,3.476,3.476,3.476,3.476,3.476,3.476
2003,82,SP,3.16,3.16,3.16,3.16,3.16,3.16,3.16
2003,109,SP,3.123,3.123,3.123,3.123,3.123,3.123,3.123
2003,136,SP,3.319,3.319,3.319,3.319,3.319,3.319,3.319
2003,137,SP,3.393,3.393,3.393,3.393,3.393,3.393,3.393
2003,162,SP,2.83,2.83,2.83,2.83,2.83,2.83,2.83
2003,163,SP,3.067,3.067,3.067,3.067,3.067,3.067,3.067
2003,189,SP,3.282,3.282,3.282,3.282,3.282,3.282,3.282
2003,214,SP,2.98,2.98,2.98,2.98,2.98,2.98,2.98
2003,215,SP,3.267,3.267,3.267,3.267,3.267,3.267,3.267
2003,239,SP,3.363,3.363,3.363,3.363,3.363,3.363,3.363
2003,240,SP,3.465,3.465,3.465,3.465,3.465,3.465,3.465
2003,263,SP,3.06,3.06,3.06,3.06,3.06,3.06,3.06
2003,286,SP,3.121,3.121,3.121,3.121,3.121,3.121,3.121
2003,311,SP,3.235,3.235,3.235,3.235,3.235,3.235,3.235
2003,312,SP,3.32,3.32,3.32,3.32,3.32,3.32,3.32
2003,337,SP,3.206,3.206,3.206,3.206,3.206,3.206,3.206
2003,13,SW,2.445,2.445,2.445,2.445,2.445,2.445,2.445
2003,14,SW,3.45,3.45,3.45,3.45,3.45,3.45,3.45
2003,15,SW,3.124,3.124,3.124,3.124,3.124,3.124,3.124
2003,16,SW,2.6,2.6,2.6,2.6,2.6,2.6,2.6
2003,17,SW,2.417,2.417,2.417,2.417,2.417,2.417,2.417
2003,34,SW,2.417,2.417,2.417,2.417,2.417,2.417,2.417
2003,35,SW,3.112,3.112,3.112,3.112,3.112,3.112,3.112
2003,36,SW,2.353,2.353,2.353,2.353,2.353,2.353,2.353
2003,37,SW,NA,0,NA,NA,NA,NA,NA
2003,38,SW,2.777,2.777,2.777,2.777,2.777,2.777,2.777
2003,39,SW,NA,0,NA,NA,NA,NA,NA
2003,40,SW,NA,0,NA,NA,NA,NA,NA
2003,41,SW,3.166,3.166,3.166,3.166,3.166,3.166,3.166
2003,58,SW,2.56,2.56,2.56,2.56,2.56,2.56,2.56
2003,59,SW,2.794,2.794,2.794,2.794,2.794,2.794,2.794
2003,60,SW,2.956,2.956,2.956,2.956,2.956,2.956,2.956
2003,61,SW,NA,0,NA,NA,NA,NA,NA
2003,62,SW,2.804,2.804,2.804,2.804,2.804,2.804,2.804
2003,63,SW,2.691,2.691,2.691,2.691,2.691,2.691,2.691
2003,64,SW,2.631,2.631,2.631,2.631,2.631,2.631,2.631
2003,65,SW,2.171,2.171,2.171,2.171,2.171,2.171,2.171
2003,66,SW,2.682,2.682,2.682,2.682,2.682,2.682,2.682
2003,67,SW,2.762,2.762,2.762,2.762,2.762,2.762,2.762
2003,83,SW,2.67,2.67,2.67,2.67,2.67,2.67,2.67
2003,84,SW,2.421,2.421,2.421,2.421,2.421,2.421,2.421
2003,85,SW,2.906,2.906,2.906,2.906,2.906,2.906,2.906
2003,86,SW,2.577,2.577,2.577,2.577,2.577,2.577,2.577
2003,87,SW,2.648,2.648,2.648,2.648,2.648,2.648,2.648
2003,88,SW,2.766,2.766,2.766,2.766,2.766,2.766,2.766
2003,89,SW,2.791,2.791,2.791,2.791,2.791,2.791,2.791
2003,90,SW,2.555,2.555,2.555,2.555,2.555,2.555,2.555
2003,91,SW,2.583,2.583,2.583,2.583,2.583,2.583,2.583
2003,92,SW,2.449,2.449,2.449,2.449,2.449,2.449,2.449
2003,93,SW,3.106,3.106,3.106,3.106,3.106,3.106,3.106
2003,94,SW,2.571,2.571,2.571,2.571,2.571,2.571,2.571
2003,110,SW,2.58,2.58,2.58,2.58,2.58,2.58,2.58
2003,111,SW,2.613,2.613,2.613,2.613,2.613,2.613,2.613
2003,112,SW,2.37,2.37,2.37,2.37,2.37,2.37,2.37
2003,113,SW,2.669,2.669,2.669,2.669,2.669,2.669,2.669
2003,114,SW,2.374,2.374,2.374,2.374,2.374,2.374,2.374
2003,115,SW,2.893,2.893,2.893,2.893,2.893,2.893,2.893
2003,116,SW,2.599,2.599,2.599,2.599,2.599,2.599,2.599
2003,117,SW,2.989,2.989,2.989,2.989,2.989,2.989,2.989
2003,118,SW,2.387,2.387,2.387,2.387,2.387,2.387,2.387
2003,119,SW,2.525,2.525,2.525,2.525,2.525,2.525,2.525
2003,120,SW,2.676,2.676,2.676,2.676,2.676,2.676,2.676
2003,121,SW,2.749,2.749,2.749,2.749,2.749,2.749,2.749
2003,138,SW,2.33,2.33,2.33,2.33,2.33,2.33,2.33
2003,139,SW,2.941,2.941,2.941,2.941,2.941,2.941,2.941
2003,140,SW,2.778,2.778,2.778,2.778,2.778,2.778,2.778
2003,141,SW,2.457,2.457,2.457,2.457,2.457,2.457,2.457
2003,142,SW,2.61,2.61,2.61,2.61,2.61,2.61,2.61
2003,143,SW,2.905,2.905,2.905,2.905,2.905,2.905,2.905
2003,144,SW,2.813,2.813,2.813,2.813,2.813,2.813,2.813
2003,145,SW,2.797,2.797,2.797,2.797,2.797,2.797,2.797
2003,146,SW,2.997,2.997,2.997,2.997,2.997,2.997,2.997
2003,147,SW,2.667,2.667,2.667,2.667,2.667,2.667,2.667
2003,148,SW,2.359,2.359,2.359,2.359,2.359,2.359,2.359
2003,164,SW,2.374,2.374,2.374,2.374,2.374,2.374,2.374
2003,165,SW,2.579,2.579,2.579,2.579,2.579,2.579,2.579
2003,166,SW,2.317,2.317,2.317,2.317,2.317,2.317,2.317
2003,167,SW,2.453,2.453,2.453,2.453,2.453,2.453,2.453
2003,168,SW,2.444,2.444,2.444,2.444,2.444,2.444,2.444
2003,169,SW,2.469,2.469,2.469,2.469,2.469,2.469,2.469
2003,170,SW,2.795,2.795,2.795,2.795,2.795,2.795,2.795
2003,171,SW,2.656,2.656,2.656,2.656,2.656,2.656,2.656
2003,172,SW,2.172,2.172,2.172,2.172,2.172,2.172,2.172
2003,173,SW,2.53,2.53,2.53,2.53,2.53,2.53,2.53
2003,174,SW,2.42,2.42,2.42,2.42,2.42,2.42,2.42
2003,190,SW,2.384,2.384,2.384,2.384,2.384,2.384,2.384
2003,191,SW,2.569,2.569,2.569,2.569,2.569,2.569,2.569
2003,192,SW,2.614,2.614,2.614,2.614,2.614,2.614,2.614
2003,193,SW,2.478,2.478,2.478,2.478,2.478,2.478,2.478
2003,194,SW,2.309,2.309,2.309,2.309,2.309,2.309,2.309
2003,195,SW,2.265,2.265,2.265,2.265,2.265,2.265,2.265
2003,196,SW,2.249,2.249,2.249,2.249,2.249,2.249,2.249
2003,197,SW,2.256,2.256,2.256,2.256,2.256,2.256,2.256
2003,198,SW,2.371,2.371,2.371,2.371,2.371,2.371,2.371
2003,199,SW,2.02,2.02,2.02,2.02,2.02,2.02,2.02
2003,216,SW,2.533,2.533,2.533,2.533,2.533,2.533,2.533
2003,217,SW,2.708,2.708,2.708,2.708,2.708,2.708,2.708
2003,218,SW,2.735,2.735,2.735,2.735,2.735,2.735,2.735
2003,219,SW,2.506,2.506,2.506,2.506,2.506,2.506,2.506
2003,220,SW,2.529,2.529,2.529,2.529,2.529,2.529,2.529
2003,221,SW,2.436,2.436,2.436,2.436,2.436,2.436,2.436
2003,222,SW,2.549,2.549,2.549,2.549,2.549,2.549,2.549
2003,223,SW,2.086,2.086,2.086,2.086,2.086,2.086,2.086
2003,224,SW,2.464,2.464,2.464,2.464,2.464,2.464,2.464
2003,241,SW,2.664,2.664,2.664,2.664,2.664,2.664,2.664
2003,242,SW,2.803,2.803,2.803,2.803,2.803,2.803,2.803
2003,243,SW,2.619,2.619,2.619,2.619,2.619,2.619,2.619
2003,244,SW,2.566,2.566,2.566,2.566,2.566,2.566,2.566
2003,245,SW,2.497,2.497,2.497,2.497,2.497,2.497,2.497
2003,246,SW,2.406,2.406,2.406,2.406,2.406,2.406,2.406
2003,247,SW,2.453,2.453,2.453,2.453,2.453,2.453,2.453
2003,248,SW,2.024,2.024,2.024,2.024,2.024,2.024,2.024
2003,264,SW,2.025,2.025,2.025,2.025,2.025,2.025,2.025
2003,265,SW,2.626,2.626,2.626,2.626,2.626,2.626,2.626
2003,266,SW,2.657,2.657,2.657,2.657,2.657,2.657,2.657
2003,267,SW,2.653,2.653,2.653,2.653,2.653,2.653,2.653
2003,268,SW,2.774,2.774,2.774,2.774,2.774,2.774,2.774
2003,269,SW,1.918,1.918,1.918,1.918,1.918,1.918,1.918
2003,270,SW,2.469,2.469,2.469,2.469,2.469,2.469,2.469
2003,271,SW,2.164,2.164,2.164,2.164,2.164,2.164,2.164
2003,287,SW,2.521,2.521,2.521,2.521,2.521,2.521,2.521
2003,288,SW,2.796,2.796,2.796,2.796,2.796,2.796,2.796
2003,289,SW,2.945,2.945,2.945,2.945,2.945,2.945,2.945
2003,290,SW,2.485,2.485,2.485,2.485,2.485,2.485,2.485
2003,291,SW,2.651,2.651,2.651,2.651,2.651,2.651,2.651
2003,292,SW,2.808,2.808,2.808,2.808,2.808,2.808,2.808
2003,293,SW,2.47,2.47,2.47,2.47,2.47,2.47,2.47
2003,313,SW,2.483,2.483,2.483,2.483,2.483,2.483,2.483
2003,314,SW,2.28,2.28,2.28,2.28,2.28,2.28,2.28
2003,315,SW,2.759,2.759,2.759,2.759,2.759,2.759,2.759
2003,316,SW,2.954,2.954,2.954,2.954,2.954,2.954,2.954
2003,338,SW,2.431,2.431,2.431,2.431,2.431,2.431,2.431
2003,9,WB,NA,0,NA,NA,NA,NA,NA
2003,30,WB,1.253,1.253,1.253,1.253,1.253,1.253,1.253
2003,54,WB,1.409,1.409,1.409,1.409,1.409,1.409,1.409
2003,80,WB,1.381,1.381,1.381,1.381,1.381,1.381,1.381
2003,107,WB,1.265,1.265,1.265,1.265,1.265,1.265,1.265
2003,134,WB,1.3,1.3,1.3,1.3,1.3,1.3,1.3
2003,160,WB,1.32,1.32,1.32,1.32,1.32,1.32,1.32
2003,186,WB,1.365,1.365,1.365,1.365,1.365,1.365,1.365
2003,211,WB,1.529,1.529,1.529,1.529,1.529,1.529,1.529
2003,212,WB,1.361,1.361,1.361,1.361,1.361,1.361,1.361
2003,236,WB,1.376,1.376,1.376,1.376,1.376,1.376,1.376
2003,260,WB,1.337,1.337,1.337,1.337,1.337,1.337,1.337
2003,283,WB,1.322,1.322,1.322,1.322,1.322,1.322,1.322
2003,334,WB,1.453,1.453,1.453,1.453,1.453,1.453,1.453
2003,335,WB,1.573,1.573,1.573,1.573,1.573,1.573,1.573
2003,358,WB,1.397,1.397,1.397,1.397,1.397,1.397,1.397
2003,359,WB,1.42,1.42,1.42,1.42,1.42,1.42,1.42
2003,7,SC,NA,0,NA,NA,NA,NA,NA
2003,8,SC,3.876,3.7908,3.876,3.7908,3.876,3.7908,3.8334
2003,28,SC,3.742,3.4559,3.742,3.4559,3.742,3.4559,3.5989500000000003
2003,29,SC,4.252,4.1076,4.252,4.1076,4.252,4.1076,4.1798
2003,53,SC,3.975,3.9482,3.975,3.9482,3.975,3.9482,3.9616
2003,78,SC,4.06,3.8614,4.06,3.8614,4.06,3.8614,3.9607
2003,79,SC,4.222,4.0038,4.222,4.0038,4.222,4.0038,4.1129
2003,106,SC,3.828,4.0616,3.828,4.0616,3.828,4.0616,3.9448
2003,133,SC,4.002,3.8742,4.002,3.8742,4.002,3.8742,3.9381
2003,159,SC,3.628,3.4943,3.628,3.4943,3.628,3.4943,3.56115
2003,185,SC,4.531,4.3008,4.531,4.3008,4.531,4.3008,4.4159
2003,210,SC,3.905,3.6982,3.905,3.6982,3.905,3.6982,3.8015999999999996
2003,235,SC,4.449,4.2721,4.449,4.2721,4.449,4.2721,4.36055
2003,258,SC,4.178,4.0224,4.178,4.0224,4.178,4.0224,4.1002
