Year,ID2,Crop,total grain yield dry (grams),GrainMassFinal,Grain Nitrogen %..19,GrainNitrogen,GrainNUbbie,GrainNUnger,GrainNUbbieRmOutlier,GrainNUngerRmOutlier,GrainNFinal,Grain Carbon %..21,GrainCarbon,GrainCUbbie,GrainCUnger,GrainCUbbieRmOutlier,GrainCUngerRmOutlier,GrainCFinal
2000,165,SB,948.9,948.9,1.805,1.805,1.805,1.805,1.805,1.805,1.805,45.25,45.25,45.25,45.25,45.25,45.25,45.25
2000,166,SB,1090,1090,1.88,1.88,1.88,1.88,1.88,1.88,1.88,45.18,45.18,45.18,45.18,45.18,45.18,45.18
2000,167,SB,850.8,850.8,1.96,1.96,1.96,1.96,1.96,1.96,1.96,44.98,44.98,44.98,44.98,44.98,44.98,44.98
2000,168,SB,848.4,848.4,1.631,1.631,1.631,1.631,1.631,1.631,1.631,45.25,45.25,45.25,45.25,45.25,45.25,45.25
2000,169,SB,904,904,2.37,2.37,2.37,2.37,2.37,2.37,2.37,45.62,45.62,45.62,45.62,45.62,45.62,45.62
2000,170,SB,849.4,849.4,,0,,,,,,,0,,,,,
2000,171,SB,866.7,866.7,1.796,1.796,1.796,1.796,1.796,1.796,1.796,45.2,45.2,45.2,45.2,45.2,45.2,45.2
2000,172,SB,915.3,915.3,1.62,1.62,1.62,1.62,1.62,1.62,1.62,44.56,44.56,44.56,44.56,44.56,44.56,44.56
2000,173,SB,844.1,844.1,1.998,1.998,1.998,1.998,1.998,1.998,1.998,45.17,45.17,45.17,45.17,45.17,45.17,45.17
2000,174,SB,919.8,919.8,1.546,1.546,1.546,1.546,1.546,1.546,1.546,44.61,44.61,44.61,44.61,44.61,44.61,44.61
2000,175,SB,1135.2,1135.2,2.255,2.255,2.255,2.255,2.255,2.255,2.255,45.53,45.53,45.53,45.53,45.53,45.53,45.53
2000,176,SB,994.5,994.5,1.995,1.995,1.995,1.995,1.995,1.995,1.995,44.74,44.74,44.74,44.74,44.74,44.74,44.74
2000,177,SB,770.1,770.1,1.628,1.628,1.628,1.628,1.628,1.628,1.628,44.79,44.79,44.79,44.79,44.79,44.79,44.79
2000,178,SB,864.8,864.8,1.474,1.474,1.474,1.474,1.474,1.474,1.474,45.11,45.11,45.11,45.11,45.11,45.11,45.11
2000,179,SB,1037.6,1037.6,1.566,1.566,1.566,1.566,1.566,1.566,1.566,44.68,44.68,44.68,44.68,44.68,44.68,44.68
2000,180,SB,913.9,913.9,1.592,1.592,1.592,1.592,1.592,1.592,1.592,44.69,44.69,44.69,44.69,44.69,44.69,44.69
2000,181,SB,935.2,935.2,1.521,1.521,1.521,1.521,1.521,1.521,1.521,45.06,45.06,45.06,45.06,45.06,45.06,45.06
2000,182,SB,915.3,915.3,1.533,1.533,1.533,1.533,1.533,1.533,1.533,44.52,44.52,44.52,44.52,44.52,44.52,44.52
2000,183,SB,1008.02,1008.02,1.697,1.697,1.697,1.697,1.697,1.697,1.697,44.81,44.81,44.81,44.81,44.81,44.81,44.81
2000,184,SB,810.42,810.42,1.497,1.497,1.497,1.497,1.497,1.497,1.497,44.73,44.73,44.73,44.73,44.73,44.73,44.73
2000,185,SB,875.42,875.42,1.702,1.702,1.702,1.702,1.702,1.702,1.702,45.3,45.3,45.3,45.3,45.3,45.3,45.3
2000,186,SB,859.52,859.52,1.656,1.656,1.656,1.656,1.656,1.656,1.656,44.79,44.79,44.79,44.79,44.79,44.79,44.79
2000,187,SB,763.02,763.02,1.458,1.458,1.458,1.458,1.458,1.458,1.458,45.04,45.04,45.04,45.04,45.04,45.04,45.04
2000,188,SB,729.02,729.02,1.471,1.471,1.471,1.471,1.471,1.471,1.471,44.91,44.91,44.91,44.91,44.91,44.91,44.91
2000,189,SB,990.22,990.22,1.842,1.842,1.842,1.842,1.842,1.842,1.842,45.78,45.78,45.78,45.78,45.78,45.78,45.78
2000,190,SB,967.52,967.52,1.663,1.663,1.663,1.663,1.663,1.663,1.663,45.66,45.66,45.66,45.66,45.66,45.66,45.66
2000,191,SB,994.4,994.4,1.766,1.766,1.766,1.766,1.766,1.766,1.766,45.41,45.41,45.41,45.41,45.41,45.41,45.41
2000,192,SB,903.7,903.7,2.005,2.005,2.005,2.005,2.005,2.005,2.005,44.61,44.61,44.61,44.61,44.61,44.61,44.61
2000,193,SB,986.3,986.3,1.755,1.755,1.755,1.755,1.755,1.755,1.755,45.05,45.05,45.05,45.05,45.05,45.05,45.05
2000,194,SB,1007.3,1007.3,1.773,1.773,1.773,1.773,1.773,1.773,1.773,44.81,44.81,44.81,44.81,44.81,44.81,44.81
2000,195,SB,1005.5,1005.5,1.551,1.551,1.551,1.551,1.551,1.551,1.551,44.78,44.78,44.78,44.78,44.78,44.78,44.78
2000,196,SB,939.4,939.4,1.579,1.579,1.579,1.579,1.579,1.579,1.579,44.78,44.78,44.78,44.78,44.78,44.78,44.78
2000,197,SB,985.6,985.6,1.947,1.947,1.947,1.947,1.947,1.947,1.947,44.63,44.63,44.63,44.63,44.63,44.63,44.63
2000,198,SB,995,995,1.825,1.825,1.825,1.825,1.825,1.825,1.825,44.98,44.98,44.98,44.98,44.98,44.98,44.98
2000,199,SB,981,981,1.793,1.793,1.793,1.793,1.793,1.793,1.793,44.76,44.76,44.76,44.76,44.76,44.76,44.76
2000,200,SB,1056,1056,1.656,1.656,1.656,1.656,1.656,1.656,1.656,45.13,45.13,45.13,45.13,45.13,45.13,45.13
2000,201,SB,992.1,992.1,1.719,1.719,1.719,1.719,1.719,1.719,1.719,44.7,44.7,44.7,44.7,44.7,44.7,44.7
2000,202,SB,930,930,1.812,1.812,1.812,1.812,1.812,1.812,1.812,44.29,44.29,44.29,44.29,44.29,44.29,44.29
2000,203,SB,886.5,886.5,1.82,1.82,1.82,1.82,1.82,1.82,1.82,45.14,45.14,45.14,45.14,45.14,45.14,45.14
2000,204,SB,868.8,868.8,1.697,1.697,1.697,1.697,1.697,1.697,1.697,44.8,44.8,44.8,44.8,44.8,44.8,44.8
2000,205,SB,961.7,961.7,1.564,1.564,1.564,1.564,1.564,1.564,1.564,44.9,44.9,44.9,44.9,44.9,44.9,44.9
2000,206,SB,660.7,660.7,1.714,1.714,1.714,1.714,1.714,1.714,1.714,45.07,45.07,45.07,45.07,45.07,45.07,45.07
2000,207,SB,1107.32,1107.32,1.823,1.823,1.823,1.823,1.823,1.823,1.823,44.49,44.49,44.49,44.49,44.49,44.49,44.49
2000,208,SB,795.42,795.42,1.934,1.934,1.934,1.934,1.934,1.934,1.934,45.34,45.34,45.34,45.34,45.34,45.34,45.34
2000,209,SB,779.72,779.72,2.284,2.284,2.284,2.284,2.284,2.284,2.284,45.74,45.74,45.74,45.74,45.74,45.74,45.74
2000,210,SB,876.12,876.12,2.085,2.085,2.085,2.085,2.085,2.085,2.085,45.27,45.27,45.27,45.27,45.27,45.27,45.27
2000,211,SB,895.02,895.02,1.574,1.574,1.574,1.574,1.574,1.574,1.574,44.82,44.82,44.82,44.82,44.82,44.82,44.82
2000,212,SB,1034.72,1034.72,1.513,1.513,1.513,1.513,1.513,1.513,1.513,44.5,44.5,44.5,44.5,44.5,44.5,44.5
2000,213,SB,,,,0,,,,,,,0,,,,,
2000,214,SB,588.32,588.32,1.555,1.555,1.555,1.555,1.555,1.555,1.555,45.13,45.13,45.13,45.13,45.13,45.13,45.13
2000,215,SB,858.2,858.2,1.913,1.913,1.913,1.913,1.913,1.913,1.913,45.35,45.35,45.35,45.35,45.35,45.35,45.35
2000,216,SB,845.2,845.2,2.234,2.234,2.234,2.234,2.234,2.234,2.234,45.76,45.76,45.76,45.76,45.76,45.76,45.76
2000,217,SB,1015.8,1015.8,1.906,1.906,1.906,1.906,1.906,1.906,1.906,44.87,44.87,44.87,44.87,44.87,44.87,44.87
2000,218,SB,1145.5,1145.5,1.539,1.539,1.539,1.539,1.539,1.539,1.539,44.66,44.66,44.66,44.66,44.66,44.66,44.66
2000,219,SB,1177.4,1177.4,1.546,1.546,1.546,1.546,1.546,1.546,1.546,44.98,44.98,44.98,44.98,44.98,44.98,44.98
2000,220,SB,1143.2,1143.2,1.747,1.747,1.747,1.747,1.747,1.747,1.747,44.56,44.56,44.56,44.56,44.56,44.56,44.56
2000,221,SB,1098.5,1098.5,1.53,1.53,1.53,1.53,1.53,1.53,1.53,44.62,44.62,44.62,44.62,44.62,44.62,44.62
2000,222,SB,956.3,956.3,1.51,1.51,1.51,1.51,1.51,1.51,1.51,44.66,44.66,44.66,44.66,44.66,44.66,44.66
2000,223,SB,1110.3,1110.3,1.7,1.7,1.7,1.7,1.7,1.7,1.7,45.2,45.2,45.2,45.2,45.2,45.2,45.2
2000,224,SB,579.4,579.4,1.485,1.485,1.485,1.485,1.485,1.485,1.485,45.02,45.02,45.02,45.02,45.02,45.02,45.02
2000,225,SB,733.4,733.4,1.638,1.638,1.638,1.638,1.638,1.638,1.638,45.19,45.19,45.19,45.19,45.19,45.19,45.19
2000,226,SB,1311.7,1311.7,1.479,1.479,1.479,1.479,1.479,1.479,1.479,44.23,44.23,44.23,44.23,44.23,44.23,44.23
2000,227,SB,866.6,866.6,1.931,1.931,1.931,1.931,1.931,1.931,1.931,45.32,45.32,45.32,45.32,45.32,45.32,45.32
2000,228,SB,674.8,674.8,1.976,1.976,1.976,1.976,1.976,1.976,1.976,45.58,45.58,45.58,45.58,45.58,45.58,45.58
2000,229,SB,1143,1143,1.614,1.614,1.614,1.614,1.614,1.614,1.614,44.91,44.91,44.91,44.91,44.91,44.91,44.91
2000,230,SB,861.9,861.9,1.806,1.806,1.806,1.806,1.806,1.806,1.806,45.25,45.25,45.25,45.25,45.25,45.25,45.25
2000,231,SB,831.92,831.92,1.604,1.604,1.604,1.604,1.604,1.604,1.604,45.05,45.05,45.05,45.05,45.05,45.05,45.05
2000,232,SB,681.32,681.32,1.614,1.614,1.614,1.614,1.614,1.614,1.614,45.03,45.03,45.03,45.03,45.03,45.03,45.03
2000,233,SB,738.32,738.32,1.475,1.475,1.475,1.475,1.475,1.475,1.475,44.92,44.92,44.92,44.92,44.92,44.92,44.92
2000,234,SB,894.52,894.52,1.697,1.697,1.697,1.697,1.697,1.697,1.697,44.05,44.05,44.05,44.05,44.05,44.05,44.05
2000,235,SB,914.92,914.92,1.893,1.893,1.893,1.893,1.893,1.893,1.893,44.34,44.34,44.34,44.34,44.34,44.34,44.34
2000,236,SB,898.32,898.32,1.946,1.946,1.946,1.946,1.946,1.946,1.946,44.13,44.13,44.13,44.13,44.13,44.13,44.13
2000,237,SB,837.52,837.52,2.367,2.367,2.367,2.367,2.367,2.367,2.367,45.11,45.11,45.11,45.11,45.11,45.11,45.11
2000,238,SB,1054.92,1054.92,1.765,1.765,1.765,1.765,1.765,1.765,1.765,44.11,44.11,44.11,44.11,44.11,44.11,44.11
2000,239,SB,699.52,699.52,1.924,1.924,1.924,1.924,1.924,1.924,1.924,44.36,44.36,44.36,44.36,44.36,44.36,44.36
2000,240,SB,1234.9,1234.9,1.911,1.911,1.911,1.911,1.911,1.911,1.911,44.51,44.51,44.51,44.51,44.51,44.51,44.51
2000,241,SB,,,,0,,,,,,,0,,,,,
2000,242,SB,960.8,960.8,1.641,1.641,1.641,1.641,1.641,1.641,1.641,44.05,44.05,44.05,44.05,44.05,44.05,44.05
2000,243,SB,1365,1365,1.554,1.554,1.554,1.554,1.554,1.554,1.554,44.02,44.02,44.02,44.02,44.02,44.02,44.02
2000,244,SB,1067.1,1067.1,1.539,1.539,1.539,1.539,1.539,1.539,1.539,43.89,43.89,43.89,43.89,43.89,43.89,43.89
2000,245,SB,669.7,669.7,1.496,1.496,1.496,1.496,1.496,1.496,1.496,44.27,44.27,44.27,44.27,44.27,44.27,44.27
2000,246,SB,976.9,976.9,1.659,1.659,1.659,1.659,1.659,1.659,1.659,44.33,44.33,44.33,44.33,44.33,44.33,44.33
2000,247,SB,1076.1,1076.1,1.779,1.779,1.779,1.779,1.779,1.779,1.779,44.55,44.55,44.55,44.55,44.55,44.55,44.55
2000,248,SB,806.1,806.1,1.762,1.762,1.762,1.762,1.762,1.762,1.762,44.58,44.58,44.58,44.58,44.58,44.58,44.58
2000,249,SB,1191.2,1191.2,1.694,1.694,1.694,1.694,1.694,1.694,1.694,44.31,44.31,44.31,44.31,44.31,44.31,44.31
2000,250,SB,894.1,894.1,1.636,1.636,1.636,1.636,1.636,1.636,1.636,44.07,44.07,44.07,44.07,44.07,44.07,44.07
2000,251,SB,894.6,894.6,1.594,1.594,1.594,1.594,1.594,1.594,1.594,44.31,44.31,44.31,44.31,44.31,44.31,44.31
2000,252,SB,795.9,795.9,1.607,1.607,1.607,1.607,1.607,1.607,1.607,44.33,44.33,44.33,44.33,44.33,44.33,44.33
2000,253,SB,768.02,768.02,2.113,2.113,2.113,2.113,2.113,2.113,2.113,44.47,44.47,44.47,44.47,44.47,44.47,44.47
2000,254,SB,704.92,704.92,1.698,1.698,1.698,1.698,1.698,1.698,1.698,44.31,44.31,44.31,44.31,44.31,44.31,44.31
2000,255,SB,964.92,964.92,1.659,1.659,1.659,1.659,1.659,1.659,1.659,43.75,43.75,43.75,43.75,43.75,43.75,43.75
2000,256,SB,814.92,814.92,1.925,1.925,1.925,1.925,1.925,1.925,1.925,44.68,44.68,44.68,44.68,44.68,44.68,44.68
2000,257,SB,1010.62,1010.62,2.064,2.064,2.064,2.064,2.064,2.064,2.064,44.51,44.51,44.51,44.51,44.51,44.51,44.51
2000,258,SB,682.92,682.92,1.674,1.674,1.674,1.674,1.674,1.674,1.674,44.14,44.14,44.14,44.14,44.14,44.14,44.14
2000,259,SB,1130.82,1130.82,2.088,2.088,2.088,2.088,2.088,2.088,2.088,44.86,44.86,44.86,44.86,44.86,44.86,44.86
2000,260,SB,692.42,692.42,1.601,1.601,1.601,1.601,1.601,1.601,1.601,44.71,44.71,44.71,44.71,44.71,44.71,44.71
2000,261,SB,1104.02,1104.02,1.791,1.791,1.791,1.791,1.791,1.791,1.791,44.11,44.11,44.11,44.11,44.11,44.11,44.11
2000,262,SB,1056,1056,1.858,1.858,1.858,1.858,1.858,1.858,1.858,44.6,44.6,44.6,44.6,44.6,44.6,44.6
2000,263,SB,1064.7,1064.7,1.57,1.57,1.57,1.57,1.57,1.57,1.57,44.58,44.58,44.58,44.58,44.58,44.58,44.58
2000,264,SB,1218.9,1218.9,1.805,1.805,1.805,1.805,1.805,1.805,1.805,43.98,43.98,43.98,43.98,43.98,43.98,43.98
2000,265,SB,1117.8,1117.8,1.594,1.594,1.594,1.594,1.594,1.594,1.594,44.21,44.21,44.21,44.21,44.21,44.21,44.21
2000,266,SB,919.8,919.8,1.521,1.521,1.521,1.521,1.521,1.521,1.521,43.78,43.78,43.78,43.78,43.78,43.78,43.78
2000,267,SB,1186.7,1186.7,1.849,1.849,1.849,1.849,1.849,1.849,1.849,44.63,44.63,44.63,44.63,44.63,44.63,44.63
2000,268,SB,1086.1,1086.1,1.426,1.426,1.426,1.426,1.426,1.426,1.426,43.99,43.99,43.99,43.99,43.99,43.99,43.99
2000,269,SB,1163.8,1163.8,1.409,1.409,1.409,1.409,1.409,1.409,1.409,48.36,48.36,48.36,48.36,,,
2000,270,SB,1040.7,1040.7,1.835,1.835,1.835,1.835,1.835,1.835,1.835,44.54,44.54,44.54,44.54,44.54,44.54,44.54
2000,271,SB,927.6,927.6,1.744,1.744,1.744,1.744,1.744,1.744,1.744,44.32,44.32,44.32,44.32,44.32,44.32,44.32
2000,272,SB,1302.3,1302.3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,44.12,44.12,44.12,44.12,44.12,44.12,44.12
2000,273,SB,964.4,964.4,1.837,1.837,1.837,1.837,1.837,1.837,1.837,44.07,44.07,44.07,44.07,44.07,44.07,44.07
2000,274,SB,870.3,870.3,1.712,1.712,1.712,1.712,1.712,1.712,1.712,43.87,43.87,43.87,43.87,43.87,43.87,43.87
2000,275,SB,1213.1,1213.1,1.879,1.879,1.879,1.879,1.879,1.879,1.879,44.51,44.51,44.51,44.51,44.51,44.51,44.51
2000,276,SB,939.9,939.9,1.778,1.778,1.778,1.778,1.778,1.778,1.778,44.28,44.28,44.28,44.28,44.28,44.28,44.28
2000,277,SB,745.82,745.82,1.67,1.67,1.67,1.67,1.67,1.67,1.67,44.5,44.5,44.5,44.5,44.5,44.5,44.5
2000,278,SB,973.22,973.22,1.654,1.654,1.654,1.654,1.654,1.654,1.654,44.65,44.65,44.65,44.65,44.65,44.65,44.65
2000,279,SB,1098.42,1098.42,1.925,1.925,1.925,1.925,1.925,1.925,1.925,44.47,44.47,44.47,44.47,44.47,44.47,44.47
2000,280,SB,877.22,877.22,1.524,1.524,1.524,1.524,1.524,1.524,1.524,44.4,44.4,44.4,44.4,44.4,44.4,44.4
2000,281,SB,971.42,971.42,1.818,1.818,1.818,1.818,1.818,1.818,1.818,44.38,44.38,44.38,44.38,44.38,44.38,44.38
2000,282,SB,1118.82,1118.82,1.856,1.856,1.856,1.856,1.856,1.856,1.856,44.76,44.76,44.76,44.76,44.76,44.76,44.76
2000,283,SB,1075.42,1075.42,1.961,1.961,1.961,1.961,1.961,1.961,1.961,44.49,44.49,44.49,44.49,44.49,44.49,44.49
2000,284,SB,739.42,739.42,1.954,1.954,1.954,1.954,1.954,1.954,1.954,44.42,44.42,44.42,44.42,44.42,44.42,44.42
2000,285,SB,1188.1,1188.1,1.742,1.742,1.742,1.742,1.742,1.742,1.742,44.94,44.94,44.94,44.94,44.94,44.94,44.94
2000,286,SB,1130.9,1130.9,1.692,1.692,1.692,1.692,1.692,1.692,1.692,44.66,44.66,44.66,44.66,44.66,44.66,44.66
2000,287,SB,961.6,961.6,1.702,1.702,1.702,1.702,1.702,1.702,1.702,44.6,44.6,44.6,44.6,44.6,44.6,44.6
2000,288,SB,1136.5,1136.5,1.564,1.564,1.564,1.564,1.564,1.564,1.564,43.98,43.98,43.98,43.98,43.98,43.98,43.98
2000,289,SB,1103.2,1103.2,1.498,1.498,1.498,1.498,1.498,1.498,1.498,44.31,44.31,44.31,44.31,44.31,44.31,44.31
2000,290,SB,1072.4,1072.4,1.528,1.528,1.528,1.528,1.528,1.528,1.528,43.69,43.69,43.69,43.69,43.69,43.69,43.69
2000,291,SB,754.8,754.8,1.782,1.782,1.782,1.782,1.782,1.782,1.782,44.06,44.06,44.06,44.06,44.06,44.06,44.06
2000,292,SB,,,,0,,,,,,,0,,,,,
2000,293,SB,829.5,829.5,1.911,1.911,1.911,1.911,1.911,1.911,1.911,44.61,44.61,44.61,44.61,44.61,44.61,44.61
2000,297,SB,865.7,865.7,2.083,2.083,2.083,2.083,2.083,2.083,2.083,44.79,44.79,44.79,44.79,44.79,44.79,44.79
2000,298,SB,1071.6,1071.6,1.37,1.37,1.37,1.37,1.37,1.37,1.37,44.1,44.1,44.1,44.1,44.1,44.1,44.1
2000,299,SB,1138.9,1138.9,2,2,2,2,2,2,2,44.62,44.62,44.62,44.62,44.62,44.62,44.62
2000,300,SB,1028.7,1028.7,1.734,1.734,1.734,1.734,1.734,1.734,1.734,44.74,44.74,44.74,44.74,44.74,44.74,44.74
2000,301,SB,1070.8,1070.8,1.779,1.779,1.779,1.779,1.779,1.779,1.779,44.68,44.68,44.68,44.68,44.68,44.68,44.68
2000,302,SB,1106.82,1106.82,1.839,1.839,1.839,1.839,1.839,1.839,1.839,44.48,44.48,44.48,44.48,44.48,44.48,44.48
2000,303,SB,989.52,989.52,1.727,1.727,1.727,1.727,1.727,1.727,1.727,44.75,44.75,44.75,44.75,44.75,44.75,44.75
2000,304,SB,848.12,848.12,1.492,1.492,1.492,1.492,1.492,1.492,1.492,44.15,44.15,44.15,44.15,44.15,44.15,44.15
2000,305,SB,1094.42,1094.42,1.754,1.754,1.754,1.754,1.754,1.754,1.754,44.88,44.88,44.88,44.88,44.88,44.88,44.88
2000,306,SB,987.22,987.22,1.714,1.714,1.714,1.714,1.714,1.714,1.714,44.16,44.16,44.16,44.16,44.16,44.16,44.16
2000,307,SB,1321.92,1321.92,1.648,1.648,1.648,1.648,1.648,1.648,1.648,44.1,44.1,44.1,44.1,44.1,44.1,44.1
2000,308,SB,1271.92,1271.92,2.096,2.096,2.096,2.096,2.096,2.096,2.096,44.7,44.7,44.7,44.7,44.7,44.7,44.7
2000,309,SB,937.82,937.82,1.646,1.646,1.646,1.646,1.646,1.646,1.646,43.89,43.89,43.89,43.89,43.89,43.89,43.89
2000,310,SB,1231.1,1231.1,1.396,1.396,1.396,1.396,1.396,1.396,1.396,44.21,44.21,44.21,44.21,44.21,44.21,44.21
2000,311,SB,1174.7,1174.7,,0,,,,,,,0,,,,,
2000,312,SB,1130.7,1130.7,1.352,1.352,1.352,1.352,1.352,1.352,1.352,44.25,44.25,44.25,44.25,44.25,44.25,44.25
2000,313,SB,1007.9,1007.9,1.465,1.465,1.465,1.465,1.465,1.465,1.465,43.94,43.94,43.94,43.94,43.94,43.94,43.94
2000,314,SB,929.3,929.3,1.533,1.533,1.533,1.533,1.533,1.533,1.533,44.46,44.46,44.46,44.46,44.46,44.46,44.46
2000,315,SB,,,,0,,,,,,,0,,,,,
2000,316,SB,,,,0,,,,,,,0,,,,,
2000,323,SB,1153.4,1153.4,2.059,2.059,2.059,2.059,2.059,2.059,2.059,44.75,44.75,44.75,44.75,44.75,44.75,44.75
2000,324,SB,957.2,957.2,1.732,1.732,1.732,1.732,1.732,1.732,1.732,44.69,44.69,44.69,44.69,44.69,44.69,44.69
2000,325,SB,1080.4,1080.4,1.695,1.695,1.695,1.695,1.695,1.695,1.695,44.84,44.84,44.84,44.84,44.84,44.84,44.84
2000,326,SB,983.7,983.7,1.78,1.78,1.78,1.78,1.78,1.78,1.78,44.2,44.2,44.2,44.2,44.2,44.2,44.2
2000,327,SB,1101.42,1101.42,1.339,1.339,1.339,1.339,1.339,1.339,1.339,44.14,44.14,44.14,44.14,44.14,44.14,44.14
2000,328,SB,1031.32,1031.32,1.655,1.655,1.655,1.655,1.655,1.655,1.655,44.59,44.59,44.59,44.59,44.59,44.59,44.59
2000,329,SB,1208.42,1208.42,2.062,2.062,2.062,2.062,2.062,2.062,2.062,45.12,45.12,45.12,45.12,45.12,45.12,45.12
2000,330,SB,1104.12,1104.12,1.74,1.74,1.74,1.74,1.74,1.74,1.74,44.12,44.12,44.12,44.12,44.12,44.12,44.12
2000,331,SB,977.92,977.92,1.779,1.779,1.779,1.779,1.779,1.779,1.779,44.55,44.55,44.55,44.55,44.55,44.55,44.55
2000,332,SB,1080.32,1080.32,1.558,1.558,1.558,1.558,1.558,1.558,1.558,44.67,44.67,44.67,44.67,44.67,44.67,44.67
2000,333,SB,1074.22,1074.22,1.757,1.757,1.757,1.757,1.757,1.757,1.757,44.87,44.87,44.87,44.87,44.87,44.87,44.87
2000,334,SB,1059.82,1059.82,1.662,1.662,1.662,1.662,1.662,1.662,1.662,44.19,44.19,44.19,44.19,44.19,44.19,44.19
2000,335,SB,1229.7,1229.7,1.734,1.734,1.734,1.734,1.734,1.734,1.734,44.74,44.74,44.74,44.74,44.74,44.74,44.74
2000,336,SB,1257.5,1257.5,1.491,1.491,1.491,1.491,1.491,1.491,1.491,43.79,43.79,43.79,43.79,43.79,43.79,43.79
2000,337,SB,1042.8,1042.8,1.571,1.571,1.571,1.571,1.571,1.571,1.571,43.89,43.89,43.89,43.89,43.89,43.89,43.89
2000,338,SB,1035.7,1035.7,0.9685,0.9685,0.9685,0.9685,0.9685,0.9685,0.9685,44.61,44.61,44.61,44.61,44.61,44.61,44.61
2000,348,SB,1045.3,1045.3,1.468,1.468,1.468,1.468,1.468,1.468,1.468,44.94,44.94,44.94,44.94,44.94,44.94,44.94
2000,349,SB,1212,1212,1.165,1.165,1.165,1.165,1.165,1.165,1.165,44.67,44.67,44.67,44.67,44.67,44.67,44.67
2000,350,SB,917.12,917.12,1.251,1.251,1.251,1.251,1.251,1.251,1.251,44.89,44.89,44.89,44.89,44.89,44.89,44.89
2000,351,SB,845.92,845.92,1.411,1.411,1.411,1.411,1.411,1.411,1.411,45.03,45.03,45.03,45.03,45.03,45.03,45.03
2000,352,SB,1038.42,1038.42,1.486,1.486,1.486,1.486,1.486,1.486,1.486,44.53,44.53,44.53,44.53,44.53,44.53,44.53
2000,353,SB,1100.42,1100.42,1.402,1.402,1.402,1.402,1.402,1.402,1.402,45.02,45.02,45.02,45.02,45.02,45.02,45.02
2000,354,SB,990.42,990.42,1.783,1.783,1.783,1.783,1.783,1.783,1.783,45.22,45.22,45.22,45.22,45.22,45.22,45.22
2000,355,SB,1179.52,1179.52,1.309,1.309,1.309,1.309,1.309,1.309,1.309,44.96,44.96,44.96,44.96,44.96,44.96,44.96
2000,356,SB,978.72,978.72,1.391,1.391,1.391,1.391,1.391,1.391,1.391,44.85,44.85,44.85,44.85,44.85,44.85,44.85
2000,357,SB,843.62,843.62,1.476,1.476,1.476,1.476,1.476,1.476,1.476,45.11,45.11,45.11,45.11,45.11,45.11,45.11
2000,358,SB,897.72,897.72,1.206,1.206,1.206,1.206,1.206,1.206,1.206,44.84,44.84,44.84,44.84,44.84,44.84,44.84
2000,359,SB,958.3,958.3,1.372,1.372,1.372,1.372,1.372,1.372,1.372,44.41,44.41,44.41,44.41,44.41,44.41,44.41
2000,360,SB,1008.2,1008.2,1.047,1.047,1.047,1.047,1.047,1.047,1.047,44.69,44.69,44.69,44.69,44.69,44.69,44.69
2000,371,SB,920.1,920.1,1.967,1.967,1.967,1.967,1.967,1.967,1.967,44.78,44.78,44.78,44.78,44.78,44.78,44.78
2000,372,SB,1002.32,1002.32,1.23,1.23,1.23,1.23,1.23,1.23,1.23,44.63,44.63,44.63,44.63,44.63,44.63,44.63
2000,373,SB,1066.12,1066.12,1.61,1.61,1.61,1.61,1.61,1.61,1.61,45.05,45.05,45.05,45.05,45.05,45.05,45.05
2000,374,SB,930.82,930.82,1.311,1.311,1.311,1.311,1.311,1.311,1.311,44.44,44.44,44.44,44.44,44.44,44.44,44.44
2000,375,SB,932.02,932.02,1.182,1.182,1.182,1.182,1.182,1.182,1.182,44.69,44.69,44.69,44.69,44.69,44.69,44.69
2000,376,SB,917.82,917.82,1.261,1.261,1.261,1.261,1.261,1.261,1.261,44.38,44.38,44.38,44.38,44.38,44.38,44.38
2000,377,SB,763.52,763.52,1.301,1.301,1.301,1.301,1.301,1.301,1.301,44.49,44.49,44.49,44.49,44.49,44.49,44.49
2000,378,SB,897.82,897.82,1.631,1.631,1.631,1.631,1.631,1.631,1.631,45.14,45.14,45.14,45.14,45.14,45.14,45.14
2000,379,SB,834.72,834.72,1.224,1.224,1.224,1.224,1.224,1.224,1.224,44.85,44.85,44.85,44.85,44.85,44.85,44.85
2000,380,SB,1057.92,1057.92,1.341,1.341,1.341,1.341,1.341,1.341,1.341,44.69,44.69,44.69,44.69,44.69,44.69,44.69
2000,381,SB,866.7,866.7,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,0.9372,44.6,44.6,44.6,44.6,44.6,44.6,44.6
2000,394,SB,1041.7,1041.7,1.901,1.901,1.901,1.901,1.901,1.901,1.901,45.46,45.46,45.46,45.46,45.46,45.46,45.46
2000,395,SB,1008.62,1008.62,1.329,1.329,1.329,1.329,1.329,1.329,1.329,45.07,45.07,45.07,45.07,45.07,45.07,45.07
2000,396,SB,741.22,741.22,1.721,1.721,1.721,1.721,1.721,1.721,1.721,44.21,44.21,44.21,44.21,44.21,44.21,44.21
2000,397,SB,674.22,674.22,1.233,1.233,1.233,1.233,1.233,1.233,1.233,44.81,44.81,44.81,44.81,44.81,44.81,44.81
2000,398,SB,880.02,880.02,1.195,1.195,1.195,1.195,1.195,1.195,1.195,44.8,44.8,44.8,44.8,44.8,44.8,44.8
