HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,GrainSampleArea_P1,GrainMassWet_P1,GrainMassWetInGrainSample_P1,GrainMassWetInGrainSample_P2,GrainMassOvenDryInGrainSample_P1,GrainMassOvenDryInGrainSample_P2,GrainMassAirDry_P1,GrainMassOvenDry_P1,GrainMassOvenDry_P2,GrainMoistureProportion_P2,GrainMoisture_P1,GrainProtein_P1,GrainStarch_P1,GrainWGlutDM_P1,GrainOilDM_P1,GrainTestWeight_P1,GrainCarbon_P1,GrainNitrogen_P1,GrainSulfur_P1,BiomassSampleArea_P1,BiomassWet_P1,BiomassAirDry_P1,GrainMassWetInBiomassSample_P1,GrainMassOvenDryInBiomassSample_P1,GrainMassOvenDryInBiomassSample_P2,ResidueMassWetSubsample_P1,ResidueMassOvenDrySubsample_P1,ResidueMoistureProportionSubsample_P2,ResidueCarbon_P1,ResidueNitrogen_P1,ResidueSulfur_P1,Comments_P1,GrainYieldWet_P2,GrainYieldAirDry_P2,GrainYieldOvenDry_P2,ResidueMassWet_P2,ResidueMassOvenDry_P2,ResidueMassWetPerArea_P2,ResidueMassOvenDryPerArea_P2,ResidueMassAirDry_P2,ResidueMassAirDryPerArea_P2
2003,422,-117.081933,46.783428,,WW,2.032,907.0,907.0,,881.0,,,881.0,,0.02866593164277839,,,,,,,44.57,2.028,0.2082,0.0,0.0,,0.0,0.0,,,,,,,,,446.3582677165354,,433.56299212598424,,,,,,
2003,423,-117.08148355,46.78355263,,WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,424,-117.081097,46.783569,,WW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,425,-117.080679,46.783425,,SC,2.032,216.0,216.0,,211.0,,,211.0,,0.023148148148148147,,,,,,,60.148,3.7775,0.6979,0.0,0.0,,0.0,0.0,,,,,,,,,106.2992125984252,,103.83858267716535,,,,,,
2004,1,-117.087514,46.778729,,SC,2.0,605.0,605.0,,581.0,,,581.0,,0.03966942148760331,,,,,,,61.292,3.792,0.5879,0.0,0.0,,0.0,0.0,,,,,,,,,302.5,,290.5,,,,,,
2004,2,-117.08706455,46.77869163,,SP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,3,-117.086678,46.778791,,SP,2.0,389.0,389.0,,361.0,,,361.0,,0.07197943444730077,,,,,,,44.9,4.091,0.2481,0.0,0.0,,0.0,0.0,,,,,,,,,194.5,,180.5,,,,,,
2004,4,-117.08626,46.778761,,SB,2.032,848.0,848.0,,803.0,,,803.0,,0.05306603773584906,,,,,,,45.23,1.415,0.1389,0.0,0.0,,0.0,0.0,,,,,,,,,417.3228346456693,,395.1771653543307,,,,,,
2004,5,-117.085842,46.778666,,SW,0.0,1113.0,0.0,,0.0,,,1040.0,,0.06558849955076371,,,,,,,45.56,2.919,0.2268,2.032,3396.0,,1113.0,1040.0,,168.0,160.0,0.047619047619047616,,,,,547.7362204724409,,511.81102362204723,2283.0,2174.285714285714,1123.523622047244,1070.0224971878515,,
2004,6,-117.08541875,46.77877321,,SW,0.0,1052.0,0.0,,0.0,,,990.0,,0.058935361216730035,,,,,,,44.78,2.724,0.1985,2.032,2822.0,,1052.0,990.0,,165.0,157.0,0.048484848484848485,,,,,517.7165354330708,,487.20472440944883,1770.0,1684.1818181818182,871.0629921259842,828.8296349319971,,
2004,7,-117.085006,46.778632,,SW,0.0,982.0,0.0,,0.0,,,920.0,,0.06313645621181263,,,,,,,44.45,2.808,0.1916,2.032,2804.0,,982.0,920.0,,118.0,110.0,0.06779661016949153,,,,,483.26771653543307,,452.755905511811,1822.0,1698.4745762711864,896.6535433070866,835.8634725744027,,
2004,8,-117.084588,46.778721,,SW,0.0,1061.0,0.0,,0.0,,,989.0,,0.06786050895381715,,,,,,,45.46,2.853,0.219,2.032,2882.0,,1061.0,989.0,,181.0,172.0,0.049723756906077346,,,,,522.1456692913385,,486.71259842519686,1821.0,1730.4530386740332,896.1614173228346,851.6009048592683,,
2004,9,-117.08417,46.778674,,SW,0.0,1189.0,0.0,,0.0,,,1107.0,,0.06896551724137931,,,,,,,45.18,2.842,0.217,2.032,3584.0,,1189.0,1107.0,,223.0,212.0,0.04932735426008968,,,,,585.1377952755905,,544.7834645669291,2395.0,2276.8609865470853,1178.6417322834645,1120.5024540093923,,
2004,10,-117.083752,46.778737,,SW,0.0,747.0,0.0,,0.0,,,707.0,,0.0535475234270415,,,,,,,44.97,2.863,0.2007,2.032,2680.0,,747.0,707.0,,221.0,211.0,0.04524886877828054,,,,,367.61811023622045,,347.93307086614175,1933.0,1845.5339366515836,951.279527559055,908.2352050450706,,
2004,11,-117.083334,46.778658,,SW,0.0,612.0,0.0,,0.0,,,575.0,,0.06045751633986928,,,,,,,44.62,2.777,0.2028,2.032,2261.0,,612.0,575.0,,154.0,145.0,0.05844155844155844,,,,,301.18110236220474,,282.9724409448819,1649.0,1552.6298701298701,811.5157480314961,764.0895030166683,,
2004,12,-117.08293984,46.77873108,,SW,0.0,824.0,0.0,,0.0,,,768.0,,0.06796116504854369,,,,,,,45.47,2.858,0.2058,2.032,2204.0,,824.0,768.0,,165.0,158.0,0.04242424242424243,,,,,405.51181102362204,,377.9527559055118,1380.0,1321.4545454545455,679.1338582677165,650.3221188260559,,
2004,13,-117.082498,46.778764,,WW,2.032,1063.0,1063.0,,991.0,,,991.0,,0.06773283160865474,,,,,,,44.66,1.865,0.168,0.0,0.0,,0.0,0.0,,,,,,,,,523.1299212598425,,487.6968503937008,,,,,,
2004,14,-117.08163216,46.77868863,,WW,2.032,962.0,962.0,,900.0,,,900.0,,0.06444906444906445,,,,,,,45.37,2.404,0.2059,0.0,0.0,,0.0,0.0,,,,,,,,,473.4251968503937,,442.9133858267717,,,,,,
2004,15,-117.081244,46.778707,,WW,2.032,1361.0,1361.0,,1251.0,,,1251.0,,0.08082292432035268,,,,,,,45.05,2.246,0.1971,0.0,0.0,,0.0,0.0,,,,,,,,,669.7834645669291,,615.6496062992126,,,,,,
2004,16,-117.080408,46.778826,,WW,2.032,1320.0,1320.0,,1232.0,,,1232.0,,0.06666666666666667,,,,,,,45.21,1.803,0.1553,0.0,0.0,,0.0,0.0,,,,,,,,,649.6062992125984,,606.2992125984252,,,,,,
2004,17,-117.07999,46.778797,,WW,2.032,1358.0,1358.0,,1273.0,,,1273.0,,0.0625920471281296,,,,,,,45.16,2.129,0.1725,0.0,0.0,,0.0,0.0,,,,,,,,,668.3070866141733,,626.4763779527559,,,,,,
2004,18,-117.08888012,46.77895174,,WB,2.032,856.0,856.0,,812.0,,,812.0,,0.0514018691588785,,,,,,,44.17,1.988,0.1634,0.0,0.0,,0.0,0.0,,,,,,,,,421.25984251968504,,399.6062992125984,,,,,,
2004,19,-117.08846626,46.77882662,,WP,2.0,147.0,147.0,,137.0,,,137.0,,0.06802721088435375,,,,,,,45.45,2.503,0.2421,0.0,0.0,,0.0,0.0,,,,,,,,,73.5,,68.5,,,,,,
2004,20,-117.088064,46.778867,,WP,2.0,569.0,569.0,,531.0,,,531.0,,0.06678383128295255,,,,,,,44.85,2.96,0.2065,0.0,0.0,,0.0,0.0,,,,,,,,,284.5,,265.5,,,,,,
2004,21,-117.087646,46.778842,,SC,2.0,445.0,445.0,,426.0,,,426.0,,0.04269662921348315,,,,,,,61.434,3.6307,0.528,0.0,0.0,,0.0,0.0,,,,,,,,,222.5,,213.0,,,,,,
2004,22,-117.087228,46.779015,,SC,2.0,498.0,498.0,,476.0,,,476.0,,0.04417670682730924,,,,,,,61.235,3.7845,0.5878,0.0,0.0,,0.0,0.0,,,,,,,,,249.0,,238.0,,,,,,
2004,23,-117.08683097,46.77900278,,SC,0.0,517.0,0.0,,0.0,,,497.0,,0.03868471953578337,,,,,,,61.481,3.3968,0.533,2.0,1558.0,,517.0,497.0,,163.0,143.0,0.12269938650306748,,,,,258.5,,248.5,1041.0,913.2699386503068,520.5,456.6349693251534,,
2004,24,-117.086392,46.779077,,SP,0.0,218.0,0.0,,0.0,,,202.0,,0.07339449541284404,,,,,,,44.96,4.192,0.2516,2.0,782.0,,218.0,202.0,,225.0,215.0,0.044444444444444446,,,,,109.0,,101.0,564.0,538.9333333333333,282.0,269.46666666666664,,
2004,25,-117.085974,46.779047,,SB,2.032,997.0,997.0,,936.0,,,936.0,,0.06118355065195587,,,,,,,44.52,1.317,0.1346,0.0,0.0,,0.0,0.0,,,,,,,,,490.64960629921256,,460.6299212598425,,,,,,
2004,26,-117.085556,46.778952,,SW,0.0,1057.0,0.0,,0.0,,,996.0,,0.05771050141911069,,,,,,,44.69,2.329,0.1721,2.032,2589.0,,1057.0,996.0,,144.0,134.0,0.06944444444444445,,,,,520.1771653543307,,490.15748031496065,1532.0,1425.611111111111,753.9370078740158,701.5802712160979,,
2004,27,-117.08511704,46.77906282,,SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,28,-117.08472,46.778918,,SW,0.0,1032.0,0.0,,0.0,,,972.0,,0.05813953488372093,,,,,,,44.92,2.708,0.1944,2.032,2785.0,,1032.0,972.0,,152.0,145.0,0.046052631578947366,,,,,507.87401574803147,,478.34645669291336,1753.0,1672.2697368421052,862.6968503937007,822.9673901782014,,
2004,29,-117.084302,46.779007,,SW,0.0,952.0,0.0,,0.0,,,893.0,,0.06197478991596639,,,,,,,45.65,2.733,0.2209,2.032,2769.0,,952.0,893.0,,181.0,172.0,0.049723756906077346,,,,,468.503937007874,,439.4685039370079,1817.0,1726.6519337016575,894.1929133858267,849.7302823334928,,
2004,30,-117.083884,46.77896,,SW,0.0,966.0,0.0,,0.0,,,903.0,,0.06521739130434782,,,,,,,44.28,2.397,0.1808,2.032,2592.0,,966.0,903.0,,192.0,181.0,0.057291666666666664,,,,,475.39370078740154,,444.3897637795275,1626.0,1532.84375,800.1968503937007,754.3522391732283,,
2004,31,-117.083466,46.779023,,SW,0.0,972.0,0.0,,0.0,,,909.0,,0.06481481481481481,,,,,,,45.57,2.473,0.2036,2.032,2529.0,,972.0,909.0,,189.0,180.0,0.047619047619047616,,,,,478.34645669291336,,447.34251968503935,1557.0,1482.857142857143,766.2401574803149,729.7525309336334,,
2004,32,-117.083048,46.778944,,SW,0.0,1026.0,0.0,,0.0,,,951.0,,0.07309941520467836,,,,,,,45.39,2.631,0.1937,2.032,2548.0,,1026.0,951.0,,227.0,215.0,0.05286343612334802,,,,,504.9212598425197,,468.01181102362204,1522.0,1441.5418502202642,749.0157480314961,709.4202018800513,,
2004,33,-117.08263,46.779013,,SW,0.0,604.0,0.0,,0.0,,,561.0,,0.07119205298013245,,,,,,,44.65,2.862,0.2003,2.032,1524.0,,604.0,561.0,,112.0,106.0,0.05357142857142857,,,,,297.244094488189,,276.0826771653543,920.0,870.7142857142857,452.755905511811,428.5011248593925,,
2004,34,-117.082212,46.77905,,WW,2.032,1423.0,1423.0,,1337.0,,,1337.0,,0.060435699226985246,,,,,,,44.98,1.917,0.1733,0.0,0.0,,0.0,0.0,,,,,,,,,700.2952755905512,,657.9724409448819,,,,,,
2004,35,-117.081794,46.778852,,WW,2.032,1102.0,1102.0,,1030.0,,,1030.0,,0.06533575317604355,,,,,,,45.06,2.012,0.1812,0.0,0.0,,0.0,0.0,,,,,,,,,542.3228346456693,,506.8897637795275,,,,,,
2004,36,-117.08140584,46.77900737,,WW,2.032,1593.0,1593.0,,1487.0,,,1487.0,,0.06654111738857502,,,,,,,45.26,1.787,0.1682,0.0,0.0,,0.0,0.0,,,,,,,,,783.9566929133858,,731.7913385826771,,,,,,
2004,37,-117.080958,46.778993,,WW,2.032,791.0,791.0,,737.0,,,737.0,,0.06826801517067003,,,,,,,44.79,1.628,0.1579,0.0,0.0,,0.0,0.0,,,,,,,,,389.2716535433071,,362.6968503937008,,,,,,
2004,38,-117.08054,46.778849,,WW,2.032,1154.0,1154.0,,1069.0,,,1069.0,,0.07365684575389948,,,,,,,45.5,1.881,0.1585,0.0,0.0,,0.0,0.0,,,,,,,,,567.9133858267717,,526.0826771653543,,,,,,
2004,39,-117.080122,46.779112,,WW,2.032,1012.0,1012.0,,941.0,,,941.0,,0.07015810276679842,,,,,,,45.49,1.702,0.1485,0.0,0.0,,0.0,0.0,,,,,,,,,498.0314960629921,,463.09055118110234,,,,,,
2004,40,-117.079704,46.779083,,WW,2.032,1073.0,1073.0,,1013.0,,,1013.0,,0.05591798695246971,,,,,,,44.74,1.878,0.1603,0.0,0.0,,0.0,0.0,,,,,,,,,528.0511811023622,,498.5236220472441,,,,,,
2004,41,-117.079286,46.779047,,WW,2.032,725.0,725.0,,678.0,,,678.0,,0.06482758620689655,,,,,,,45.56,2.457,0.1914,0.0,0.0,,0.0,0.0,,,,,,,,,356.79133858267716,,333.66141732283467,,,,,,
2004,42,-117.08870619,46.77911338,,WB,2.032,840.0,840.0,,794.0,,,794.0,,0.05476190476190476,,,,,,,45.25,1.671,0.1406,0.0,0.0,,0.0,0.0,,,,,,,,,413.3858267716535,,390.748031496063,,,,,,
2004,43,-117.088318,46.779153,,WB,2.032,1041.0,1041.0,,982.0,,,982.0,,0.056676272814601344,,,,,,,45.49,1.733,0.1558,0.0,0.0,,0.0,0.0,,,,,,,,,512.3031496062993,,483.26771653543307,,,,,,
2004,44,-117.0879,46.779128,,WP,2.0,273.0,273.0,,261.0,,,261.0,,0.04395604395604396,,,,,,,45.06,2.695,0.2584,0.0,0.0,,0.0,0.0,,,,,,,,,136.5,,130.5,,,,,,
2004,45,-117.08746351,46.77928833,,SC,2.0,413.0,413.0,,394.0,,,394.0,,0.04600484261501211,,,,,,,61.065,3.9181,0.4604,0.0,0.0,,0.0,0.0,,,,,,,,,206.5,,197.0,,,,,,
2004,46,-117.087064,46.779278,,SC,2.0,485.0,485.0,,464.0,,,464.0,,0.04329896907216495,,,,,,,62.152,3.4408,0.4711,0.0,0.0,,0.0,0.0,,,,,,,,,242.5,,232.0,,,,,,
2004,47,-117.086646,46.779363,,SC,2.0,657.0,657.0,,627.0,,,627.0,,0.045662100456621,,,,,,,61.089,3.3387,0.5412,0.0,0.0,,0.0,0.0,,,,,,,,,328.5,,313.5,,,,,,
2004,48,-117.086228,46.779333,,SP,2.0,448.0,448.0,,416.0,,,416.0,,0.07142857142857142,,,,,,,44.37,3.997,0.187,0.0,0.0,,0.0,0.0,,,,,,,,,224.0,,208.0,,,,,,
2004,49,-117.08581,46.779238,,SB,2.032,1052.0,1052.0,,993.0,,,993.0,,0.05608365019011407,,,,,,,45.47,1.506,0.1422,0.0,0.0,,0.0,0.0,,,,,,,,,517.7165354330708,,488.68110236220474,,,,,,
2004,50,-117.08533553,46.77932123,,SW,0.0,996.0,0.0,,0.0,,,934.0,,0.06224899598393574,,,,,,,43.81,2.265,0.1833,2.032,2630.0,,996.0,934.0,,118.0,113.0,0.0423728813559322,,,,,490.15748031496065,,459.64566929133855,1634.0,1564.7627118644068,804.1338582677165,770.0603896970506,,
2004,51,-117.08496351,46.77919681,,SW,0.0,952.0,0.0,,0.0,,,882.0,,0.07352941176470588,,,,,,,45.04,2.612,0.2113,2.032,2599.0,,952.0,882.0,,192.0,184.0,0.041666666666666664,,,,,468.503937007874,,434.0551181102362,1647.0,1578.375,810.5314960629921,776.7593503937007,,
2004,52,-117.084556,46.779293,,SW,0.0,1194.0,0.0,,0.0,,,1101.0,,0.07788944723618091,,,,,,,45.19,2.441,0.2005,2.032,3208.0,,1194.0,1101.0,,131.0,121.0,0.07633587786259542,,,,,587.5984251968504,,541.8307086614174,2014.0,1860.2595419847328,991.1417322834645,915.4820580633527,,
2004,53,-117.084138,46.779246,,SW,0.0,1211.0,0.0,,0.0,,,1133.0,,0.06440957886044592,,,,,,,44.6,2.586,0.1859,2.032,3370.0,,1211.0,1133.0,,169.0,161.0,0.047337278106508875,,,,,595.9645669291339,,557.5787401574803,2159.0,2056.798816568047,1062.5,1012.2041420118343,,
2004,54,-117.08372,46.779309,,SW,0.0,1268.0,0.0,,0.0,,,1178.0,,0.07097791798107256,,,,,,,45.46,2.172,0.1788,2.032,2787.0,,1268.0,1178.0,,176.0,167.0,0.05113636363636364,,,,,624.0157480314961,,579.7244094488188,1519.0,1441.3238636363635,747.5393700787401,709.3129250178954,,
2004,55,-117.083302,46.77923,,SW,0.0,1055.0,0.0,,0.0,,,990.0,,0.061611374407582936,,,,,,,44.63,2.566,0.1863,2.032,2827.0,,1055.0,990.0,,190.0,182.0,0.042105263157894736,,,,,519.1929133858267,,487.20472440944883,1772.0,1697.3894736842105,872.0472440944882,835.3294653957729,,
2004,56,-117.08290191,46.77931128,,SW,0.0,1211.0,0.0,,0.0,,,1123.0,,0.0726672171758877,,,,,,,44.58,2.522,0.1896,2.032,2971.0,,1211.0,1123.0,,223.0,213.0,0.04484304932735426,,,,,595.9645669291339,,552.6574803149606,1760.0,1681.0762331838564,866.1417322834645,827.301295858197,,
2004,57,-117.082466,46.779336,,SW,0.0,855.0,0.0,,0.0,,,800.0,,0.06432748538011696,,,,,,,45.09,2.613,0.2064,2.032,1982.0,,855.0,800.0,,191.0,184.0,0.03664921465968586,,,,,420.76771653543307,,393.7007874015748,1127.0,1085.696335078534,554.6259842519685,534.2993774992785,,
2004,58,-117.082048,46.779138,,WW,2.032,1222.0,1222.0,,1149.0,,,1149.0,,0.05973813420621931,,,,,,,45.59,2.219,0.1917,0.0,0.0,,0.0,0.0,,,,,,,,,601.3779527559055,,565.4527559055118,,,,,,
2004,59,-117.08160015,46.77925244,,WW,2.032,1568.0,1568.0,,1469.0,,,1469.0,,0.06313775510204081,,,,,,,45.14,2.028,0.1785,0.0,0.0,,0.0,0.0,,,,,,,,,771.6535433070866,,722.9330708661417,,,,,,
2004,60,-117.081212,46.779279,,WW,2.032,1510.0,1510.0,,1402.0,,,1402.0,,0.07152317880794702,,,,,,,44.98,1.856,0.1685,0.0,0.0,,0.0,0.0,,,,,,,,,743.1102362204724,,689.9606299212599,,,,,,
2004,61,-117.080794,46.779135,,WW,2.032,988.0,988.0,,917.0,,,917.0,,0.07186234817813765,,,,,,,44.68,1.808,0.1557,0.0,0.0,,0.0,0.0,,,,,,,,,486.2204724409449,,451.2795275590551,,,,,,
2004,62,-117.08039988,46.77941847,,WW,2.032,1558.0,1558.0,,1471.0,,,1471.0,,0.0558408215661104,,,,,,,45.41,1.994,0.1678,0.0,0.0,,0.0,0.0,,,,,,,,,766.7322834645669,,723.9173228346457,,,,,,
2004,63,-117.079958,46.779369,,WW,2.032,1470.0,1470.0,,1399.0,,,1399.0,,0.04829931972789116,,,,,,,44.81,1.868,0.1579,0.0,0.0,,0.0,0.0,,,,,,,,,723.4251968503937,,688.4842519685039,,,,,,
2004,64,-117.07954,46.779333,,WW,2.032,1586.0,1586.0,,1485.0,,,1485.0,,0.06368221941992434,,,,,,,45.4,1.716,0.1433,0.0,0.0,,0.0,0.0,,,,,,,,,780.511811023622,,730.8070866141733,,,,,,
2004,65,-117.079122,46.779254,,WW,2.032,1073.0,1073.0,,1003.0,,,1003.0,,0.06523765144454799,,,,,,,45.35,1.862,0.1585,0.0,0.0,,0.0,0.0,,,,,,,,,528.0511811023622,,493.6023622047244,,,,,,
2004,66,-117.07873385,46.77928646,,WW,2.032,1116.0,1116.0,,1041.0,,,1041.0,,0.06720430107526881,,,,,,,45.31,2.08,0.1754,0.0,0.0,,0.0,0.0,,,,,,,,,549.2125984251968,,512.3031496062993,,,,,,
2004,67,-117.078286,46.779271,,WW,2.032,1190.0,1190.0,,1114.0,,,1114.0,,0.06386554621848739,,,,,,,44.66,2.244,0.1796,0.0,0.0,,0.0,0.0,,,,,,,,,585.6299212598425,,548.2283464566929,,,,,,
2004,68,-117.088231,46.779439,,WB,2.032,928.0,928.0,,888.0,,,888.0,,0.04310344827586207,,,,,,,44.93,1.67,0.1585,0.0,0.0,,0.0,0.0,,,,,,,,,456.6929133858268,,437.00787401574803,,,,,,
2004,69,-117.087813,46.779414,,WP,2.0,210.0,210.0,,195.0,,,195.0,,0.07142857142857142,,,,,,,44.62,2.81,0.2541,0.0,0.0,,0.0,0.0,,,,,,,,,105.0,,97.5,,,,,,
2004,70,-117.087395,46.779587,,WP,2.0,261.0,261.0,,243.0,,,243.0,,0.06896551724137931,,,,,,,45.7,2.731,0.2214,0.0,0.0,,0.0,0.0,,,,,,,,,130.5,,121.5,,,,,,
2004,71,-117.086977,46.779564,,SC,2.0,455.0,455.0,,436.0,,,436.0,,0.041758241758241756,,,,,,,61.999,3.6857,0.4724,0.0,0.0,,0.0,0.0,,,,,,,,,227.5,,218.0,,,,,,
2004,72,-117.086559,46.779649,,SC,2.0,638.0,638.0,,606.0,,,606.0,,0.050156739811912224,,,,,,,61.291,3.6651,0.5731,0.0,0.0,,0.0,0.0,,,,,,,,,319.0,,303.0,,,,,,
2004,73,-117.08617246,46.77963697,,SC,2.0,523.0,523.0,,502.0,,,502.0,,0.040152963671128104,,,,,,,60.852,3.6704,0.5945,0.0,0.0,,0.0,0.0,,,,,,,,,261.5,,251.0,,,,,,
2004,74,-117.08569155,46.77950963,,SB,2.032,1210.0,1210.0,,1158.0,,,1158.0,,0.04297520661157025,,,,,,,44.86,1.58,0.1331,0.0,0.0,,0.0,0.0,,,,,,,,,595.4724409448819,,569.8818897637796,,,,,,
2004,75,-117.085305,46.779642,,SB,2.032,909.0,909.0,,871.0,,,871.0,,0.041804180418041806,,,,,,,45.06,1.626,0.1616,0.0,0.0,,0.0,0.0,,,,,,,,,447.34251968503935,,428.64173228346453,,,,,,
2004,76,-117.084887,46.77949,,SW,0.0,1283.0,0.0,,0.0,,,1197.0,,0.06703039750584568,,,,,,,44.23,2.372,0.1769,2.032,3393.0,,1283.0,1197.0,,132.0,125.0,0.05303030303030303,,,,,631.3976377952756,,589.0748031496063,2110.0,1998.1060606060605,1038.3858267716535,983.3199117155809,,
2004,77,-117.084469,46.779579,,SW,0.0,1321.0,0.0,,0.0,,,1230.0,,0.06888720666161999,,,,,,,45.24,2.545,0.1996,2.032,3347.0,,1321.0,1230.0,,157.0,148.0,0.05732484076433121,,,,,650.0984251968504,,605.3149606299213,2026.0,1909.8598726114649,997.0472440944882,939.8916695922563,,
2004,78,-117.084051,46.779532,,SW,0.0,1263.0,0.0,,0.0,,,1163.0,,0.0791765637371338,,,,,,,45.39,2.439,0.1992,2.032,3027.0,,1263.0,1163.0,,186.0,177.0,0.04838709677419355,,,,,621.5551181102362,,572.3425196850394,1764.0,1678.6451612903227,868.1102362204724,826.1049022098044,,
2004,79,-117.083633,46.779595,,SW,0.0,961.0,0.0,,0.0,,,890.0,,0.07388137356919876,,,,,,,45.57,2.768,0.2119,2.032,2704.0,,961.0,890.0,,182.0,174.0,0.04395604395604396,,,,,472.93307086614175,,437.99212598425197,1743.0,1666.3846153846155,857.775590551181,820.0711689884919,,
2004,80,-117.083215,46.779516,,SW,0.0,1185.0,0.0,,0.0,,,1107.0,,0.06582278481012659,,,,,,,44.38,2.355,0.1768,2.032,2925.0,,1185.0,1107.0,,230.0,217.0,0.05652173913043478,,,,,583.1692913385826,,544.7834645669291,1740.0,1641.6521739130435,856.2992125984251,807.8996918863403,,
2004,81,-117.082797,46.779585,,SW,0.0,1032.0,0.0,,0.0,,,958.0,,0.07170542635658915,,,,,,,44.84,2.421,0.1805,2.032,2778.0,,1032.0,958.0,,186.0,174.0,0.06451612903225806,,,,,507.87401574803147,,471.45669291338584,1746.0,1633.3548387096773,859.251968503937,803.8163576327152,,
2004,82,-117.082379,46.779622,,SW,0.0,1217.0,0.0,,0.0,,,1143.0,,0.06080525883319639,,,,,,,44.46,2.514,0.1828,2.032,2906.0,,1217.0,1143.0,,169.0,161.0,0.047337278106508875,,,,,598.9173228346457,,562.5,1689.0,1609.0473372781066,831.2007874015748,791.8540045659973,,
2004,83,-117.081961,46.779424,,WW,2.032,1143.0,1143.0,,1059.0,,,1059.0,,0.07349081364829396,,,,,,,45.17,2.024,0.1798,0.0,0.0,,0.0,0.0,,,,,,,,,562.5,,521.1614173228346,,,,,,
2004,84,-117.081543,46.779563,,WW,2.032,1243.0,1243.0,,1165.0,,,1165.0,,0.06275140788415125,,,,,,,45.4,1.825,0.1692,0.0,0.0,,0.0,0.0,,,,,,,,,611.7125984251968,,573.3267716535433,,,,,,
2004,85,-117.081125,46.779565,,WW,2.032,1427.0,1427.0,,1339.0,,,1339.0,,0.06166783461807989,,,,,,,44.82,1.841,0.1667,0.0,0.0,,0.0,0.0,,,,,,,,,702.263779527559,,658.9566929133858,,,,,,
2004,86,-117.080707,46.779421,,WW,2.032,1171.0,1171.0,,1097.0,,,1097.0,,0.0631938514090521,,,,,,,44.71,2.016,0.169,0.0,0.0,,0.0,0.0,,,,,,,,,576.279527559055,,539.8622047244095,,,,,,
2004,87,-117.080289,46.779684,,WW,2.032,1276.0,1276.0,,1189.0,,,1189.0,,0.06818181818181818,,,,,,,45.06,1.989,0.1607,0.0,0.0,,0.0,0.0,,,,,,,,,627.9527559055118,,585.1377952755905,,,,,,
2004,88,-117.079871,46.779655,,WW,2.032,1331.0,1331.0,,1234.0,,,1234.0,,0.07287753568745305,,,,,,,45.62,1.857,0.1582,0.0,0.0,,0.0,0.0,,,,,,,,,655.0196850393701,,607.2834645669291,,,,,,
2004,89,-117.07944702,46.77960671,,WW,2.032,1182.0,1182.0,,1112.0,,,1112.0,,0.05922165820642978,,,,,,,45.19,1.842,0.1577,0.0,0.0,,0.0,0.0,,,,,,,,,581.6929133858267,,547.2440944881889,,,,,,
2004,90,-117.079035,46.77954,,WW,2.032,1042.0,1042.0,,970.0,,,970.0,,0.0690978886756238,,,,,,,45.66,2.139,0.1782,0.0,0.0,,0.0,0.0,,,,,,,,,512.7952755905512,,477.3622047244094,,,,,,
2004,91,-117.078617,46.779552,,WW,2.032,1297.0,1297.0,,1222.0,,,1222.0,,0.05782575173477255,,,,,,,45.43,1.993,0.1669,0.0,0.0,,0.0,0.0,,,,,,,,,638.2874015748031,,601.3779527559055,,,,,,
2004,92,-117.078199,46.779557,,WW,2.032,1427.0,1427.0,,1336.0,,,1336.0,,0.06377014716187807,,,,,,,44.91,2.064,0.1704,0.0,0.0,,0.0,0.0,,,,,,,,,702.263779527559,,657.4803149606299,,,,,,
2004,93,-117.077781,46.779494,,WW,2.032,923.0,923.0,,865.0,,,865.0,,0.0628385698808234,,,,,,,44.73,2.377,0.197,0.0,0.0,,0.0,0.0,,,,,,,,,454.23228346456693,,425.68897637795277,,,,,,
2004,94,-117.077363,46.779658,,WW,2.032,850.0,850.0,,790.0,,,790.0,,0.07058823529411765,,,,,,,44.65,2.548,0.2015,0.0,0.0,,0.0,0.0,,,,,,,,,418.3070866141732,,388.7795275590551,,,,,,
2004,95,-117.08807304,46.77971682,,WB,2.032,1023.0,1023.0,,963.0,,,963.0,,0.05865102639296188,,,,,,,44.51,1.798,0.1631,0.0,0.0,,0.0,0.0,,,,,,,,,503.4448818897638,,473.9173228346457,,,,,,
2004,96,-117.087663,46.7797,,WB,2.032,999.0,999.0,,953.0,,,953.0,,0.04604604604604605,,,,,,,45.57,1.873,0.1712,0.0,0.0,,0.0,0.0,,,,,,,,,491.6338582677165,,468.996062992126,,,,,,
2004,97,-117.087245,46.779873,,WP,2.0,338.0,338.0,,315.0,,,315.0,,0.06804733727810651,,,,,,,45.25,2.759,0.2759,0.0,0.0,,0.0,0.0,,,,,,,,,169.0,,157.5,,,,,,
2004,98,-117.086827,46.77985,,SC,2.0,569.0,569.0,,546.0,,,546.0,,0.040421792618629174,,,,,,,60.862,3.9489,0.4848,0.0,0.0,,0.0,0.0,,,,,,,,,284.5,,273.0,,,,,,
